Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUC_M_R
13346,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
13347,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
13348,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
13349,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
13350,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
13351,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
13352,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
13353,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
13354,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
13355,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
13356,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
13357,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
13358,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
13359,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
13360,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Water
13361,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
13362,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
13363,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
13364,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
13365,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
13366,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
13367,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
13368,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Forest
13369,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
13370,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
13371,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Shrubland,Forest
13372,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
13373,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
13374,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
13375,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
13376,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13377,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13378,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13379,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13380,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
13381,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
13382,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13383,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13384,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13385,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
13386,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
13387,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
13388,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Wetland
13389,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13390,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
13391,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
13392,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
13393,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13394,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13395,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
13396,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
13397,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
13398,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
13399,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
13400,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
13401,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
13402,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
13403,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
13404,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
13405,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13406,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
13407,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13408,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
13409,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
13410,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13411,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13412,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
13413,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
13414,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
13415,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
13416,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
13417,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Shrubland,Forest
13418,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Shrubland,Forest
13419,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
13420,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
13421,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
13422,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
13423,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
13424,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
13425,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
13426,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
13427,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13428,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13429,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13430,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
13431,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
13432,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
13433,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
13434,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
13435,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
13436,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13437,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Wetland
13438,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13439,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
13440,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
13441,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
13442,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
13443,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
13444,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
13445,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
13446,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
13447,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
13448,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
13449,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
13450,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
13451,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Forest
13452,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
13453,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
13454,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Wetland
13455,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Built-up
13456,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
13457,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
13458,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
13459,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
13460,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
13461,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
13462,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
13463,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
13464,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
13465,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13466,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13467,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
13468,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
13469,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
13470,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
13471,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
13472,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
13473,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
13474,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
13475,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
13476,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
13477,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
13478,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Wetland
13479,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
13480,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
13481,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
13482,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
13483,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Wetland
13484,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
13485,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
13486,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
13487,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
13488,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13489,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
13490,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
13491,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
13492,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Wetland
13493,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Forest
13494,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
13495,Forest,NULL,Water,NULL,Water,NULL,Grassland,Wetland
13496,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
13497,Forest,NULL,Water,NULL,Water,NULL,Wetland,Wetland
13498,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
13499,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
13500,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Wetland
13501,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Forest
13502,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
13503,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
13504,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
13505,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
13506,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Cropland
13507,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
13508,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
13509,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
13510,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
13511,Forest,NULL,Water,NULL,Water,Shrubland,Bareland,Grassland
13512,Forest,NULL,Water,NULL,Water,Shrubland,Bareland,Forest
13513,Forest,NULL,Water,NULL,Water,Shrubland,Water,Water
13514,Forest,NULL,Water,NULL,Water,Shrubland,Water,Forest
13515,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
13516,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Wetland
13517,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Forest
13518,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
13519,Forest,NULL,Water,NULL,Water,Grassland,NULL,Cropland
13520,Forest,NULL,Water,NULL,Water,Grassland,NULL,Wetland
13521,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
13522,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,NULL
13523,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
13524,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Cropland
13525,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Wetland
13526,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
13527,Forest,NULL,Water,NULL,Water,Grassland,Grassland,NULL
13528,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
13529,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
13530,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
13531,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Water
13532,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
13533,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
13534,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Cropland
13535,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
13536,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
13537,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
13538,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Forest
13539,Forest,NULL,Water,NULL,Water,Grassland,Water,Wetland
13540,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
13541,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
13542,Forest,NULL,Water,NULL,Water,Grassland,Forest,Cropland
13543,Forest,NULL,Water,NULL,Water,Grassland,Forest,Wetland
13544,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
13545,Forest,NULL,Water,NULL,Water,Cropland,NULL,Cropland
13546,Forest,NULL,Water,NULL,Water,Cropland,NULL,Forest
13547,Forest,NULL,Water,NULL,Water,Cropland,Shrubland,Wetland
13548,Forest,NULL,Water,NULL,Water,Cropland,Grassland,Grassland
13549,Forest,NULL,Water,NULL,Water,Cropland,Grassland,Wetland
13550,Forest,NULL,Water,NULL,Water,Cropland,Grassland,Forest
13551,Forest,NULL,Water,NULL,Water,Cropland,Forest,Forest
13552,Forest,NULL,Water,NULL,Water,Wetland,NULL,Grassland
13553,Forest,NULL,Water,NULL,Water,Wetland,NULL,Wetland
13554,Forest,NULL,Water,NULL,Water,Wetland,NULL,Water
13555,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
13556,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
13557,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Cropland
13558,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
13559,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Bareland
13560,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Water
13561,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
13562,Forest,NULL,Water,NULL,Water,Wetland,Grassland,NULL
13563,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
13564,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Cropland
13565,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
13566,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Water
13567,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
13568,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
13569,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
13570,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Cropland
13571,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
13572,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
13573,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
13574,Forest,NULL,Water,NULL,Water,Wetland,Bareland,Grassland
13575,Forest,NULL,Water,NULL,Water,Wetland,Bareland,Forest
13576,Forest,NULL,Water,NULL,Water,Wetland,Built-up,Forest
13577,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
13578,Forest,NULL,Water,NULL,Water,Wetland,Water,Water
13579,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
13580,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
13581,Forest,NULL,Water,NULL,Water,Wetland,Forest,Wetland
13582,Forest,NULL,Water,NULL,Water,Wetland,Forest,Water
13583,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
13584,Forest,NULL,Water,NULL,Water,Bareland,NULL,Grassland
13585,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
13586,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
13587,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
13588,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
13589,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
13590,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Water
13591,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
13592,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
13593,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Forest
13594,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
13595,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Forest
13596,Forest,NULL,Water,NULL,Water,Bareland,Forest,Grassland
13597,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
13598,Forest,NULL,Water,NULL,Water,Water,NULL,Wetland
13599,Forest,NULL,Water,NULL,Water,Water,Shrubland,Water
13600,Forest,NULL,Water,NULL,Water,Water,Shrubland,Forest
13601,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
13602,Forest,NULL,Water,NULL,Water,Water,Grassland,Wetland
13603,Forest,NULL,Water,NULL,Water,Water,Grassland,Bareland
13604,Forest,NULL,Water,NULL,Water,Water,Grassland,Water
13605,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
13606,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
13607,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
13608,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
13609,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
13610,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
13611,Forest,NULL,Water,NULL,Water,Water,Water,Water
13612,Forest,NULL,Water,NULL,Water,Water,Water,Forest
13613,Forest,NULL,Water,NULL,Water,Water,Forest,Wetland
13614,Forest,NULL,Water,NULL,Water,Water,Forest,Water
13615,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
13616,Forest,NULL,Water,NULL,Water,Forest,NULL,Wetland
13617,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
13618,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Grassland
13619,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Wetland
13620,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Forest
13621,Forest,NULL,Water,NULL,Water,Forest,Grassland,Grassland
13622,Forest,NULL,Water,NULL,Water,Forest,Grassland,Wetland
13623,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
13624,Forest,NULL,Water,NULL,Water,Forest,Wetland,Grassland
13625,Forest,NULL,Water,NULL,Water,Forest,Wetland,Wetland
13626,Forest,NULL,Water,NULL,Water,Forest,Bareland,Forest
13627,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
13628,Forest,NULL,Water,NULL,Water,Forest,Forest,Grassland
13629,Forest,NULL,Water,NULL,Water,Forest,Forest,Wetland
13630,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
13631,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
13632,Forest,NULL,Water,Non_Water,Water,NULL,Grassland,Forest
13633,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Wetland
13634,Forest,NULL,Water,Non_Water,Water,NULL,Water,Water
13635,Forest,NULL,Water,Non_Water,Water,Shrubland,NULL,Wetland
13636,Forest,NULL,Water,Non_Water,Water,Shrubland,Grassland,Wetland
13637,Forest,NULL,Water,Non_Water,Water,Shrubland,Grassland,Forest
13638,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,Wetland
13639,Forest,NULL,Water,Non_Water,Water,Grassland,Shrubland,Forest
13640,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
13641,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
13642,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
13643,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
13644,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
13645,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
13646,Forest,NULL,Water,Non_Water,Water,Grassland,Forest,Forest
13647,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
13648,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,Wetland
13649,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,NULL
13650,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
13651,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
13652,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Water
13653,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
13654,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
13655,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Cropland
13656,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
13657,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Bareland
13658,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
13659,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
13660,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
13661,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Wetland
13662,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Forest
13663,Forest,NULL,Water,Non_Water,Water,Water,Grassland,NULL
13664,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
13665,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
13666,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Water
13667,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Forest
13668,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
13669,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
13670,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
13671,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
13672,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
13673,Forest,NULL,Water,Non_Water,Water,Water,Forest,Wetland
13674,Forest,NULL,Water,Non_Water,Water,Water,Forest,Forest
13675,Forest,NULL,Water,Non_Water,Water,Forest,Grassland,Wetland
13676,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
13677,Forest,NULL,Water,Water,Water,NULL,NULL,Water
13678,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
13679,Forest,NULL,Water,Water,Water,NULL,Water,Water
13680,Forest,NULL,Water,Water,Water,Grassland,NULL,Wetland
13681,Forest,NULL,Water,Water,Water,Grassland,Shrubland,Forest
13682,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
13683,Forest,NULL,Water,Water,Water,Grassland,Grassland,Wetland
13684,Forest,NULL,Water,Water,Water,Grassland,Grassland,Water
13685,Forest,NULL,Water,Water,Water,Grassland,Grassland,Forest
13686,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
13687,Forest,NULL,Water,Water,Water,Wetland,NULL,Wetland
13688,Forest,NULL,Water,Water,Water,Wetland,Shrubland,Forest
13689,Forest,NULL,Water,Water,Water,Wetland,Grassland,Grassland
13690,Forest,NULL,Water,Water,Water,Wetland,Grassland,Wetland
13691,Forest,NULL,Water,Water,Water,Wetland,Grassland,Water
13692,Forest,NULL,Water,Water,Water,Wetland,Grassland,Forest
13693,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
13694,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
13695,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
13696,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
13697,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
