Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMV_M_R
2646,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2647,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2648,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2649,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2650,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2651,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2652,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2653,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2654,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2655,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2656,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2657,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
2658,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2659,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2660,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2661,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
2662,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
2663,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
2664,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2665,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2666,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2667,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2668,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
2669,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
2670,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
2671,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
2672,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
2673,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
2674,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Forest
2675,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2676,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2677,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2678,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2679,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2680,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
2681,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
2682,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2683,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2684,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
2685,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2686,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2687,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2688,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
2689,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2690,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2691,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2692,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
2693,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2694,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2695,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2696,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
2697,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2698,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2699,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2700,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2701,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2702,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2703,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2704,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2705,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2706,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2707,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2708,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
2709,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2710,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2711,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
2712,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2713,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2714,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2715,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2716,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2717,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2718,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2719,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2720,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2721,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
2722,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2723,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2724,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2725,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
2726,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
2727,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2728,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
2729,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2730,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2731,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2732,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2733,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2734,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2735,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2736,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2737,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2738,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2739,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2740,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2741,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2742,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2743,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2744,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2745,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2746,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2747,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2748,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2749,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2750,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
2751,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2752,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2753,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2754,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2755,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2756,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2757,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2758,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
2759,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2760,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2761,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
2762,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2763,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2764,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2765,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
2766,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
2767,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2768,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
2769,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2770,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
2771,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Wetland
2772,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2773,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
2774,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2775,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
2776,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
2777,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2778,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2779,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2780,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
2781,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2782,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2783,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2784,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2785,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2786,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2787,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
2788,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2789,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
2790,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
2791,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
2792,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
2793,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
2794,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
2795,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2796,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2797,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
2798,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
2799,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
2800,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
2801,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
2802,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2803,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
2804,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2805,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
2806,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
2807,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
2808,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2809,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2810,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2811,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2812,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2813,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2814,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2815,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2816,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2817,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2818,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2819,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2820,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2821,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
2822,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2823,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2824,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2825,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2826,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2827,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2828,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2829,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2830,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2831,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
2832,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2833,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2834,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2835,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2836,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2837,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2838,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2839,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2840,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2841,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2842,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2843,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2844,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2845,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2846,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2847,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2848,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2849,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2850,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
2851,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2852,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
2853,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
2854,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2855,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2856,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2857,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2858,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
2859,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Water
2860,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2861,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2862,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2863,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
2864,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2865,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
2866,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Wetland
2867,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
2868,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
2869,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2870,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2871,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2872,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2873,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2874,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2875,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2876,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2877,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2878,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
2879,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2880,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2881,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2882,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
2883,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2884,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
2885,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2886,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2887,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
2888,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
2889,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
2890,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2891,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
2892,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
2893,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
2894,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Water
2895,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Forest
2896,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Forest
2897,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Water
2898,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Forest
2899,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
2900,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2901,Forest,Forest,Water,NULL,Water,NULL,Water,Water
2902,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2903,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
2904,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
2905,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
2906,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
2907,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2908,Forest,Forest,Water,NULL,Water,Wetland,Water,Grassland
2909,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
2910,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
2911,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
2912,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
2913,Forest,Forest,Water,NULL,Water,Water,Wetland,Wetland
2914,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
2915,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2916,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
2917,Forest,Forest,Water,NULL,Water,Water,Water,Water
2918,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2919,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
2920,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2921,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2922,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2923,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2924,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2925,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
2926,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
2927,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
2928,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2929,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
2930,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
2931,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
2932,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
2933,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Wetland
2934,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
2935,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2936,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
2937,Forest,Forest,Water,Non_Water,Water,Water,Water,Wetland
2938,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
2939,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
2940,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
2941,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
2942,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
2943,Forest,Forest,Water,Water,Water,NULL,Grassland,Forest
2944,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
2945,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2946,Forest,Forest,Water,Water,Water,NULL,Water,Water
2947,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2948,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
2949,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
2950,Forest,Forest,Water,Water,Water,Grassland,Water,Wetland
2951,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
2952,Forest,Forest,Water,Water,Water,Wetland,Grassland,Grassland
2953,Forest,Forest,Water,Water,Water,Wetland,Grassland,Forest
2954,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2955,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
2956,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
2957,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
2958,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
2959,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
2960,Forest,Forest,Water,Water,Water,Wetland,Water,Water
2961,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
2962,Forest,Forest,Water,Water,Water,Wetland,Forest,Water
2963,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
2964,Forest,Forest,Water,Water,Water,Water,Grassland,Grassland
2965,Forest,Forest,Water,Water,Water,Water,Grassland,Wetland
2966,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
2967,Forest,Forest,Water,Water,Water,Water,Wetland,Wetland
2968,Forest,Forest,Water,Water,Water,Water,Wetland,Water
2969,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
2970,Forest,Forest,Water,Water,Water,Water,Water,Grassland
2971,Forest,Forest,Water,Water,Water,Water,Water,Wetland
2972,Forest,Forest,Water,Water,Water,Water,Water,Water
2973,Forest,Forest,Water,Water,Water,Water,Water,Forest
2974,Forest,Forest,Water,Water,Water,Water,Forest,Forest
2975,Forest,Forest,Water,Water,Water,Forest,Grassland,Forest
2976,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
2977,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2978,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2979,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
2980,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2981,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2982,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2983,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2984,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
