Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFP_M_R
2671,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
2672,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
2673,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
2674,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2675,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
2676,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
2677,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2678,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Grassland
2679,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
2680,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
2681,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2682,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2683,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
2684,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2685,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
2686,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
2687,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2688,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
2689,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Grassland
2690,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
2691,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
2692,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2693,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Water
2694,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
2695,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2696,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2697,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2698,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2699,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2700,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2701,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
2702,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2703,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
2704,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
2705,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
2706,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Forest
2707,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2708,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
2709,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
2710,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
2711,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Bareland
2712,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
2713,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
2714,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Grassland
2715,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
2716,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
2717,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Water
2718,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
2719,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
2720,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2721,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2722,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
2723,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
2724,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
2725,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
2726,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
2727,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
2728,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
2729,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
2730,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
2731,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2732,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Grassland
2733,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
2734,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2735,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
2736,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
2737,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2738,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2739,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
2740,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2741,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2742,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2743,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
2744,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2745,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2746,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2747,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2748,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2749,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
2750,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2751,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2752,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
2753,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2754,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2755,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2756,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2757,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2758,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2759,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2760,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2761,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
2762,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2763,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2764,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2765,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2766,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
2767,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
2768,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2769,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2770,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
2771,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2772,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2773,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2774,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
2775,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2776,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
2777,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2778,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
2779,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2780,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2781,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
2782,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2783,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2784,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2785,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2786,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2787,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2788,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2789,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2790,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2791,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2792,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2793,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
2794,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2795,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
2796,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2797,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
2798,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
2799,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
2800,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2801,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2802,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2803,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2804,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Water
2805,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2806,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
2807,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2808,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
2809,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2810,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
2811,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
2812,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
2813,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
2814,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2815,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2816,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2817,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2818,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2819,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2820,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2821,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2822,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2823,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2824,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2825,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2826,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
2827,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
2828,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Water
2829,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Forest,Forest
2830,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Water
2831,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
2832,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
2833,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2834,Forest,Forest,Water,NULL,Water,NULL,Water,Water
2835,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2836,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
2837,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2838,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
2839,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Water
2840,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
2841,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
2842,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
2843,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
2844,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
2845,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2846,Forest,Forest,Water,NULL,Water,Wetland,Water,Grassland
2847,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
2848,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
2849,Forest,Forest,Water,NULL,Water,Wetland,Forest,Water
2850,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
2851,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
2852,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
2853,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
2854,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
2855,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2856,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
2857,Forest,Forest,Water,NULL,Water,Water,Water,Water
2858,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2859,Forest,Forest,Water,NULL,Water,Water,Forest,Grassland
2860,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
2861,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
2862,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2863,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2864,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2865,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Grassland
2866,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
2867,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2868,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2869,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
2870,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
2871,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
2872,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
2873,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Grassland
2874,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Water
2875,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
2876,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
2877,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
2878,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
2879,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2880,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
2881,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
2882,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
2883,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
2884,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Grassland
2885,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Water
2886,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
2887,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Grassland
2888,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
2889,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
2890,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
2891,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2892,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
2893,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
2894,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
2895,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
2896,Forest,Forest,Water,Non_Water,Water,Forest,Water,Water
2897,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
2898,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
2899,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2900,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
2901,Forest,Forest,Water,Water,Water,NULL,Water,Water
2902,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2903,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
2904,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
2905,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
2906,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
2907,Forest,Forest,Water,Water,Water,Grassland,Water,Grassland
2908,Forest,Forest,Water,Water,Water,Grassland,Water,Water
2909,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
2910,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
2911,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2912,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
2913,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
2914,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
2915,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
2916,Forest,Forest,Water,Water,Water,Wetland,Water,Water
2917,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
2918,Forest,Forest,Water,Water,Water,Wetland,Forest,Grassland
2919,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
2920,Forest,Forest,Water,Water,Water,Bareland,Wetland,Water
2921,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
2922,Forest,Forest,Water,Water,Water,Bareland,Water,Water
2923,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
2924,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
2925,Forest,Forest,Water,Water,Water,Water,Wetland,Wetland
2926,Forest,Forest,Water,Water,Water,Water,Wetland,Water
2927,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
2928,Forest,Forest,Water,Water,Water,Water,Water,Grassland
2929,Forest,Forest,Water,Water,Water,Water,Water,Wetland
2930,Forest,Forest,Water,Water,Water,Water,Water,Water
2931,Forest,Forest,Water,Water,Water,Water,Water,Forest
2932,Forest,Forest,Water,Water,Water,Water,Forest,Water
2933,Forest,Forest,Water,Water,Water,Water,Forest,Forest
2934,Forest,Forest,Water,Water,Water,Forest,Wetland,Grassland
2935,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
2936,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2937,Forest,Forest,Water,Water,Water,Forest,Water,Grassland
2938,Forest,Forest,Water,Water,Water,Forest,Water,Water
2939,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2940,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
2941,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2942,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2943,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2944,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2945,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
2946,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2947,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
2948,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2949,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2950,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2951,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2952,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2953,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2954,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2955,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2956,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2957,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2958,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2959,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2960,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2961,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2962,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2963,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2964,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2965,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2966,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2967,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2968,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2969,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
2970,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2971,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2972,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2973,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2974,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2975,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2976,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2977,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2978,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2979,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2980,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2981,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2982,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2983,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
2984,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
2985,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2986,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
2987,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2988,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2989,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2990,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2991,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2992,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2993,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
2994,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2995,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2996,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
2997,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2998,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2999,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3000,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3001,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3002,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
3003,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3004,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3005,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3006,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3007,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3008,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3009,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
3010,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
3011,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3012,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3013,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3014,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
