Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPD_M_R
4704,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
4705,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
4706,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
4707,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
4708,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
4709,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
4710,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
4711,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
4712,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4713,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4714,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4715,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4716,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
4717,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4718,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4719,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
4720,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
4721,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
4722,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4723,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4724,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4725,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4726,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
4727,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
4728,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
4729,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4730,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4731,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4732,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
4733,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
4734,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
4735,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
4736,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4737,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4738,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4739,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4740,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4741,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4742,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4743,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
4744,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
4745,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4746,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4747,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4748,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4749,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4750,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4751,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4752,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4753,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4754,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4755,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4756,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4757,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4758,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4759,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
4760,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
4761,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
4762,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4763,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4764,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4765,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4766,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4767,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4768,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4769,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4770,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
4771,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4772,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4773,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4774,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4775,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4776,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4777,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4778,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4779,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4780,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4781,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4782,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4783,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4784,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4785,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4786,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
4787,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
4788,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
4789,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
4790,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4791,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
4792,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4793,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
4794,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
4795,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4796,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4797,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4798,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
4799,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4800,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4801,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
4802,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4803,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4804,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
4805,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4806,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
4807,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4808,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4809,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4810,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4811,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4812,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4813,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
4814,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4815,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
4816,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4817,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4818,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4819,Forest,Forest,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
4820,Forest,Forest,NULL,Water,Non_Wetland,NULL,Bareland,Forest
4821,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Grassland
4822,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
4823,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4824,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
4825,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
4826,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4827,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4828,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4829,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
4830,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
4831,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
4832,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
4833,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4834,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
4835,Forest,Forest,NULL,Water,Non_Wetland,Forest,Bareland,Grassland
4836,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4837,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4838,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4839,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4840,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4841,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4842,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4843,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4844,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4845,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4846,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4847,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4848,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4849,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4850,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4851,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4852,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4853,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4854,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4855,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4856,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4857,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
4858,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
4859,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4860,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4861,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4862,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4863,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4864,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4865,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4866,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4867,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4868,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4869,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4870,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4871,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4872,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4873,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4874,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4875,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4876,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4877,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4878,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4879,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4880,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4881,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
4882,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4883,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4884,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
4885,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4886,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
4887,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4888,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
4889,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4890,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4891,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4892,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4893,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
4894,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4895,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
4896,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
4897,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4898,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4899,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4900,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4901,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4902,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4903,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4904,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4905,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4906,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4907,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4908,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4909,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
4910,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4911,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
4912,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
4913,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4914,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
4915,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4916,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4917,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4918,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4919,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4920,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4921,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4922,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4923,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
4924,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4925,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4926,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4927,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4928,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4929,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4930,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Water
4931,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4932,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4933,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4934,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4935,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4936,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4937,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4938,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4939,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4940,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4941,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
4942,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4943,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4944,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
4945,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4946,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4947,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4948,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4949,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
4950,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4951,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4952,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4953,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
4954,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
4955,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
4956,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4957,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4958,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
4959,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4960,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
4961,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
4962,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
4963,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
4964,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4965,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4966,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4967,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4968,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4969,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4970,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4971,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4972,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4973,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
4974,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4975,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
4976,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4977,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4978,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
4979,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4980,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
4981,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
4982,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
4983,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
4984,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
4985,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
4986,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
4987,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4988,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
4989,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
4990,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4991,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4992,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4993,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4994,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4995,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
4996,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
4997,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4998,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
4999,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Forest
5000,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Forest
5001,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
5002,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
5003,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
5004,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5005,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5006,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
5007,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5008,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5009,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
5010,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5011,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
5012,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
5013,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
5014,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
5015,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
5016,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
5017,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
5018,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
5019,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
5020,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
5021,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5022,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
