Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXB_M_R
2523,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2524,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2525,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2526,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
2527,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2528,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
2529,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2530,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2531,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2532,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2533,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2534,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2535,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2536,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
2537,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2538,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
2539,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
2540,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2541,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2542,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2543,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2544,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2545,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
2546,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
2547,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2548,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2549,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2550,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2551,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2552,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2553,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2554,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
2555,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2556,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
2557,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2558,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2559,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
2560,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
2561,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
2562,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
2563,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2564,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
2565,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
2566,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
2567,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Wetland
2568,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
2569,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
2570,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2571,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2572,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2573,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2574,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2575,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2576,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
2577,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2578,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2579,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2580,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2581,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2582,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
2583,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2584,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
2585,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
2586,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2587,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
2588,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2589,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2590,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
2591,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2592,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2593,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
2594,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
2595,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
2596,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2597,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
2598,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
2599,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
2600,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
2601,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2602,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2603,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2604,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2605,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2606,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2607,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2608,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2609,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2610,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2611,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
2612,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2613,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
2614,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2615,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
2616,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
2617,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
2618,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2619,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2620,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2621,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2622,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2623,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2624,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2625,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2626,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2627,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
2628,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2629,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2630,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2631,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
2632,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,NULL
2633,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
2634,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2635,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
2636,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2637,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2638,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2639,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
2640,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2641,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2642,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
2643,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
2644,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
2645,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2646,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,NULL
2647,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
2648,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
2649,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
2650,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
2651,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2652,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2653,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Grassland
2654,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
2655,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2656,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
2657,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
2658,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2659,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2660,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
2661,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2662,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2663,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
2664,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
2665,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
2666,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2667,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2668,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2669,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2670,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2671,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2672,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Water
2673,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2674,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2675,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2676,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2677,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
2678,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2679,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
2680,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
2681,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2682,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2683,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2684,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
2685,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2686,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
2687,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2688,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
2689,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,NULL
2690,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Forest
2691,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2692,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
2693,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2694,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2695,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Wetland
2696,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2697,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
2698,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2699,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2700,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,NULL
2701,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2702,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2703,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2704,Forest,Forest,Water,NULL,Water,NULL,Shrubland,Forest
2705,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2706,Forest,Forest,Water,NULL,Water,NULL,Water,Water
2707,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2708,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
2709,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2710,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,Forest
2711,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Forest
2712,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
2713,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
2714,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
2715,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
2716,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
2717,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2718,Forest,Forest,Water,NULL,Water,Water,Water,Water
2719,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2720,Forest,Forest,Water,NULL,Water,Water,Forest,Wetland
2721,Forest,Forest,Water,NULL,Water,Water,Forest,Water
2722,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
2723,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2724,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2725,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2726,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2727,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2728,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
2729,Forest,Forest,Water,Non_Water,Water,Shrubland,Water,Forest
2730,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
2731,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
2732,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
2733,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
2734,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
2735,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
2736,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2737,Forest,Forest,Water,Water,Water,NULL,Water,Water
2738,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2739,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
2740,Forest,Forest,Water,Water,Water,Shrubland,Wetland,Forest
2741,Forest,Forest,Water,Water,Water,Shrubland,Water,Forest
2742,Forest,Forest,Water,Water,Water,Shrubland,Forest,Forest
2743,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
2744,Forest,Forest,Water,Water,Water,Water,Wetland,Water
2745,Forest,Forest,Water,Water,Water,Water,Water,Water
2746,Forest,Forest,Water,Water,Water,Water,Water,Forest
2747,Forest,Forest,Water,Water,Water,Water,Forest,Wetland
2748,Forest,Forest,Water,Water,Water,Water,Forest,Water
2749,Forest,Forest,Water,Water,Water,Water,Forest,Forest
2750,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2751,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2752,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
2753,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2754,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2755,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2756,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2757,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2758,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2759,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2760,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2761,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2762,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2763,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
2764,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2765,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2766,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2767,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
2768,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2769,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2770,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2771,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2772,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2773,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2774,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2775,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2776,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2777,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2778,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2779,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2780,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2781,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2782,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2783,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2784,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
2785,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2786,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2787,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2788,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2789,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2790,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2791,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2792,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2793,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2794,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2795,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2796,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2797,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2798,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2799,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2800,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2801,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2802,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2803,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
2804,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2805,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2806,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2807,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2808,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2809,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2810,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2811,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2812,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2813,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2814,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2815,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
2816,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2817,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2818,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2819,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2820,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2821,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2822,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2823,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2824,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2825,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2826,Forest,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
2827,Forest,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
2828,Forest,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
2829,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2830,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2831,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2832,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2833,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2834,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2835,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2836,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
2837,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
2838,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2839,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2840,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Wetland
2841,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
2842,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2843,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2844,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2845,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2846,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2847,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2848,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2849,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2850,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2851,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2852,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2853,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
2854,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2855,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2856,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
