Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMD_M_R
2673,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2674,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2675,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2676,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2677,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2678,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2679,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
2680,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2681,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2682,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2683,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2684,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2685,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2686,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2687,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2688,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2689,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2690,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2691,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2692,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2693,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
2694,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2695,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2696,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
2697,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2698,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2699,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2700,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2701,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2702,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2703,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2704,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2705,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2706,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2707,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2708,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2709,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2710,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2711,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
2712,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
2713,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2714,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2715,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2716,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2717,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2718,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2719,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2720,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2721,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2722,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2723,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2724,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2725,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2726,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2727,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2728,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2729,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
2730,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2731,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2732,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2733,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2734,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2735,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2736,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
2737,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2738,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2739,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2740,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2741,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2742,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2743,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2744,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2745,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2746,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2747,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2748,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2749,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2750,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2751,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2752,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2753,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2754,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2755,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2756,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2757,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
2758,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2759,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2760,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
2761,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2762,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2763,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2764,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2765,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2766,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2767,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2768,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
2769,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
2770,Forest,Forest,Wetland,NULL,Wetland,Built-up,Grassland,Forest
2771,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
2772,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Forest
2773,Forest,Forest,Wetland,NULL,Wetland,Built-up,Forest,Forest
2774,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
2775,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2776,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2777,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2778,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2779,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2780,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2781,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2782,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2783,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2784,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
2785,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2786,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
2787,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2788,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2789,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
2790,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2791,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2792,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2793,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2794,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2795,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2796,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2797,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2798,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2799,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2800,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2801,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2802,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2803,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2804,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2805,Forest,Forest,Wetland,Non_Water,Wetland,Built-up,Wetland,Grassland
2806,Forest,Forest,Wetland,Non_Water,Wetland,Built-up,Wetland,Forest
2807,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2808,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2809,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2810,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2811,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
2812,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2813,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2814,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2815,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2816,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2817,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
2818,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2819,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2820,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2821,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2822,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,NULL
2823,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2824,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2825,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2826,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2827,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
2828,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2829,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2830,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
2831,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
2832,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2833,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2834,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
2835,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
2836,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Forest,Forest
2837,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
2838,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2839,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2840,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2841,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2842,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2843,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2844,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2845,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
2846,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2847,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2848,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2849,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2850,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2851,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2852,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2853,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2854,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2855,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2856,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2857,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2858,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Grassland,Forest
2859,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2860,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Wetland,Forest
2861,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2862,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2863,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2864,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
2865,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2866,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2867,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2868,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2869,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
2870,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2871,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2872,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2873,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
2874,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2875,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2876,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2877,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2878,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2879,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2880,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
2881,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2882,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2883,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
2884,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2885,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2886,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
2887,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2888,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2889,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2890,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2891,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2892,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2893,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2894,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2895,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2896,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2897,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2898,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2899,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
2900,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
2901,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2902,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2903,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2904,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
2905,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
2906,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
2907,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2908,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
2909,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2910,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2911,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
2912,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
2913,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
2914,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2915,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
2916,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2917,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
2918,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2919,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2920,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2921,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2922,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2923,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
2924,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
2925,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2926,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
2927,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2928,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
2929,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
2930,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2931,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2932,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
2933,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2934,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
2935,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
2936,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
2937,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
2938,Forest,Forest,Water,Water,Water,Wetland,Water,Water
2939,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
2940,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
2941,Forest,Forest,Water,Water,Water,Water,Wetland,Wetland
2942,Forest,Forest,Water,Water,Water,Water,Wetland,Water
2943,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
2944,Forest,Forest,Water,Water,Water,Water,Water,Grassland
2945,Forest,Forest,Water,Water,Water,Water,Water,Water
2946,Forest,Forest,Water,Water,Water,Water,Water,Forest
2947,Forest,Forest,Water,Water,Water,Forest,Wetland,Grassland
2948,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2949,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2950,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2951,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2952,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2953,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2954,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2955,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2956,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2957,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2958,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2959,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2960,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2961,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2962,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2963,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2964,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2965,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2966,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2967,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2968,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2969,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2970,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2971,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2972,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2973,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2974,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2975,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2976,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2977,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2978,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2979,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2980,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2981,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2982,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2983,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2984,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2985,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2986,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2987,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2988,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
2989,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2990,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2991,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2992,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2993,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2994,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
2995,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2996,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
2997,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
2998,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2999,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
3000,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3001,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
3002,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
3003,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3004,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
