Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLP_M_R
16056,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16057,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
16058,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
16059,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
16060,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
16061,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
16062,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
16063,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
16064,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
16065,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
16066,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
16067,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
16068,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
16069,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
16070,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
16071,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
16072,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
16073,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
16074,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
16075,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
16076,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
16077,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
16078,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
16079,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
16080,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
16081,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
16082,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
16083,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
16084,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
16085,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
16086,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Water
16087,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
16088,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
16089,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
16090,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
16091,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
16092,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
16093,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
16094,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
16095,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
16096,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
16097,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
16098,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16099,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16100,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
16101,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
16102,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
16103,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16104,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
16105,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16106,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
16107,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
16108,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
16109,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
16110,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
16111,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
16112,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
16113,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
16114,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
16115,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
16116,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
16117,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
16118,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
16119,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
16120,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
16121,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
16122,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
16123,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
16124,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
16125,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
16126,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
16127,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
16128,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
16129,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
16130,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
16131,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16132,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
16133,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
16134,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
16135,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
16136,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
16137,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
16138,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
16139,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Wetland
16140,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
16141,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
16142,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
16143,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
16144,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
16145,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
16146,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
16147,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
16148,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
16149,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
16150,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
16151,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
16152,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
16153,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
16154,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16155,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
16156,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
16157,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
16158,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
16159,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
16160,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16161,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16162,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
16163,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
16164,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
16165,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
16166,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
16167,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
16168,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
16169,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
16170,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
16171,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
16172,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
16173,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
16174,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
16175,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
16176,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
16177,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
16178,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
16179,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Wetland
16180,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
16181,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
16182,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
16183,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
16184,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
16185,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
16186,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Wetland
16187,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
16188,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
16189,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
16190,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
16191,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
16192,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
16193,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
16194,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
16195,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
16196,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
16197,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
16198,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
16199,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Built-up
16200,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
16201,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
16202,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
16203,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
16204,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
16205,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
16206,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
16207,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
16208,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
16209,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
16210,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Built-up
16211,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Water
16212,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Wetland
16213,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Built-up
16214,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Forest
16215,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Grassland
16216,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Forest
16217,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Forest,Forest
16218,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
16219,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
16220,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
16221,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
16222,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
16223,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
16224,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
16225,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
16226,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
16227,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
16228,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
16229,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
16230,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
16231,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
16232,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
16233,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Built-up
16234,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Forest
16235,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
16236,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
16237,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
16238,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
16239,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
16240,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
16241,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
16242,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
16243,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
16244,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
16245,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
16246,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
16247,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
16248,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
16249,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
16250,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
16251,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
16252,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
16253,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
16254,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Forest,Bareland
16255,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
16256,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16257,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
16258,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
16259,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
16260,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
16261,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,Built-up,Forest
16262,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
16263,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
16264,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
16265,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
16266,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
16267,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Forest
16268,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
16269,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
16270,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
16271,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
16272,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
16273,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
16274,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Water,Water,Water
16275,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
16276,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
16277,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Built-up,Forest
16278,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
16279,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
16280,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
16281,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
16282,Forest,Built-up,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
16283,Forest,Built-up,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
16284,Forest,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
16285,Forest,Built-up,Cropland,Water,Non_Wetland,Water,NULL,Water
16286,Forest,Built-up,Cropland,Water,Non_Wetland,Water,Built-up,Water
16287,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
16288,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
16289,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
16290,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
16291,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Grassland
16292,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Wetland
16293,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Built-up
16294,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
16295,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Wetland
16296,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Built-up
16297,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
16298,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Grassland
16299,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Wetland
16300,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Built-up
16301,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Water
16302,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
16303,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
16304,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Wetland
16305,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Bareland
16306,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Built-up
16307,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Water
16308,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
16309,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,Grassland
16310,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,Forest
16311,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
16312,Forest,Built-up,Wetland,NULL,Wetland,Cropland,NULL,Grassland
16313,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Grassland
16314,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Wetland
16315,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Built-up
16316,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
16317,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
16318,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
16319,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
16320,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Water
16321,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
16322,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
16323,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
16324,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
16325,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Built-up
16326,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Water
16327,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
16328,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
16329,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Wetland
16330,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Built-up
16331,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
16332,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
16333,Forest,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Grassland
16334,Forest,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Wetland
16335,Forest,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Built-up
16336,Forest,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Forest
16337,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
16338,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
16339,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
16340,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
16341,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
16342,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Wetland
16343,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Built-up
16344,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
16345,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
16346,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Water,Wetland
16347,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Water,Built-up
16348,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
16349,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
16350,Forest,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Grassland
16351,Forest,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Wetland
16352,Forest,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Built-up
16353,Forest,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Forest
16354,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
16355,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Wetland
16356,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Built-up
16357,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Water
16358,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
16359,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Built-up
16360,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
16361,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
16362,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Wetland
16363,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
16364,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
16365,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
16366,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Water,Built-up
16367,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Water,Forest
16368,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Grassland
16369,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Built-up
16370,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Forest
