Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHC_M_R
10122,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
10123,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
10124,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
10125,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
10126,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
10127,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
10128,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
10129,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
10130,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
10131,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
10132,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
10133,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
10134,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
10135,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
10136,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
10137,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
10138,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
10139,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
10140,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
10141,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
10142,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
10143,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
10144,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
10145,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
10146,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
10147,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
10148,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
10149,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
10150,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
10151,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Built-up
10152,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
10153,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
10154,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
10155,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
10156,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
10157,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
10158,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
10159,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
10160,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
10161,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
10162,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
10163,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10164,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
10165,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10166,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10167,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10168,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10169,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
10170,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10171,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10172,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
10173,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10174,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
10175,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
10176,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10177,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
10178,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
10179,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
10180,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
10181,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
10182,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
10183,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
10184,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
10185,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
10186,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
10187,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
10188,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
10189,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10190,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
10191,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
10192,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
10193,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
10194,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Bareland,Bareland
10195,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
10196,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
10197,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Bareland
10198,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
10199,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
10200,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
10201,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
10202,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10203,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10204,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
10205,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
10206,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
10207,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
10208,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10209,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10210,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
10211,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
10212,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
10213,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
10214,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
10215,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
10216,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
10217,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Water
10218,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
10219,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
10220,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
10221,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
10222,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Built-up
10223,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
10224,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
10225,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
10226,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
10227,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
10228,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
10229,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
10230,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10231,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
10232,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10233,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10234,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
10235,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10236,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
10237,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
10238,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10239,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10240,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10241,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
10242,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
10243,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
10244,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
10245,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
10246,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Built-up
10247,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
10248,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
10249,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
10250,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
10251,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
10252,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
10253,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
10254,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
10255,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10256,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
10257,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
10258,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
10259,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
10260,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10261,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
10262,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
10263,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
10264,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
10265,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
10266,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
10267,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
10268,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Built-up
10269,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Water
10270,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
10271,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
10272,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
10273,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
10274,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
10275,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
10276,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
10277,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
10278,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
10279,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
10280,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
10281,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
10282,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
10283,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
10284,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
10285,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
10286,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Built-up
10287,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Water
10288,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
10289,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
10290,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
10291,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
10292,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
10293,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
10294,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
10295,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
10296,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
10297,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
10298,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
10299,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Water
10300,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
10301,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
10302,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10303,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
10304,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10305,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
10306,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
10307,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
10308,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
10309,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
10310,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10311,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10312,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10313,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10314,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
10315,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10316,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
10317,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
10318,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
10319,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland,Bareland,Forest
10320,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
10321,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10322,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10323,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10324,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10325,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10326,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
10327,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
10328,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
10329,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
10330,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
10331,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10332,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10333,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
10334,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10335,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
10336,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10337,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
10338,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10339,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
10340,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
10341,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
10342,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
10343,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
10344,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
10345,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
10346,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
10347,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
10348,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Forest
10349,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
10350,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
10351,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
10352,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
10353,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Bareland,Forest
10354,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
10355,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
10356,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
10357,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
10358,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
10359,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
10360,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
10361,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
10362,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
10363,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
10364,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
10365,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
10366,Forest,Forest,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
10367,Forest,Forest,Grassland,Water,Non_Wetland,Cropland,Bareland,Forest
10368,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
10369,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
10370,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
10371,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
10372,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
10373,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
10374,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
10375,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
10376,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
10377,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Forest
10378,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
10379,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
10380,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
10381,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
10382,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
10383,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
10384,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Wetland
10385,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Water
10386,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
10387,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
10388,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
10389,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
10390,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
10391,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Grassland
10392,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
10393,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
10394,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
10395,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
10396,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
10397,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
10398,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
10399,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
10400,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
10401,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
10402,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
10403,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Water
10404,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
10405,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
10406,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
10407,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
10408,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
10409,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
10410,Forest,Forest,Wetland,NULL,Wetland,Grassland,Built-up,Forest
10411,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
10412,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
10413,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
10414,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
10415,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
10416,Forest,Forest,Wetland,NULL,Wetland,Cropland,Water,Forest
10417,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Water
10418,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
10419,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
10420,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
10421,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Water
10422,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
10423,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
10424,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
10425,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10426,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
10427,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
10428,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10429,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
10430,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
10431,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
10432,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
10433,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
10434,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
10435,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
10436,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
10437,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
