Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MED_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MED_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MED_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MED_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MED_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MED_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MED_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MED_M_R
4365,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4366,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
4367,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4368,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4369,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
4370,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4371,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
4372,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4373,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4374,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4375,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4376,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
4377,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4378,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Water
4379,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4380,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
4381,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4382,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
4383,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4384,Forest,Forest,Wetland,Non_Water,Wetland,Built-up,Forest,Grassland
4385,Forest,Forest,Wetland,Non_Water,Wetland,Built-up,Forest,Forest
4386,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4387,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4388,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
4389,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4390,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
4391,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
4392,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
4393,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
4394,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
4395,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
4396,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4397,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Built-up,Forest
4398,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
4399,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
4400,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
4401,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
4402,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
4403,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
4404,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4405,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
4406,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
4407,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
4408,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
4409,Forest,Forest,Wetland,Water,Wetland,NULL,Water,NULL
4410,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
4411,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
4412,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
4413,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
4414,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Wetland
4415,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
4416,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
4417,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4418,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4419,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
4420,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
4421,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
4422,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
4423,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
4424,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
4425,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
4426,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4427,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
4428,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
4429,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
4430,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
4431,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Wetland
4432,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
4433,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
4434,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4435,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
4436,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
4437,Forest,Forest,Wetland,Water,Wetland,Bareland,Built-up,Grassland
4438,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
4439,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
4440,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
4441,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Water
4442,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
4443,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
4444,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
4445,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
4446,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
4447,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
4448,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
4449,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
4450,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
4451,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
4452,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
4453,Forest,Forest,Wetland,Water,Wetland,Forest,Built-up,Forest
4454,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Grassland
4455,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
4456,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
4457,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Wetland
4458,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
4459,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
4460,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
4461,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
4462,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
4463,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
4464,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
4465,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
4466,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
4467,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
4468,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
4469,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4470,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
4471,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4472,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
4473,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
4474,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
4475,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4476,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4477,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4478,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4479,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4480,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
4481,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
4482,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Built-up
4483,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
4484,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4485,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4486,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4487,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4488,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4489,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
4490,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4491,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
4492,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4493,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
4494,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
4495,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4496,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
4497,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4498,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
4499,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
4500,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
4501,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Built-up
4502,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
4503,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
4504,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4505,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4506,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
4507,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
4508,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Grassland
4509,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
4510,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
4511,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Water
4512,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
4513,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
4514,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
4515,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
4516,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4517,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
4518,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
4519,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
4520,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
4521,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4522,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4523,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
4524,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
4525,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
4526,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4527,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4528,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
4529,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
4530,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
4531,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
4532,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Water
4533,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
4534,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
4535,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
4536,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
4537,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
4538,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
4539,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
4540,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
4541,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
4542,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
4543,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
4544,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
4545,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Water
4546,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
4547,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4548,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
4549,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4550,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4551,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
4552,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
4553,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
4554,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
4555,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4556,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4557,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Wetland
4558,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
4559,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4560,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4561,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4562,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
4563,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
4564,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4565,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4566,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4567,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4568,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
4569,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4570,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
4571,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
4572,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
4573,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4574,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
4575,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
4576,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
4577,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
4578,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
4579,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Water
4580,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
4581,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
4582,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
4583,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
4584,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Forest
4585,Forest,Forest,Water,NULL,Water,NULL,Wetland,Wetland
4586,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
4587,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
4588,Forest,Forest,Water,NULL,Water,NULL,Water,Wetland
4589,Forest,Forest,Water,NULL,Water,NULL,Water,Water
4590,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
4591,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
4592,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
4593,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
4594,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
4595,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
4596,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
4597,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
4598,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
4599,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
4600,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
4601,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
4602,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
4603,Forest,Forest,Water,NULL,Water,Water,Water,Wetland
4604,Forest,Forest,Water,NULL,Water,Water,Water,Water
4605,Forest,Forest,Water,NULL,Water,Water,Water,Forest
4606,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
4607,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
4608,Forest,Forest,Water,NULL,Water,Forest,Water,Water
4609,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
4610,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
4611,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
4612,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Wetland
4613,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
4614,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
4615,Forest,Forest,Water,Non_Water,Water,NULL,Water,Wetland
4616,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
4617,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
4618,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
4619,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
4620,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Wetland
4621,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
4622,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
4623,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
4624,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
4625,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
4626,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
4627,Forest,Forest,Water,Non_Water,Water,Water,Water,Wetland
4628,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
4629,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Water
4630,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
4631,Forest,Forest,Water,Non_Water,Water,Forest,Water,Water
4632,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
4633,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
4634,Forest,Forest,Water,Water,Water,NULL,Wetland,Wetland
4635,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
4636,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
4637,Forest,Forest,Water,Water,Water,NULL,Water,Wetland
4638,Forest,Forest,Water,Water,Water,NULL,Water,Water
4639,Forest,Forest,Water,Water,Water,NULL,Water,Forest
4640,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
4641,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
4642,Forest,Forest,Water,Water,Water,Grassland,Water,Wetland
4643,Forest,Forest,Water,Water,Water,Grassland,Water,Water
4644,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
4645,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
4646,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
4647,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
4648,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
4649,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
4650,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
4651,Forest,Forest,Water,Water,Water,Wetland,Water,Water
4652,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
4653,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
4654,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
4655,Forest,Forest,Water,Water,Water,Bareland,Water,Water
4656,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
4657,Forest,Forest,Water,Water,Water,Water,Wetland,Wetland
4658,Forest,Forest,Water,Water,Water,Water,Wetland,Water
4659,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
4660,Forest,Forest,Water,Water,Water,Water,Water,Wetland
4661,Forest,Forest,Water,Water,Water,Water,Water,Water
4662,Forest,Forest,Water,Water,Water,Water,Water,Forest
4663,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
4664,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
4665,Forest,Forest,Water,Water,Water,Forest,Water,Wetland
4666,Forest,Forest,Water,Water,Water,Forest,Water,Water
4667,Forest,Forest,Water,Water,Water,Forest,Water,Forest
4668,Forest,Forest,Water,Water,Water,Forest,Forest,Water
4669,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
4670,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4671,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4672,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4673,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4674,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4675,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4676,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4677,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4678,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
4679,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
4680,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Wetland
4681,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
4682,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
4683,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4684,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
4685,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4686,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4687,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4688,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4689,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4690,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4691,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4692,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4693,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4694,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4695,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4696,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
4697,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
4698,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4699,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4700,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4701,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4702,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4703,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4704,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
