Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUE_M_R
22046,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
22047,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
22048,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Wetland
22049,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
22050,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
22051,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Grassland
22052,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Water
22053,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
22054,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
22055,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
22056,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
22057,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
22058,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
22059,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
22060,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
22061,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
22062,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
22063,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
22064,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Grassland
22065,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
22066,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Forest
22067,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
22068,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
22069,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
22070,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
22071,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
22072,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
22073,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Grassland
22074,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
22075,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
22076,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
22077,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
22078,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
22079,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
22080,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
22081,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
22082,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
22083,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
22084,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
22085,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
22086,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Built-up
22087,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
22088,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
22089,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
22090,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
22091,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
22092,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
22093,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
22094,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
22095,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
22096,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
22097,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
22098,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
22099,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
22100,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
22101,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
22102,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
22103,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Water
22104,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Forest
22105,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
22106,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
22107,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
22108,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
22109,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
22110,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Wetland
22111,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Built-up
22112,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
22113,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Water
22114,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
22115,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
22116,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
22117,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
22118,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
22119,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
22120,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
22121,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
22122,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
22123,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
22124,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
22125,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
22126,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
22127,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
22128,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
22129,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
22130,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
22131,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
22132,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
22133,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
22134,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
22135,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
22136,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
22137,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
22138,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
22139,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
22140,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Grassland
22141,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Bareland
22142,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
22143,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
22144,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
22145,Forest,Forest,Bareland,Water,Non_Wetland,Water,NULL,Bareland
22146,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
22147,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
22148,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
22149,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
22150,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
22151,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
22152,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
22153,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
22154,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
22155,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
22156,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
22157,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
22158,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
22159,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
22160,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
22161,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
22162,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
22163,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
22164,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
22165,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
22166,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
22167,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
22168,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
22169,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Water
22170,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
22171,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
22172,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
22173,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
22174,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
22175,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
22176,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
22177,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
22178,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
22179,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
22180,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
22181,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
22182,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
22183,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
22184,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
22185,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
22186,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
22187,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
22188,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
22189,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
22190,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
22191,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
22192,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
22193,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
22194,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
22195,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
22196,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
22197,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
22198,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Water
22199,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Water
22200,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
22201,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
22202,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
22203,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
22204,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Built-up
22205,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
22206,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
22207,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
22208,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
22209,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
22210,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Cropland
22211,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
22212,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
22213,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
22214,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
22215,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Wetland,Forest
22216,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Water,Forest
22217,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Forest,Water
22218,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
22219,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
22220,Forest,Forest,Built-up,Water,Non_Wetland,Forest,Wetland,Forest
22221,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
22222,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
22223,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
22224,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
22225,Forest,Forest,Water,NULL,Water,NULL,Grassland,Grassland
22226,Forest,Forest,Water,NULL,Water,NULL,Grassland,Forest
22227,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
22228,Forest,Forest,Water,NULL,Water,NULL,Wetland,Wetland
22229,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
22230,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
22231,Forest,Forest,Water,NULL,Water,NULL,Water,Grassland
22232,Forest,Forest,Water,NULL,Water,NULL,Water,Wetland
22233,Forest,Forest,Water,NULL,Water,NULL,Water,Water
22234,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
22235,Forest,Forest,Water,NULL,Water,NULL,Forest,Grassland
22236,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
22237,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
22238,Forest,Forest,Water,NULL,Water,Grassland,NULL,Grassland
22239,Forest,Forest,Water,NULL,Water,Grassland,NULL,Forest
22240,Forest,Forest,Water,NULL,Water,Wetland,NULL,Forest
22241,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
22242,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
22243,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
22244,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
22245,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
22246,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Grassland
22247,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Forest
22248,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
22249,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
22250,Forest,Forest,Water,NULL,Water,Water,NULL,Grassland
22251,Forest,Forest,Water,NULL,Water,Water,NULL,Water
22252,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
22253,Forest,Forest,Water,NULL,Water,Water,Grassland,Water
22254,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
22255,Forest,Forest,Water,NULL,Water,Water,Wetland,Wetland
22256,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
22257,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
22258,Forest,Forest,Water,NULL,Water,Water,Bareland,Forest
22259,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
22260,Forest,Forest,Water,NULL,Water,Water,Water,Water
22261,Forest,Forest,Water,NULL,Water,Water,Water,Forest
22262,Forest,Forest,Water,NULL,Water,Water,Forest,Water
22263,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
22264,Forest,Forest,Water,NULL,Water,Forest,NULL,Grassland
22265,Forest,Forest,Water,NULL,Water,Forest,NULL,Water
22266,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
22267,Forest,Forest,Water,NULL,Water,Forest,Grassland,Grassland
22268,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
22269,Forest,Forest,Water,NULL,Water,Forest,Wetland,Wetland
22270,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
22271,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
22272,Forest,Forest,Water,NULL,Water,Forest,Water,Water
22273,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
22274,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
22275,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
22276,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
22277,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
22278,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
22279,Forest,Forest,Water,Non_Water,Water,NULL,Grassland,Forest
22280,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Grassland
22281,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Wetland
22282,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
22283,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
22284,Forest,Forest,Water,Non_Water,Water,NULL,Water,Wetland
22285,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
22286,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
22287,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Wetland
22288,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Water
22289,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
22290,Forest,Forest,Water,Non_Water,Water,Grassland,NULL,Grassland
22291,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
22292,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
22293,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
22294,Forest,Forest,Water,Non_Water,Water,Water,NULL,Grassland
22295,Forest,Forest,Water,Non_Water,Water,Water,NULL,Water
22296,Forest,Forest,Water,Non_Water,Water,Water,NULL,Forest
22297,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Wetland
22298,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
22299,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
22300,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
22301,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
22302,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
22303,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Forest
22304,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Wetland
22305,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
22306,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
22307,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
22308,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
22309,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
22310,Forest,Forest,Water,Water,Water,NULL,NULL,Water
22311,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
22312,Forest,Forest,Water,Water,Water,NULL,Grassland,Water
22313,Forest,Forest,Water,Water,Water,NULL,Grassland,Forest
22314,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
22315,Forest,Forest,Water,Water,Water,NULL,Wetland,Wetland
22316,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
22317,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
22318,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
22319,Forest,Forest,Water,Water,Water,NULL,Water,Wetland
22320,Forest,Forest,Water,Water,Water,NULL,Water,Water
22321,Forest,Forest,Water,Water,Water,NULL,Water,Forest
22322,Forest,Forest,Water,Water,Water,NULL,Forest,Grassland
22323,Forest,Forest,Water,Water,Water,NULL,Forest,Wetland
22324,Forest,Forest,Water,Water,Water,NULL,Forest,Water
22325,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
22326,Forest,Forest,Water,Water,Water,Grassland,NULL,Grassland
22327,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
22328,Forest,Forest,Water,Water,Water,Wetland,NULL,Wetland
22329,Forest,Forest,Water,Water,Water,Wetland,NULL,Water
22330,Forest,Forest,Water,Water,Water,Wetland,NULL,Forest
22331,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
22332,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
22333,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
22334,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
22335,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
22336,Forest,Forest,Water,Water,Water,Bareland,Grassland,Grassland
22337,Forest,Forest,Water,Water,Water,Bareland,Grassland,Forest
22338,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
22339,Forest,Forest,Water,Water,Water,Bareland,Forest,Grassland
22340,Forest,Forest,Water,Water,Water,Bareland,Forest,Forest
22341,Forest,Forest,Water,Water,Water,Water,NULL,Water
22342,Forest,Forest,Water,Water,Water,Water,NULL,Forest
22343,Forest,Forest,Water,Water,Water,Water,Grassland,Grassland
22344,Forest,Forest,Water,Water,Water,Water,Grassland,Water
22345,Forest,Forest,Water,Water,Water,Water,Grassland,Forest
22346,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
22347,Forest,Forest,Water,Water,Water,Water,Wetland,Wetland
22348,Forest,Forest,Water,Water,Water,Water,Wetland,Water
22349,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
22350,Forest,Forest,Water,Water,Water,Water,Water,Wetland
22351,Forest,Forest,Water,Water,Water,Water,Water,Water
22352,Forest,Forest,Water,Water,Water,Water,Water,Forest
22353,Forest,Forest,Water,Water,Water,Water,Forest,Water
22354,Forest,Forest,Water,Water,Water,Water,Forest,Forest
22355,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
22356,Forest,Forest,Water,Water,Water,Forest,Wetland,Grassland
22357,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
22358,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
22359,Forest,Forest,Water,Water,Water,Forest,Water,Grassland
22360,Forest,Forest,Water,Water,Water,Forest,Water,Forest
22361,Forest,Forest,Water,Water,Water,Forest,Forest,Water
22362,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
22363,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
22364,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
22365,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
22366,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
22367,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
22368,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
22369,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
22370,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
22371,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
22372,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
22373,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
22374,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
22375,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
22376,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
22377,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Water
22378,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
22379,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
22380,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
22381,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
22382,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
22383,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
22384,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Built-up
22385,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
22386,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
22387,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
