Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQP_M_R
2960,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
2961,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water
2962,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2963,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
2964,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
2965,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland
2966,Forest,Cropland,Cropland,Water,Non_Wetland,Water
2967,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
2968,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2969,Forest,Cropland,Wetland,NULL,Wetland,Cropland
2970,Forest,Cropland,Wetland,NULL,Wetland,Water
2971,Forest,Cropland,Wetland,NULL,Wetland,Forest
2972,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
2973,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
2974,Forest,Cropland,Wetland,Non_Water,Wetland,Water
2975,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
2976,Forest,Cropland,Wetland,Water,Wetland,Grassland
2977,Forest,Cropland,Wetland,Water,Wetland,Cropland
2978,Forest,Cropland,Wetland,Water,Wetland,Bareland
2979,Forest,Cropland,Wetland,Water,Wetland,Water
2980,Forest,Cropland,Wetland,Water,Wetland,Forest
2981,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2982,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
2983,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
2984,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
2985,Forest,Cropland,Bareland,NULL,Non_Wetland,Water
2986,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2987,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2988,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
2989,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
2990,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water
2991,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
2992,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland
2993,Forest,Cropland,Bareland,Water,Non_Wetland,Cropland
2994,Forest,Cropland,Bareland,Water,Non_Wetland,Bareland
2995,Forest,Cropland,Bareland,Water,Non_Wetland,Water
2996,Forest,Cropland,Bareland,Water,Non_Wetland,Forest
2997,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2998,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
2999,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
3000,Forest,Cropland,Water,NULL,Water,Grassland
3001,Forest,Cropland,Water,NULL,Water,Cropland
3002,Forest,Cropland,Water,NULL,Water,Bareland
3003,Forest,Cropland,Water,NULL,Water,Water
3004,Forest,Cropland,Water,NULL,Water,Forest
3005,Forest,Cropland,Water,Non_Water,Water,Grassland
3006,Forest,Cropland,Water,Non_Water,Water,Cropland
3007,Forest,Cropland,Water,Non_Water,Water,Bareland
3008,Forest,Cropland,Water,Non_Water,Water,Water
3009,Forest,Cropland,Water,Non_Water,Water,Forest
3010,Forest,Cropland,Water,Water,Water,Grassland
3011,Forest,Cropland,Water,Water,Water,Cropland
3012,Forest,Cropland,Water,Water,Water,Bareland
3013,Forest,Cropland,Water,Water,Water,Water
3014,Forest,Cropland,Water,Water,Water,Forest
3015,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
3016,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
3017,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
3018,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
3019,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
3020,Forest,Cropland,Forest,NULL,Non_Wetland,Water
3021,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
3022,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
3023,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
3024,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
3025,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland
3026,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water
3027,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
3028,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
3029,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
3030,Forest,Cropland,Forest,Water,Non_Wetland,Bareland
3031,Forest,Cropland,Forest,Water,Non_Wetland,Water
3032,Forest,Cropland,Forest,Water,Non_Wetland,Forest
3033,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
3034,Forest,Wetland,Grassland,NULL,Non_Wetland,Built-up
3035,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
3036,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
3037,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
3038,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
3039,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
3040,Forest,Bareland,Shrubland,NULL,Non_Wetland,Cropland
3041,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
3042,Forest,Bareland,Shrubland,NULL,Non_Wetland,Built-up
3043,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
3044,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
3045,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
3046,Forest,Bareland,Shrubland,Water,Non_Wetland,Forest
3047,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
3048,Forest,Bareland,Grassland,NULL,Non_Wetland,Cropland
3049,Forest,Bareland,Grassland,NULL,Non_Wetland,Built-up
3050,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
3051,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
3052,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
3053,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Forest
3054,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
3055,Forest,Bareland,Cropland,NULL,Non_Wetland,Built-up
3056,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
3057,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
3058,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
3059,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
3060,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Forest
3061,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland
3062,Forest,Bareland,Wetland,Non_Water,Wetland,Forest
3063,Forest,Bareland,Wetland,Water,Wetland,Water
3064,Forest,Bareland,Wetland,Water,Wetland,Forest
3065,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
3066,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
3067,Forest,Bareland,Bareland,NULL,Non_Wetland,Water
3068,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
3069,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
3070,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
3071,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
3072,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water
3073,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Forest
3074,Forest,Bareland,Bareland,Water,Non_Wetland,Grassland
3075,Forest,Bareland,Bareland,Water,Non_Wetland,Cropland
3076,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland
3077,Forest,Bareland,Bareland,Water,Non_Wetland,Forest
3078,Forest,Bareland,Built-up,NULL,Non_Wetland,Forest
3079,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
3080,Forest,Bareland,Water,Non_Water,Water,Water
3081,Forest,Bareland,Water,Non_Water,Water,Forest
3082,Forest,Bareland,Water,Water,Water,Cropland
3083,Forest,Bareland,Water,Water,Water,Water
3084,Forest,Bareland,Forest,NULL,Non_Wetland,NULL
3085,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
3086,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
3087,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
3088,Forest,Bareland,Forest,Non_Water,Non_Wetland,Forest
3089,Forest,Bareland,Forest,Water,Non_Wetland,Bareland
3090,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
3091,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
3092,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
3093,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
3094,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water
3095,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
3096,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
3097,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
3098,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
3099,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland
3100,Forest,Built-up,Shrubland,Water,Non_Wetland,Water
3101,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
3102,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
3103,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
3104,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
3105,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
3106,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
3107,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
3108,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
3109,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
3110,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
3111,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
3112,Forest,Built-up,Cropland,NULL,Non_Wetland,Water
3113,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
3114,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
3115,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
3116,Forest,Built-up,Cropland,Water,Non_Wetland,Forest
3117,Forest,Built-up,Wetland,NULL,Wetland,Forest
3118,Forest,Built-up,Wetland,Non_Water,Wetland,Water
3119,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
3120,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
3121,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
3122,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
3123,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
3124,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
3125,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
3126,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Forest
3127,Forest,Built-up,Bareland,Water,Non_Wetland,Forest
3128,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
3129,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
3130,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
3131,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
3132,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
3133,Forest,Built-up,Water,Non_Water,Water,Grassland
3134,Forest,Built-up,Water,Non_Water,Water,Cropland
3135,Forest,Built-up,Water,Water,Water,Water
3136,Forest,Built-up,Water,Water,Water,Forest
3137,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
3138,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
3139,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
3140,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
3141,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
3142,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
3143,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
3144,Forest,Built-up,Forest,Non_Water,Non_Wetland,Cropland
3145,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
3146,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
3147,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
3148,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
3149,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
3150,Forest,Water,Shrubland,NULL,Non_Wetland,Water
3151,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
3152,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
3153,Forest,Water,Shrubland,Non_Water,Non_Wetland,Cropland
3154,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
3155,Forest,Water,Shrubland,Non_Water,Non_Wetland,Built-up
3156,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
3157,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
3158,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
3159,Forest,Water,Shrubland,Water,Non_Wetland,Cropland
3160,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
3161,Forest,Water,Shrubland,Water,Non_Wetland,Built-up
3162,Forest,Water,Shrubland,Water,Non_Wetland,Water
3163,Forest,Water,Shrubland,Water,Non_Wetland,Forest
3164,Forest,Water,Grassland,NULL,Non_Wetland,NULL
3165,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
3166,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
3167,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
3168,Forest,Water,Grassland,NULL,Non_Wetland,Built-up
3169,Forest,Water,Grassland,NULL,Non_Wetland,Forest
3170,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
3171,Forest,Water,Grassland,Non_Water,Non_Wetland,Cropland
3172,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
3173,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
3174,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
3175,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
3176,Forest,Water,Cropland,NULL,Non_Wetland,Built-up
3177,Forest,Water,Cropland,NULL,Non_Wetland,Water
3178,Forest,Water,Cropland,NULL,Non_Wetland,Forest
3179,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
3180,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
3181,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
3182,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
3183,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
3184,Forest,Water,Cropland,Water,Non_Wetland,Grassland
3185,Forest,Water,Cropland,Water,Non_Wetland,Cropland
3186,Forest,Water,Cropland,Water,Non_Wetland,Bareland
3187,Forest,Water,Cropland,Water,Non_Wetland,Water
3188,Forest,Water,Cropland,Water,Non_Wetland,Forest
3189,Forest,Water,Wetland,NULL,Wetland,Cropland
3190,Forest,Water,Wetland,NULL,Wetland,Water
3191,Forest,Water,Wetland,NULL,Wetland,Forest
3192,Forest,Water,Wetland,Non_Water,Wetland,Grassland
3193,Forest,Water,Wetland,Non_Water,Wetland,Bareland
3194,Forest,Water,Wetland,Non_Water,Wetland,Water
3195,Forest,Water,Wetland,Non_Water,Wetland,Forest
3196,Forest,Water,Wetland,Water,Wetland,Grassland
3197,Forest,Water,Wetland,Water,Wetland,Cropland
3198,Forest,Water,Wetland,Water,Wetland,Bareland
3199,Forest,Water,Wetland,Water,Wetland,Water
3200,Forest,Water,Wetland,Water,Wetland,Forest
3201,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
3202,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
3203,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
3204,Forest,Water,Bareland,NULL,Non_Wetland,Water
3205,Forest,Water,Bareland,NULL,Non_Wetland,Forest
3206,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
3207,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
3208,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
3209,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
3210,Forest,Water,Bareland,Water,Non_Wetland,Grassland
3211,Forest,Water,Bareland,Water,Non_Wetland,Cropland
3212,Forest,Water,Bareland,Water,Non_Wetland,Bareland
3213,Forest,Water,Bareland,Water,Non_Wetland,Built-up
3214,Forest,Water,Bareland,Water,Non_Wetland,Water
3215,Forest,Water,Bareland,Water,Non_Wetland,Forest
3216,Forest,Water,Water,NULL,Water,Grassland
3217,Forest,Water,Water,NULL,Water,Water
3218,Forest,Water,Water,NULL,Water,Forest
3219,Forest,Water,Water,Non_Water,Water,Grassland
3220,Forest,Water,Water,Non_Water,Water,Cropland
3221,Forest,Water,Water,Non_Water,Water,Bareland
3222,Forest,Water,Water,Non_Water,Water,Water
3223,Forest,Water,Water,Non_Water,Water,Forest
3224,Forest,Water,Water,Water,Water,Grassland
3225,Forest,Water,Water,Water,Water,Cropland
3226,Forest,Water,Water,Water,Water,Bareland
3227,Forest,Water,Water,Water,Water,Water
3228,Forest,Water,Water,Water,Water,Forest
3229,Forest,Water,Forest,NULL,Non_Wetland,Grassland
3230,Forest,Water,Forest,NULL,Non_Wetland,Cropland
3231,Forest,Water,Forest,NULL,Non_Wetland,Bareland
3232,Forest,Water,Forest,NULL,Non_Wetland,Built-up
3233,Forest,Water,Forest,NULL,Non_Wetland,Water
3234,Forest,Water,Forest,NULL,Non_Wetland,Forest
3235,Forest,Water,Forest,Non_Water,Non_Wetland,NULL
3236,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
3237,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
3238,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
3239,Forest,Water,Forest,Non_Water,Non_Wetland,Water
3240,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
3241,Forest,Water,Forest,Water,Non_Wetland,Grassland
3242,Forest,Water,Forest,Water,Non_Wetland,Cropland
3243,Forest,Water,Forest,Water,Non_Wetland,Bareland
3244,Forest,Water,Forest,Water,Non_Wetland,Built-up
3245,Forest,Water,Forest,Water,Non_Wetland,Water
3246,Forest,Water,Forest,Water,Non_Wetland,Forest
3247,Forest,Forest,NULL,NULL,Non_Wetland,NULL
3248,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
3249,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
3250,Forest,Forest,NULL,NULL,Non_Wetland,Forest
3251,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
3252,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
3253,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
3254,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
3255,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
3256,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
3257,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
3258,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
3259,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
3260,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
3261,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
3262,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up
3263,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
3264,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
3265,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
3266,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
3267,Forest,Forest,Shrubland,Water,Non_Wetland,Water
3268,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
3269,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
3270,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
3271,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
3272,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
3273,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
3274,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
3275,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
3276,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
3277,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
3278,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
3279,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
3280,Forest,Forest,Grassland,Water,Non_Wetland,Cropland
3281,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
3282,Forest,Forest,Grassland,Water,Non_Wetland,Water
3283,Forest,Forest,Grassland,Water,Non_Wetland,Forest
3284,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
3285,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
3286,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
3287,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
3288,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
3289,Forest,Forest,Cropland,NULL,Non_Wetland,Water
3290,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
3291,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
3292,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
3293,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
3294,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
3295,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
3296,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
3297,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
3298,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
3299,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
3300,Forest,Forest,Cropland,Water,Non_Wetland,Water
3301,Forest,Forest,Cropland,Water,Non_Wetland,Forest
3302,Forest,Forest,Wetland,NULL,Wetland,Grassland
3303,Forest,Forest,Wetland,NULL,Wetland,Cropland
3304,Forest,Forest,Wetland,NULL,Wetland,Water
3305,Forest,Forest,Wetland,NULL,Wetland,Forest
3306,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
3307,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
3308,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
3309,Forest,Forest,Wetland,Non_Water,Wetland,Water
3310,Forest,Forest,Wetland,Non_Water,Wetland,Forest
3311,Forest,Forest,Wetland,Water,Wetland,Grassland
3312,Forest,Forest,Wetland,Water,Wetland,Cropland
3313,Forest,Forest,Wetland,Water,Wetland,Bareland
3314,Forest,Forest,Wetland,Water,Wetland,Water
3315,Forest,Forest,Wetland,Water,Wetland,Forest
3316,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
3317,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
3318,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
3319,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
3320,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
3321,Forest,Forest,Bareland,NULL,Non_Wetland,Water
3322,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
3323,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL
3324,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
3325,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
3326,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
3327,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
3328,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
3329,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
3330,Forest,Forest,Bareland,Water,Non_Wetland,Cropland
3331,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
3332,Forest,Forest,Bareland,Water,Non_Wetland,Water
3333,Forest,Forest,Bareland,Water,Non_Wetland,Forest
3334,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
3335,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
3336,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
3337,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
3338,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
3339,Forest,Forest,Built-up,Water,Non_Wetland,Bareland
3340,Forest,Forest,Water,NULL,Water,Grassland
3341,Forest,Forest,Water,NULL,Water,Cropland
3342,Forest,Forest,Water,NULL,Water,Bareland
3343,Forest,Forest,Water,NULL,Water,Water
3344,Forest,Forest,Water,NULL,Water,Forest
3345,Forest,Forest,Water,Non_Water,Water,NULL
3346,Forest,Forest,Water,Non_Water,Water,Grassland
3347,Forest,Forest,Water,Non_Water,Water,Cropland
3348,Forest,Forest,Water,Non_Water,Water,Wetland
3349,Forest,Forest,Water,Non_Water,Water,Bareland
3350,Forest,Forest,Water,Non_Water,Water,Water
3351,Forest,Forest,Water,Non_Water,Water,Forest
3352,Forest,Forest,Water,Water,Water,Grassland
3353,Forest,Forest,Water,Water,Water,Cropland
3354,Forest,Forest,Water,Water,Water,Bareland
3355,Forest,Forest,Water,Water,Water,Water
3356,Forest,Forest,Water,Water,Water,Forest
3357,Forest,Forest,Forest,NULL,Non_Wetland,NULL
3358,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
3359,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
3360,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
3361,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
3362,Forest,Forest,Forest,NULL,Non_Wetland,Water
3363,Forest,Forest,Forest,NULL,Non_Wetland,Forest
3364,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
3365,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
3366,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
3367,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
3368,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
3369,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
