Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMB_M_R
3081,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3082,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3083,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3084,Forest,Forest,Grassland,Non_Water,Non_Wetland,Built-up,Wetland,Forest
3085,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3086,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3087,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3088,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3089,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
3090,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3091,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
3092,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3093,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
3094,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
3095,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3096,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3097,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
3098,Forest,Forest,Grassland,Water,Non_Wetland,Built-up,Wetland,Forest
3099,Forest,Forest,Grassland,Water,Non_Wetland,Built-up,Water,Forest
3100,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3101,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
3102,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
3103,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3104,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3105,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3106,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3107,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
3108,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3109,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3110,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3111,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
3112,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
3113,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3114,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3115,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
3116,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3117,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
3118,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
3119,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3120,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3121,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3122,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3123,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
3124,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3125,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
3126,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3127,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3128,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3129,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3130,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3131,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
3132,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
3133,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3134,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3135,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
3136,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
3137,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
3138,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3139,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3140,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
3141,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
3142,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3143,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3144,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
3145,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Forest
3146,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3147,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
3148,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
3149,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3150,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
3151,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
3152,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
3153,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3154,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
3155,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
3156,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
3157,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
3158,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
3159,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
3160,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3161,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3162,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
3163,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3164,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
3165,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3166,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3167,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3168,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3169,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3170,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3171,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3172,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3173,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3174,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3175,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3176,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3177,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
3178,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3179,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3180,Forest,Forest,Wetland,Non_Water,Wetland,Built-up,Wetland,Forest
3181,Forest,Forest,Wetland,Non_Water,Wetland,Built-up,Water,Forest
3182,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3183,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3184,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
3185,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3186,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
3187,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
3188,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
3189,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3190,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3191,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
3192,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3193,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
3194,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
3195,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
3196,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
3197,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3198,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3199,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
3200,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
3201,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
3202,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Grassland
3203,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Wetland
3204,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3205,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3206,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
3207,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3208,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3209,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
3210,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
3211,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
3212,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
3213,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
3214,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
3215,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
3216,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
3217,Forest,Forest,Wetland,Water,Wetland,Built-up,Wetland,Grassland
3218,Forest,Forest,Wetland,Water,Wetland,Built-up,Wetland,Forest
3219,Forest,Forest,Wetland,Water,Wetland,Built-up,Water,Grassland
3220,Forest,Forest,Wetland,Water,Wetland,Built-up,Water,Forest
3221,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
3222,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
3223,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
3224,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
3225,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
3226,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
3227,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
3228,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
3229,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
3230,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Wetland
3231,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
3232,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
3233,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
3234,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
3235,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
3236,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3237,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3238,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3239,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3240,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3241,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3242,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3243,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3244,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3245,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3246,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3247,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3248,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3249,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3250,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3251,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3252,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Wetland,Forest
3253,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Water,Forest
3254,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3255,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
3256,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3257,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3258,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3259,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
3260,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
3261,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3262,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Grassland
3263,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3264,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3265,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3266,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3267,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
3268,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3269,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3270,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3271,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3272,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3273,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3274,Forest,Forest,Bareland,Non_Water,Non_Wetland,Built-up,Wetland,Forest
3275,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3276,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3277,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3278,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3279,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3280,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3281,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
3282,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
3283,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
3284,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3285,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
3286,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3287,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3288,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Water
3289,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3290,Forest,Forest,Bareland,Water,Non_Wetland,Built-up,Wetland,Grassland
3291,Forest,Forest,Bareland,Water,Non_Wetland,Built-up,Wetland,Forest
3292,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3293,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
3294,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3295,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
3296,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Wetland
3297,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
3298,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
3299,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3300,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3301,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3302,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3303,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3304,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3305,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
3306,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
3307,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
3308,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
3309,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
3310,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3311,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3312,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3313,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
3314,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
3315,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
3316,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
3317,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3318,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
3319,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
3320,Forest,Forest,Built-up,Water,Non_Wetland,Built-up,Wetland,Grassland
3321,Forest,Forest,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
3322,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Grassland
3323,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
3324,Forest,Forest,Water,NULL,Water,NULL,Wetland,Wetland
3325,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
3326,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
3327,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
3328,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
3329,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
3330,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
3331,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
3332,Forest,Forest,Water,NULL,Water,Wetland,Water,Grassland
3333,Forest,Forest,Water,NULL,Water,Wetland,Water,Wetland
3334,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
3335,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
3336,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
3337,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
3338,Forest,Forest,Water,NULL,Water,Water,Wetland,Wetland
3339,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
3340,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
3341,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
3342,Forest,Forest,Water,NULL,Water,Water,Water,Wetland
3343,Forest,Forest,Water,NULL,Water,Water,Water,Water
3344,Forest,Forest,Water,NULL,Water,Water,Water,Forest
3345,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
3346,Forest,Forest,Water,NULL,Water,Forest,Wetland,Wetland
3347,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
3348,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
3349,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Grassland
3350,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
3351,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
3352,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
3353,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Wetland
3354,Forest,Forest,Water,Non_Water,Water,Wetland,Grassland,Grassland
3355,Forest,Forest,Water,Non_Water,Water,Wetland,Grassland,Forest
3356,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
3357,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
3358,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
3359,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
3360,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
3361,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
3362,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
3363,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
3364,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
3365,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Wetland
3366,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
3367,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
3368,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
3369,Forest,Forest,Water,Non_Water,Water,Water,Water,Wetland
3370,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
3371,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
3372,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
3373,Forest,Forest,Water,Water,Water,NULL,Wetland,Wetland
3374,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
3375,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
3376,Forest,Forest,Water,Water,Water,NULL,Water,Forest
3377,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
3378,Forest,Forest,Water,Water,Water,Grassland,Wetland,Wetland
3379,Forest,Forest,Water,Water,Water,Grassland,Water,Grassland
3380,Forest,Forest,Water,Water,Water,Grassland,Water,Wetland
3381,Forest,Forest,Water,Water,Water,Wetland,NULL,Grassland
3382,Forest,Forest,Water,Water,Water,Wetland,NULL,Wetland
3383,Forest,Forest,Water,Water,Water,Wetland,Grassland,Grassland
3384,Forest,Forest,Water,Water,Water,Wetland,Grassland,Wetland
3385,Forest,Forest,Water,Water,Water,Wetland,Grassland,Forest
3386,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
3387,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
3388,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
3389,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
3390,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
3391,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
3392,Forest,Forest,Water,Water,Water,Wetland,Water,Water
3393,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
3394,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
3395,Forest,Forest,Water,Water,Water,Water,Grassland,Grassland
3396,Forest,Forest,Water,Water,Water,Water,Grassland,Wetland
3397,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
3398,Forest,Forest,Water,Water,Water,Water,Wetland,Wetland
3399,Forest,Forest,Water,Water,Water,Water,Wetland,Water
3400,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
3401,Forest,Forest,Water,Water,Water,Water,Water,Grassland
3402,Forest,Forest,Water,Water,Water,Water,Water,Wetland
3403,Forest,Forest,Water,Water,Water,Water,Water,Water
3404,Forest,Forest,Water,Water,Water,Water,Water,Forest
3405,Forest,Forest,Water,Water,Water,Water,Forest,Forest
3406,Forest,Forest,Water,Water,Water,Forest,Wetland,Grassland
3407,Forest,Forest,Water,Water,Water,Forest,Wetland,Wetland
3408,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
3409,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
3410,Forest,Forest,Water,Water,Water,Forest,Water,Forest
3411,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3412,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3413,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3414,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
3415,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3416,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
