Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFC_M_R
8371,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
8372,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Built-up
8373,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8374,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
8375,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8376,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8377,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
8378,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
8379,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8380,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
8381,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
8382,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
8383,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
8384,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
8385,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
8386,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8387,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8388,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8389,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8390,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
8391,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8392,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
8393,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
8394,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
8395,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8396,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
8397,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
8398,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
8399,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
8400,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
8401,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8402,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
8403,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
8404,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
8405,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8406,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
8407,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
8408,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
8409,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8410,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
8411,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Wetland
8412,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
8413,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8414,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8415,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8416,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8417,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
8418,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8419,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
8420,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
8421,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
8422,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8423,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8424,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
8425,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
8426,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
8427,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
8428,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8429,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8430,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8431,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
8432,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8433,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
8434,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
8435,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
8436,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8437,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
8438,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8439,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
8440,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8441,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8442,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8443,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
8444,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
8445,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
8446,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8447,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
8448,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
8449,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8450,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
8451,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
8452,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
8453,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
8454,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
8455,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
8456,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
8457,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
8458,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
8459,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
8460,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
8461,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
8462,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
8463,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
8464,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
8465,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Wetland
8466,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
8467,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Wetland
8468,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
8469,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
8470,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
8471,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8472,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8473,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8474,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
8475,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8476,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
8477,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8478,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8479,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8480,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8481,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8482,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8483,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8484,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8485,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8486,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8487,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8488,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8489,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8490,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
8491,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8492,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8493,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
8494,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
8495,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8496,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8497,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8498,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8499,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
8500,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8501,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
8502,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
8503,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8504,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
8505,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
8506,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8507,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8508,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
8509,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
8510,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
8511,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
8512,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8513,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8514,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8515,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8516,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
8517,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8518,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8519,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
8520,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8521,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8522,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8523,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8524,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
8525,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8526,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8527,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
8528,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8529,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
8530,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8531,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
8532,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
8533,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8534,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8535,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8536,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8537,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8538,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8539,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8540,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
8541,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8542,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
8543,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8544,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8545,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8546,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8547,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8548,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
8549,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8550,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
8551,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8552,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8553,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
8554,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
8555,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
8556,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8557,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8558,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
8559,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8560,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
8561,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8562,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
8563,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8564,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8565,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8566,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8567,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8568,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
8569,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8570,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8571,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
8572,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8573,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
8574,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8575,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8576,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8577,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8578,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
8579,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
8580,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8581,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8582,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8583,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8584,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8585,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
8586,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
8587,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8588,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
8589,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8590,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8591,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8592,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
8593,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8594,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8595,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
8596,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
8597,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8598,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
8599,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
8600,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
8601,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
8602,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
8603,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
8604,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8605,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
8606,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
8607,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
8608,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
8609,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
8610,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8611,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8612,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8613,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
8614,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8615,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8616,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
8617,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
8618,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
8619,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
8620,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
8621,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
8622,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
8623,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
8624,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
8625,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8626,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8627,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8628,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8629,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8630,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
8631,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8632,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8633,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8634,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8635,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8636,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
8637,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8638,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8639,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
8640,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
8641,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8642,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8643,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
8644,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
8645,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8646,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
8647,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
8648,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Wetland
8649,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
8650,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
8651,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8652,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
8653,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
8654,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8655,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8656,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
8657,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
8658,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
8659,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8660,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
8661,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
8662,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
8663,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
8664,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8665,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8666,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
8667,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8668,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8669,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
8670,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8671,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
8672,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8673,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8674,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Bareland
8675,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
8676,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
8677,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8678,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8679,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Built-up
8680,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
8681,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
