Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTA_M_R
2494,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
2495,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2496,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2497,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2498,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2499,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2500,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
2501,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2502,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2503,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2504,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
2505,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2506,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2507,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2508,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2509,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2510,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2511,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2512,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
2513,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2514,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
2515,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2516,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2517,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2518,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2519,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2520,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2521,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2522,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2523,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2524,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2525,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
2526,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2527,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
2528,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2529,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2530,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
2531,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
2532,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Grassland
2533,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2534,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2535,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2536,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2537,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2538,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2539,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
2540,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
2541,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2542,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
2543,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
2544,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
2545,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2546,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2547,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2548,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
2549,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
2550,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
2551,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2552,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2553,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2554,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
2555,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2556,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2557,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Water
2558,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2559,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2560,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2561,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2562,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2563,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2564,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2565,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
2566,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2567,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2568,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
2569,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2570,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2571,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2572,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2573,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2574,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
2575,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2576,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2577,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
2578,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2579,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
2580,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2581,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
2582,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2583,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
2584,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
2585,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2586,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
2587,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
2588,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
2589,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2590,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2591,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2592,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2593,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
2594,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
2595,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2596,Forest,Forest,Wetland,Water,Wetland,Water,Water,Bareland
2597,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
2598,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
2599,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
2600,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2601,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2602,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
2603,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2604,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2605,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2606,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2607,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2608,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2609,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
2610,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2611,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2612,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
2613,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2614,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2615,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2616,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2617,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
2618,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2619,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2620,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2621,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2622,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
2623,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2624,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2625,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2626,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2627,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2628,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2629,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2630,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2631,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2632,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2633,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2634,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2635,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2636,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2637,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2638,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2639,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2640,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2641,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
2642,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2643,Forest,Forest,Water,NULL,Water,NULL,Grassland,Forest
2644,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
2645,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
2646,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2647,Forest,Forest,Water,NULL,Water,NULL,Water,Grassland
2648,Forest,Forest,Water,NULL,Water,NULL,Water,Water
2649,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2650,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
2651,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2652,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,Forest
2653,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
2654,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
2655,Forest,Forest,Water,NULL,Water,Grassland,Water,Water
2656,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
2657,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2658,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
2659,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
2660,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
2661,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
2662,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2663,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
2664,Forest,Forest,Water,NULL,Water,Water,Water,Water
2665,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2666,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
2667,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
2668,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2669,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2670,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2671,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2672,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
2673,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2674,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Forest
2675,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
2676,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
2677,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2678,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
2679,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
2680,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2681,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
2682,Forest,Forest,Water,Non_Water,Water,Forest,Grassland,Forest
2683,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
2684,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
2685,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
2686,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
2687,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
2688,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2689,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
2690,Forest,Forest,Water,Water,Water,NULL,Water,Water
2691,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2692,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
2693,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
2694,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
2695,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
2696,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
2697,Forest,Forest,Water,Water,Water,Wetland,Grassland,Forest
2698,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
2699,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
2700,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
2701,Forest,Forest,Water,Water,Water,Wetland,Water,Water
2702,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
2703,Forest,Forest,Water,Water,Water,Wetland,Forest,Water
2704,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
2705,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
2706,Forest,Forest,Water,Water,Water,Water,Wetland,Water
2707,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
2708,Forest,Forest,Water,Water,Water,Water,Water,Grassland
2709,Forest,Forest,Water,Water,Water,Water,Water,Water
2710,Forest,Forest,Water,Water,Water,Water,Water,Forest
2711,Forest,Forest,Water,Water,Water,Water,Forest,Grassland
2712,Forest,Forest,Water,Water,Water,Water,Forest,Water
2713,Forest,Forest,Water,Water,Water,Water,Forest,Forest
2714,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2715,Forest,Forest,Water,Water,Water,Forest,Water,Water
2716,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2717,Forest,Forest,Water,Water,Water,Forest,Forest,Water
2718,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
2719,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2720,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2721,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2722,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Water
2723,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2724,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2725,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2726,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2727,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2728,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2729,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2730,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
2731,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2732,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2733,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2734,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
2735,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2736,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
2737,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2738,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2739,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2740,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2741,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2742,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2743,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2744,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2745,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2746,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2747,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2748,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2749,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2750,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
2751,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2752,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2753,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2754,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2755,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2756,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2757,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
2758,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
2759,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2760,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2761,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2762,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2763,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2764,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2765,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2766,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2767,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2768,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2769,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2770,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2771,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2772,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2773,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2774,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2775,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2776,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2777,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2778,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2779,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2780,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2781,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2782,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2783,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2784,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
2785,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2786,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2787,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2788,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2789,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2790,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2791,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2792,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
2793,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2794,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2795,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2796,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2797,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2798,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2799,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2800,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2801,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2802,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2803,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2804,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2805,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2806,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
2807,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2808,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2809,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2810,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
2811,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2812,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2813,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2814,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2815,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2816,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2817,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2818,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2819,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2820,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2821,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2822,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2823,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2824,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2825,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2826,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2827,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2828,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2829,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2830,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2831,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2832,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
