Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBU_M_R
2782,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2783,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2784,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2785,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
2786,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
2787,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2788,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2789,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2790,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2791,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2792,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2793,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2794,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2795,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2796,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2797,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2798,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2799,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2800,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2801,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
2802,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2803,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2804,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2805,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2806,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2807,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2808,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2809,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2810,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2811,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2812,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2813,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2814,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2815,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2816,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2817,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2818,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2819,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2820,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2821,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2822,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2823,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2824,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2825,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2826,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2827,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2828,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2829,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2830,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2831,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2832,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2833,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2834,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2835,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2836,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2837,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2838,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2839,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2840,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2841,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2842,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2843,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2844,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2845,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2846,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
2847,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
2848,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2849,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2850,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2851,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2852,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2853,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
2854,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2855,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2856,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2857,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2858,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2859,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2860,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2861,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2862,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2863,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2864,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2865,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
2866,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2867,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2868,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2869,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
2870,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2871,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2872,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2873,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
2874,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2875,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2876,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
2877,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2878,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2879,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
2880,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2881,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2882,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2883,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2884,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
2885,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2886,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2887,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2888,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2889,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2890,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2891,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2892,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2893,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2894,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2895,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2896,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2897,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2898,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2899,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2900,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2901,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2902,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2903,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2904,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
2905,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2906,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2907,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2908,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2909,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2910,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2911,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2912,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2913,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2914,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2915,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
2916,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2917,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2918,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2919,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2920,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2921,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
2922,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2923,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
2924,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2925,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2926,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2927,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2928,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2929,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2930,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2931,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2932,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,NULL
2933,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2934,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2935,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2936,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,NULL
2937,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
2938,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2939,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2940,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2941,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2942,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2943,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2944,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2945,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2946,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2947,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2948,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2949,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2950,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2951,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
2952,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2953,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
2954,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2955,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2956,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2957,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2958,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2959,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2960,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2961,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2962,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2963,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2964,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2965,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2966,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2967,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2968,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
2969,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
2970,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2971,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
2972,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2973,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2974,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2975,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2976,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
2977,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2978,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2979,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2980,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2981,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2982,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2983,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2984,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2985,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2986,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2987,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2988,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
2989,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2990,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2991,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2992,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
2993,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2994,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2995,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2996,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2997,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2998,Forest,Forest,Water,NULL,Water,NULL,Grassland,Forest
2999,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
3000,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
3001,Forest,Forest,Water,NULL,Water,NULL,Water,Water
3002,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
3003,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
3004,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
3005,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
3006,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
3007,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
3008,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
3009,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
3010,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
3011,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Grassland
3012,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Forest
3013,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Grassland
3014,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
3015,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Grassland
3016,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
3017,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
3018,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
3019,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
3020,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
3021,Forest,Forest,Water,NULL,Water,Water,Water,Water
3022,Forest,Forest,Water,NULL,Water,Water,Water,Forest
3023,Forest,Forest,Water,NULL,Water,Water,Forest,Water
3024,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
3025,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
3026,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
3027,Forest,Forest,Water,NULL,Water,Forest,Bareland,Forest
3028,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
3029,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
3030,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
3031,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
3032,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
3033,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
3034,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
3035,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
3036,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
3037,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
3038,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
3039,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
3040,Forest,Forest,Water,Water,Water,NULL,Water,Water
3041,Forest,Forest,Water,Water,Water,NULL,Water,Forest
3042,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
3043,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
3044,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
3045,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
3046,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
3047,Forest,Forest,Water,Water,Water,Wetland,Water,Water
3048,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
3049,Forest,Forest,Water,Water,Water,Water,Wetland,Water
3050,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
3051,Forest,Forest,Water,Water,Water,Water,Water,Forest
3052,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
3053,Forest,Forest,Water,Water,Water,Forest,Water,Water
3054,Forest,Forest,Water,Water,Water,Forest,Water,Forest
3055,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
3056,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3057,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3058,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3059,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3060,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3061,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3062,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3063,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3064,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
3065,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3066,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3067,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3068,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3069,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3070,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3071,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3072,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3073,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
3074,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3075,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3076,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3077,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3078,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3079,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3080,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3081,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3082,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3083,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3084,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3085,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3086,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3087,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
3088,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3089,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3090,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3091,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3092,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3093,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3094,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3095,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3096,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3097,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3098,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3099,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3100,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3101,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3102,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3103,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3104,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
3105,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3106,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3107,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3108,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3109,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3110,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3111,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
3112,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3113,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
