Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPR_M_R
4554,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4555,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4556,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4557,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4558,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
4559,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4560,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
4561,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4562,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4563,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
4564,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4565,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
4566,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4567,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
4568,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4569,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
4570,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4571,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
4572,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4573,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
4574,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4575,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
4576,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4577,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
4578,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
4579,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
4580,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4581,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
4582,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4583,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4584,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4585,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4586,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4587,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
4588,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4589,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
4590,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4591,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
4592,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4593,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
4594,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
4595,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
4596,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4597,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
4598,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
4599,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
4600,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
4601,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
4602,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
4603,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
4604,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
4605,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
4606,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
4607,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
4608,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
4609,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
4610,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4611,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4612,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
4613,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4614,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4615,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4616,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Water
4617,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
4618,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
4619,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
4620,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
4621,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
4622,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
4623,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4624,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4625,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4626,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4627,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4628,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4629,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4630,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4631,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4632,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
4633,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
4634,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
4635,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4636,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
4637,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4638,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4639,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
4640,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
4641,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4642,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4643,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4644,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4645,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4646,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4647,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4648,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4649,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4650,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4651,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4652,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4653,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
4654,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4655,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
4656,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
4657,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4658,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4659,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4660,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4661,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4662,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4663,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
4664,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
4665,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4666,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4667,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
4668,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4669,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4670,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4671,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4672,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4673,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
4674,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4675,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
4676,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4677,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4678,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
4679,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
4680,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4681,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4682,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4683,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
4684,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4685,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
4686,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4687,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4688,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4689,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
4690,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
4691,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4692,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4693,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4694,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
4695,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4696,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4697,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4698,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4699,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
4700,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
4701,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4702,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
4703,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
4704,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
4705,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
4706,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,NULL
4707,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4708,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
4709,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
4710,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4711,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4712,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
4713,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4714,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4715,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
4716,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4717,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
4718,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Water
4719,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4720,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
4721,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
4722,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
4723,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4724,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
4725,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4726,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4727,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
4728,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
4729,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4730,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
4731,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4732,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4733,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4734,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4735,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4736,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4737,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4738,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4739,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
4740,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4741,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
4742,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4743,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
4744,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4745,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4746,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4747,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
4748,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4749,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
4750,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
4751,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
4752,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4753,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
4754,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4755,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
4756,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
4757,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4758,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
4759,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Water
4760,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4761,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4762,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
4763,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4764,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
4765,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
4766,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
4767,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
4768,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4769,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
4770,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
4771,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
4772,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
4773,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
4774,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
4775,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
4776,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
4777,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
4778,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Water
4779,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
4780,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Water
4781,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
4782,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
4783,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4784,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4785,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4786,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4787,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4788,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
4789,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
4790,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4791,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4792,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
4793,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4794,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4795,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
4796,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4797,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4798,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4799,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4800,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4801,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4802,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4803,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4804,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4805,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4806,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4807,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4808,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4809,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4810,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4811,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4812,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4813,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4814,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4815,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4816,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4817,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4818,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
4819,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
4820,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4821,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4822,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4823,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4824,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4825,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4826,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4827,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
4828,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4829,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4830,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4831,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4832,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4833,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
4834,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4835,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4836,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4837,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4838,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4839,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
4840,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4841,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4842,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4843,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4844,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4845,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4846,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4847,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
4848,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
4849,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4850,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4851,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4852,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
4853,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4854,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4855,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
4856,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4857,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
4858,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
4859,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
4860,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4861,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
4862,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4863,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4864,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
4865,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
4866,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4867,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4868,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4869,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
4870,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4871,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
