Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXP_M_R
5792,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5793,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5794,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
5795,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5796,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5797,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5798,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5799,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5800,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5801,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
5802,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5803,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5804,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
5805,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5806,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5807,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5808,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
5809,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5810,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
5811,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
5812,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5813,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5814,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5815,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5816,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5817,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5818,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
5819,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5820,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
5821,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5822,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5823,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5824,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5825,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5826,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
5827,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5828,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5829,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
5830,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5831,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
5832,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
5833,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5834,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
5835,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5836,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5837,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Wetland
5838,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
5839,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
5840,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5841,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5842,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5843,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5844,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
5845,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5846,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
5847,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
5848,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5849,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5850,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5851,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5852,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
5853,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5854,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5855,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
5856,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5857,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
5858,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5859,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5860,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
5861,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
5862,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
5863,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
5864,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
5865,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
5866,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
5867,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5868,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
5869,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
5870,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
5871,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
5872,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
5873,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
5874,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
5875,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
5876,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
5877,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5878,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5879,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
5880,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
5881,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5882,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
5883,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
5884,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5885,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5886,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5887,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5888,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5889,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5890,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5891,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5892,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5893,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5894,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5895,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5896,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
5897,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
5898,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5899,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
5900,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5901,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
5902,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
5903,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5904,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5905,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5906,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5907,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5908,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
5909,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5910,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5911,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5912,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
5913,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5914,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5915,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
5916,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
5917,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5918,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5919,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5920,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5921,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
5922,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
5923,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
5924,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
5925,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
5926,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5927,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5928,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5929,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
5930,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
5931,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
5932,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
5933,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5934,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5935,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
5936,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5937,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5938,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5939,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
5940,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
5941,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Forest
5942,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
5943,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
5944,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
5945,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
5946,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
5947,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
5948,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
5949,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5950,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5951,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
5952,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5953,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5954,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5955,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5956,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5957,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5958,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5959,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5960,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5961,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
5962,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5963,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
5964,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5965,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5966,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
5967,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5968,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5969,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5970,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5971,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5972,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5973,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5974,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
5975,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5976,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5977,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5978,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5979,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
5980,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5981,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5982,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
5983,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5984,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
5985,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
5986,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
5987,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
5988,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
5989,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
5990,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5991,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5992,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5993,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
5994,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
5995,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
5996,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5997,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5998,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
5999,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6000,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6001,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6002,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
6003,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
6004,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Bareland,Forest
6005,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
6006,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
6007,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
6008,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
6009,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
6010,Forest,Forest,Cropland,Water,Non_Wetland,Water,Bareland,Forest
6011,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
6012,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
6013,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
6014,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
6015,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Grassland
6016,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Water
6017,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
6018,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
6019,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
6020,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
6021,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
6022,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6023,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6024,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6025,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6026,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
6027,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
6028,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
6029,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
6030,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
6031,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
6032,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6033,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
6034,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Built-up
6035,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,NULL
6036,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6037,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
6038,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Water
6039,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6040,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6041,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
6042,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
6043,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6044,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,NULL
6045,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
6046,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
6047,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
6048,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
6049,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
6050,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
6051,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
6052,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,NULL
6053,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
6054,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Bareland
6055,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Built-up
6056,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Water
6057,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
6058,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
6059,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Bareland
6060,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
6061,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
6062,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
6063,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,NULL
6064,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Grassland
6065,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Wetland
6066,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Bareland
6067,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Water
6068,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
6069,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
6070,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
6071,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
6072,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
6073,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
6074,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
6075,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
6076,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
6077,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
6078,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
6079,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Grassland
6080,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Water
6081,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
6082,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
6083,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
6084,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
6085,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
6086,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
6087,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
6088,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6089,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
6090,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
6091,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6092,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6093,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6094,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6095,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
6096,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6097,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
6098,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
6099,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
6100,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
6101,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,NULL
6102,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
6103,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
6104,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
6105,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
6106,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
6107,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
6108,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
