Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHM_M_R
4038,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
4039,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
4040,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4041,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4042,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
4043,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
4044,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4045,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4046,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4047,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
4048,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4049,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4050,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4051,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
4052,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
4053,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
4054,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
4055,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
4056,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
4057,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
4058,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
4059,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
4060,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
4061,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Grassland
4062,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
4063,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
4064,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
4065,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
4066,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
4067,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
4068,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
4069,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
4070,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
4071,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
4072,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Grassland
4073,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
4074,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
4075,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
4076,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
4077,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
4078,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4079,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
4080,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4081,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4082,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4083,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
4084,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4085,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
4086,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
4087,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4088,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4089,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4090,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4091,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4092,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
4093,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
4094,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4095,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4096,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
4097,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
4098,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4099,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4100,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
4101,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4102,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4103,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
4104,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4105,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4106,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
4107,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
4108,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4109,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
4110,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4111,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
4112,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4113,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
4114,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4115,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
4116,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Built-up
4117,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
4118,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4119,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
4120,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
4121,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4122,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
4123,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4124,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
4125,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
4126,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4127,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4128,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4129,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
4130,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4131,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
4132,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Bareland
4133,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
4134,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
4135,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
4136,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
4137,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
4138,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
4139,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
4140,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
4141,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4142,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
4143,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
4144,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4145,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
4146,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
4147,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
4148,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
4149,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
4150,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
4151,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
4152,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
4153,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Grassland
4154,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
4155,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
4156,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
4157,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4158,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4159,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
4160,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
4161,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Grassland
4162,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Water
4163,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
4164,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Bareland
4165,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
4166,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
4167,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
4168,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
4169,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4170,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Water
4171,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
4172,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,NULL
4173,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4174,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Cropland
4175,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4176,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
4177,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
4178,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Grassland
4179,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Water
4180,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Forest
4181,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
4182,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Bareland
4183,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
4184,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
4185,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
4186,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
4187,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
4188,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Grassland
4189,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Water
4190,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4191,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Wetland
4192,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Bareland
4193,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
4194,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
4195,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
4196,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
4197,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Bareland
4198,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
4199,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
4200,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Grassland
4201,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
4202,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
4203,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Water
4204,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
4205,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
4206,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Bareland
4207,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
4208,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
4209,Forest,Forest,Wetland,Water,Wetland,Water,Bareland,Grassland
4210,Forest,Forest,Wetland,Water,Wetland,Water,Bareland,Water
4211,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
4212,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
4213,Forest,Forest,Wetland,Water,Wetland,Water,Water,Bareland
4214,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
4215,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
4216,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
4217,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
4218,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
4219,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
4220,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
4221,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
4222,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
4223,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
4224,Forest,Forest,Wetland,Water,Wetland,Forest,Bareland,Forest
4225,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Grassland
4226,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
4227,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
4228,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
4229,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
4230,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
4231,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
4232,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
4233,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
4234,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4235,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
4236,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4237,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
4238,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
4239,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4240,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4241,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
4242,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4243,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4244,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
4245,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
4246,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4247,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4248,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
4249,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4250,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
4251,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4252,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
4253,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
4254,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
4255,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4256,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
4257,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4258,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4259,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
4260,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
4261,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
4262,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
4263,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4264,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4265,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
4266,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
4267,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
4268,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4269,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
4270,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
4271,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
4272,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
4273,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
4274,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
4275,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4276,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4277,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
4278,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4279,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
4280,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
4281,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
4282,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4283,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4284,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4285,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4286,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4287,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4288,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
4289,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4290,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4291,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
4292,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
4293,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4294,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
4295,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4296,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4297,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Forest
4298,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4299,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
4300,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
4301,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
4302,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Grassland
4303,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Water
4304,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
4305,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
4306,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
4307,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
4308,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
4309,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
4310,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
4311,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
4312,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
4313,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4314,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Water
4315,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
4316,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
4317,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
4318,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
4319,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
4320,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Water
4321,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
4322,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
4323,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4324,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
4325,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
4326,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
4327,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
4328,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
4329,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
4330,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
4331,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
4332,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4333,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4334,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4335,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
4336,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4337,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4338,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
4339,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
4340,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
4341,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4342,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4343,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
4344,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
4345,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4346,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4347,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4348,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
4349,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4350,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4351,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4352,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
4353,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
4354,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
4355,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
4356,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
4357,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4358,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
4359,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4360,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
4361,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
4362,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4363,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Forest
4364,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
4365,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
4366,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Water
4367,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Forest
