Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCK_M_R
3129,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
3130,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
3131,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3132,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
3133,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3134,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
3135,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3136,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
3137,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
3138,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
3139,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3140,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3141,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
3142,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
3143,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
3144,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3145,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3146,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
3147,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
3148,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
3149,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
3150,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3151,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
3152,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
3153,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
3154,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
3155,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3156,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3157,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3158,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3159,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3160,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
3161,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3162,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3163,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3164,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3165,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3166,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3167,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3168,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
3169,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
3170,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3171,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3172,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3173,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3174,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3175,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
3176,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
3177,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3178,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
3179,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3180,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
3181,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
3182,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
3183,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
3184,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
3185,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3186,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
3187,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
3188,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
3189,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
3190,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3191,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
3192,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
3193,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
3194,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
3195,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
3196,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3197,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
3198,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
3199,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
3200,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
3201,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
3202,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
3203,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
3204,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
3205,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
3206,Forest,Water,Water,NULL,Water,NULL,NULL,Water
3207,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
3208,Forest,Water,Water,NULL,Water,NULL,Wetland,Wetland
3209,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
3210,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
3211,Forest,Water,Water,NULL,Water,NULL,Water,Water
3212,Forest,Water,Water,NULL,Water,NULL,Water,Forest
3213,Forest,Water,Water,NULL,Water,NULL,Forest,Water
3214,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
3215,Forest,Water,Water,NULL,Water,Wetland,NULL,Wetland
3216,Forest,Water,Water,NULL,Water,Wetland,NULL,Water
3217,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
3218,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
3219,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
3220,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
3221,Forest,Water,Water,NULL,Water,Wetland,Water,Water
3222,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
3223,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
3224,Forest,Water,Water,NULL,Water,Water,NULL,Water
3225,Forest,Water,Water,NULL,Water,Water,NULL,Forest
3226,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3227,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3228,Forest,Water,Water,NULL,Water,Water,Water,Wetland
3229,Forest,Water,Water,NULL,Water,Water,Water,Water
3230,Forest,Water,Water,NULL,Water,Water,Water,Forest
3231,Forest,Water,Water,NULL,Water,Water,Forest,Water
3232,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3233,Forest,Water,Water,NULL,Water,Forest,NULL,Water
3234,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
3235,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
3236,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
3237,Forest,Water,Water,NULL,Water,Forest,Water,Water
3238,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3239,Forest,Water,Water,NULL,Water,Forest,Forest,Water
3240,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
3241,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
3242,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
3243,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
3244,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
3245,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3246,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
3247,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
3248,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
3249,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
3250,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
3251,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
3252,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3253,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
3254,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3255,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3256,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
3257,Forest,Water,Water,Non_Water,Water,Forest,NULL,Water
3258,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
3259,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
3260,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
3261,Forest,Water,Water,Non_Water,Water,Forest,Water,Wetland
3262,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
3263,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
3264,Forest,Water,Water,Water,NULL,NULL,NULL,Wetland
3265,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
3266,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
3267,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
3268,Forest,Water,Water,Water,Water,NULL,NULL,Water
3269,Forest,Water,Water,Water,Water,NULL,NULL,Forest
3270,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
3271,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3272,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3273,Forest,Water,Water,Water,Water,NULL,Water,Wetland
3274,Forest,Water,Water,Water,Water,NULL,Water,Water
3275,Forest,Water,Water,Water,Water,NULL,Water,Forest
3276,Forest,Water,Water,Water,Water,NULL,Forest,Water
3277,Forest,Water,Water,Water,Water,NULL,Forest,Forest
3278,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
3279,Forest,Water,Water,Water,Water,Wetland,NULL,Wetland
3280,Forest,Water,Water,Water,Water,Wetland,NULL,Water
3281,Forest,Water,Water,Water,Water,Wetland,NULL,Forest
3282,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
3283,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
3284,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
3285,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
3286,Forest,Water,Water,Water,Water,Wetland,Water,Water
3287,Forest,Water,Water,Water,Water,Wetland,Water,Forest
3288,Forest,Water,Water,Water,Water,Wetland,Forest,Wetland
3289,Forest,Water,Water,Water,Water,Wetland,Forest,Water
3290,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
3291,Forest,Water,Water,Water,Water,Bareland,Water,Water
3292,Forest,Water,Water,Water,Water,Water,NULL,Wetland
3293,Forest,Water,Water,Water,Water,Water,NULL,Water
3294,Forest,Water,Water,Water,Water,Water,NULL,Forest
3295,Forest,Water,Water,Water,Water,Water,Wetland,Water
3296,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3297,Forest,Water,Water,Water,Water,Water,Water,Grassland
3298,Forest,Water,Water,Water,Water,Water,Water,Wetland
3299,Forest,Water,Water,Water,Water,Water,Water,Water
3300,Forest,Water,Water,Water,Water,Water,Water,Forest
3301,Forest,Water,Water,Water,Water,Water,Forest,Water
3302,Forest,Water,Water,Water,Water,Water,Forest,Forest
3303,Forest,Water,Water,Water,Water,Forest,NULL,Wetland
3304,Forest,Water,Water,Water,Water,Forest,NULL,Water
3305,Forest,Water,Water,Water,Water,Forest,NULL,Forest
3306,Forest,Water,Water,Water,Water,Forest,Wetland,Water
3307,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3308,Forest,Water,Water,Water,Water,Forest,Water,Water
3309,Forest,Water,Water,Water,Water,Forest,Water,Forest
3310,Forest,Water,Water,Water,Water,Forest,Forest,Water
3311,Forest,Water,Water,Water,Water,Forest,Forest,Forest
3312,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3313,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3314,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3315,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3316,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3317,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3318,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3319,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3320,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3321,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3322,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3323,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3324,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3325,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3326,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3327,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
3328,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
3329,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3330,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3331,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3332,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3333,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3334,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
3335,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
3336,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
3337,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3338,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3339,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3340,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3341,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3342,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3343,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3344,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
3345,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
3346,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3347,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3348,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3349,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3350,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3351,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3352,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3353,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3354,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3355,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3356,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3357,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3358,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
3359,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3360,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
3361,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
3362,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3363,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3364,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3365,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3366,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3367,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3368,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
3369,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
3370,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
3371,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3372,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3373,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3374,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
3375,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
3376,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3377,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3378,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3379,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3380,Forest,Water,Forest,Water,Non_Wetland,Grassland,NULL,Forest
3381,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
3382,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
3383,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
3384,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3385,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3386,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3387,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
3388,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
3389,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
3390,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
3391,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3392,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3393,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3394,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3395,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3396,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
3397,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
3398,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
3399,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3400,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3401,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
3402,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3403,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
3404,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3405,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3406,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3407,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3408,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3409,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3410,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3411,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3412,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3413,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3414,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3415,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3416,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3417,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3418,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3419,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3420,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3421,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3422,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3423,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
3424,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3425,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3426,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3427,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3428,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3429,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3430,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3431,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3432,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3433,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3434,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3435,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3436,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3437,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3438,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3439,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3440,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3441,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3442,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3443,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3444,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3445,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3446,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3447,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
3448,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3449,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3450,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3451,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3452,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3453,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3454,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3455,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3456,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3457,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3458,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3459,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3460,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3461,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3462,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3463,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3464,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3465,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
3466,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3467,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3468,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3469,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3470,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3471,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
3472,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3473,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3474,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3475,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3476,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3477,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
3478,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3479,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
3480,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3481,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
3482,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3483,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3484,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3485,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
3486,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3487,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3488,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3489,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3490,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3491,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3492,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3493,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3494,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3495,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3496,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3497,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3498,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3499,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
