Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYR_M_R
4535,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4536,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
4537,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
4538,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
4539,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
4540,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
4541,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4542,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4543,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
4544,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4545,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
4546,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4547,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4548,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4549,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4550,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
4551,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4552,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4553,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
4554,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4555,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4556,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4557,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4558,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4559,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4560,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4561,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4562,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4563,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
4564,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4565,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
4566,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
4567,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4568,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4569,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4570,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4571,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
4572,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
4573,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4574,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4575,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
4576,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
4577,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4578,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
4579,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
4580,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4581,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
4582,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4583,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4584,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
4585,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
4586,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4587,Forest,Water,Wetland,NULL,Wetland,Grassland,Built-up,Forest
4588,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
4589,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
4590,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4591,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4592,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
4593,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4594,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
4595,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4596,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Built-up
4597,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4598,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4599,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4600,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4601,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4602,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4603,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4604,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4605,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
4606,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4607,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4608,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4609,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4610,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
4611,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
4612,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
4613,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
4614,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
4615,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
4616,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4617,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4618,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4619,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
4620,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4621,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4622,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
4623,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4624,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
4625,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
4626,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
4627,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
4628,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
4629,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4630,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
4631,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
4632,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4633,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
4634,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4635,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
4636,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4637,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4638,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4639,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4640,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4641,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4642,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4643,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4644,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4645,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4646,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4647,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4648,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4649,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4650,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4651,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4652,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4653,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4654,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4655,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4656,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4657,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4658,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4659,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4660,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
4661,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
4662,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
4663,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4664,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
4665,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4666,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4667,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
4668,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
4669,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
4670,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
4671,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
4672,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
4673,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
4674,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4675,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
4676,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4677,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
4678,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4679,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
4680,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4681,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
4682,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4683,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4684,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4685,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
4686,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4687,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
4688,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
4689,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
4690,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
4691,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
4692,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4693,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
4694,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
4695,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
4696,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
4697,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
4698,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
4699,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
4700,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
4701,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
4702,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
4703,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
4704,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4705,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
4706,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4707,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
4708,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4709,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4710,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
4711,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4712,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Built-up
4713,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4714,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4715,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4716,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4717,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4718,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
4719,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
4720,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4721,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4722,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4723,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4724,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4725,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
4726,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
4727,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
4728,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
4729,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
4730,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4731,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
4732,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4733,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4734,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4735,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4736,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
4737,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4738,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
4739,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
4740,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
4741,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
4742,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Bareland
4743,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Built-up
4744,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
4745,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
4746,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4747,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4748,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
4749,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
4750,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Grassland
4751,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
4752,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4753,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4754,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4755,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4756,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
4757,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4758,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4759,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
4760,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
4761,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
4762,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
4763,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
4764,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
4765,Forest,Water,Water,NULL,Water,NULL,Water,Water
4766,Forest,Water,Water,NULL,Water,NULL,Water,Forest
4767,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
4768,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
4769,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
4770,Forest,Water,Water,NULL,Water,Wetland,Water,Water
4771,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
4772,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
4773,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
4774,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
4775,Forest,Water,Water,NULL,Water,Water,Wetland,Water
4776,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
4777,Forest,Water,Water,NULL,Water,Water,Water,Water
4778,Forest,Water,Water,NULL,Water,Water,Water,Forest
4779,Forest,Water,Water,NULL,Water,Water,Forest,Bareland
4780,Forest,Water,Water,NULL,Water,Water,Forest,Water
4781,Forest,Water,Water,NULL,Water,Water,Forest,Forest
4782,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
4783,Forest,Water,Water,NULL,Water,Forest,Water,Forest
4784,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
4785,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
4786,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
4787,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
4788,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
4789,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
4790,Forest,Water,Water,Non_Water,Water,Water,Water,Water
4791,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
4792,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
4793,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
4794,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
4795,Forest,Water,Water,Water,Water,NULL,Wetland,Water
4796,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
4797,Forest,Water,Water,Water,Water,NULL,Water,Wetland
4798,Forest,Water,Water,Water,Water,NULL,Water,Water
4799,Forest,Water,Water,Water,Water,NULL,Water,Forest
4800,Forest,Water,Water,Water,Water,NULL,Forest,Forest
4801,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
4802,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
4803,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
4804,Forest,Water,Water,Water,Water,Wetland,Water,Bareland
4805,Forest,Water,Water,Water,Water,Wetland,Water,Water
4806,Forest,Water,Water,Water,Water,Wetland,Water,Forest
4807,Forest,Water,Water,Water,Water,Wetland,Forest,Water
4808,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
4809,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
4810,Forest,Water,Water,Water,Water,Water,Wetland,Water
4811,Forest,Water,Water,Water,Water,Water,Wetland,Forest
4812,Forest,Water,Water,Water,Water,Water,Water,Grassland
4813,Forest,Water,Water,Water,Water,Water,Water,Wetland
4814,Forest,Water,Water,Water,Water,Water,Water,Bareland
4815,Forest,Water,Water,Water,Water,Water,Water,Water
4816,Forest,Water,Water,Water,Water,Water,Water,Forest
4817,Forest,Water,Water,Water,Water,Water,Forest,Grassland
4818,Forest,Water,Water,Water,Water,Water,Forest,Water
4819,Forest,Water,Water,Water,Water,Water,Forest,Forest
4820,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
4821,Forest,Water,Water,Water,Water,Forest,Water,Water
4822,Forest,Water,Water,Water,Water,Forest,Water,Forest
4823,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4824,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4825,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4826,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4827,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4828,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
4829,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4830,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4831,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4832,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4833,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4834,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4835,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4836,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4837,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4838,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4839,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4840,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4841,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4842,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4843,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4844,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4845,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
4846,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4847,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4848,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4849,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4850,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4851,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4852,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4853,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4854,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4855,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4856,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
4857,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4858,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4859,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4860,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4861,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
4862,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4863,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
4864,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4865,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
4866,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4867,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4868,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
4869,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4870,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
4871,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4872,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
4873,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4874,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4875,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4876,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4877,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
4878,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
4879,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4880,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
4881,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
