Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPV_M_R
2610,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2611,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2612,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Built-up
2613,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2614,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
2615,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Built-up
2616,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
2617,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
2618,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
2619,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Built-up
2620,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
2621,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2622,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2623,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
2624,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2625,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2626,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2627,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2628,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2629,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2630,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2631,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
2632,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
2633,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2634,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2635,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2636,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2637,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2638,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2639,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2640,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
2641,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2642,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Built-up
2643,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2644,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2645,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2646,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2647,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2648,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2649,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2650,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2651,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2652,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2653,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
2654,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2655,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2656,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
2657,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2658,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2659,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2660,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2661,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2662,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2663,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2664,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
2665,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2666,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
2667,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Built-up
2668,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2669,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
2670,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2671,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
2672,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
2673,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2674,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2675,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
2676,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2677,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2678,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2679,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2680,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2681,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
2682,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2683,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2684,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2685,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2686,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2687,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
2688,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2689,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2690,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2691,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2692,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2693,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2694,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
2695,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2696,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
2697,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2698,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2699,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2700,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2701,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2702,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2703,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2704,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2705,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
2706,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2707,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2708,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2709,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
2710,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
2711,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
2712,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2713,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
2714,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2715,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
2716,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2717,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2718,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2719,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
2720,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2721,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2722,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2723,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2724,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2725,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2726,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2727,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
2728,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
2729,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
2730,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2731,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
2732,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
2733,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
2734,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
2735,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
2736,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
2737,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
2738,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2739,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2740,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
2741,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
2742,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Built-up
2743,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
2744,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
2745,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2746,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
2747,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2748,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2749,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2750,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
2751,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2752,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
2753,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2754,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
2755,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2756,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2757,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
2758,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2759,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Built-up
2760,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2761,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
2762,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2763,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Built-up
2764,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2765,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
2766,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2767,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2768,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2769,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2770,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2771,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2772,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2773,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2774,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2775,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2776,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
2777,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2778,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
2779,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2780,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2781,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2782,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
2783,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2784,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2785,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
2786,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2787,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2788,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
2789,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2790,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2791,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2792,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2793,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
2794,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2795,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2796,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2797,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2798,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2799,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2800,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2801,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
2802,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2803,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2804,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2805,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2806,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
2807,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
2808,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2809,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
2810,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
2811,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2812,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2813,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2814,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2815,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2816,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
2817,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
2818,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
2819,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2820,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
2821,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2822,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2823,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2824,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2825,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2826,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2827,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2828,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2829,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
2830,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
2831,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2832,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2833,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2834,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2835,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
2836,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2837,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
2838,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
2839,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2840,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2841,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2842,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2843,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
2844,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2845,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
2846,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
2847,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
2848,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Shrubland,Built-up
2849,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2850,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Grassland,Built-up
2851,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
2852,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2853,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
2854,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Built-up
2855,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2856,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Built-up
2857,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
2858,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
2859,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Bareland
2860,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Built-up
2861,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2862,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
2863,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2864,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
2865,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
2866,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2867,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
2868,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2869,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2870,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2871,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
2872,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
2873,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2874,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2875,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2876,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
2877,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
2878,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
2879,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2880,Forest,Forest,Water,NULL,Water,Wetland,Water,Wetland
2881,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
2882,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
2883,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
2884,Forest,Forest,Water,NULL,Water,Water,Wetland,Wetland
2885,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2886,Forest,Forest,Water,NULL,Water,Water,Water,Wetland
2887,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2888,Forest,Forest,Water,NULL,Water,Water,Forest,Grassland
2889,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
2890,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2891,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
2892,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2893,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
2894,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2895,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2896,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
2897,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
2898,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2899,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
2900,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
2901,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2902,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
2903,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
2904,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
2905,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2906,Forest,Forest,Water,Water,Water,NULL,Water,Water
2907,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2908,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
2909,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2910,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
2911,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
2912,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
2913,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
2914,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
2915,Forest,Forest,Water,Water,Water,Wetland,Water,Water
2916,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
2917,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
2918,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
2919,Forest,Forest,Water,Water,Water,Water,Wetland,Wetland
2920,Forest,Forest,Water,Water,Water,Water,Wetland,Water
2921,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
2922,Forest,Forest,Water,Water,Water,Water,Water,Grassland
2923,Forest,Forest,Water,Water,Water,Water,Water,Wetland
2924,Forest,Forest,Water,Water,Water,Water,Water,Water
2925,Forest,Forest,Water,Water,Water,Water,Water,Forest
2926,Forest,Forest,Water,Water,Water,Water,Forest,Forest
2927,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2928,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2929,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
2930,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2931,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2932,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2933,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2934,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2935,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2936,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2937,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2938,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2939,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2940,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2941,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
2942,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2943,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2944,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2945,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
2946,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2947,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2948,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2949,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2950,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
