Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KVD_M_R
5825,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5826,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
5827,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
5828,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
5829,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
5830,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
5831,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
5832,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5833,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
5834,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
5835,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
5836,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
5837,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
5838,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
5839,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,NULL
5840,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,NULL
5841,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,NULL
5842,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
5843,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,NULL
5844,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,NULL
5845,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
5846,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,NULL
5847,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,NULL
5848,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
5849,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
5850,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,NULL
5851,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,NULL
5852,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,NULL
5853,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,NULL
5854,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
5855,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,NULL
5856,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
5857,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,NULL
5858,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,NULL
5859,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,NULL
5860,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,NULL
5861,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,NULL
5862,Forest,NULL,Forest,Water,Non_Wetland,Forest,Wetland,NULL
5863,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5864,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5865,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
5866,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5867,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5868,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5869,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
5870,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
5871,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,NULL
5872,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5873,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
5874,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
5875,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5876,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5877,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
5878,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
5879,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
5880,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
5881,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
5882,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
5883,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
5884,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5885,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
5886,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
5887,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
5888,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
5889,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5890,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,NULL
5891,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
5892,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
5893,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
5894,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,NULL
5895,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,NULL
5896,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,NULL
5897,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,NULL
5898,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,NULL
5899,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,NULL
5900,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
5901,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Wetland,NULL
5902,Forest,Cropland,NULL,Water,Non_Wetland,Water,NULL,NULL
5903,Forest,Cropland,NULL,Water,Non_Wetland,Water,Wetland,NULL
5904,Forest,Cropland,NULL,Water,Non_Wetland,Forest,Wetland,NULL
5905,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5906,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5907,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
5908,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5909,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5910,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5911,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
5912,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5913,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
5914,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5915,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5916,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5917,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
5918,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
5919,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
5920,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
5921,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
5922,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
5923,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
5924,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
5925,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
5926,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
5927,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
5928,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5929,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
5930,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
5931,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
5932,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
5933,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
5934,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
5935,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
5936,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
5937,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
5938,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,NULL
5939,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,NULL
5940,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,NULL
5941,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
5942,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,NULL
5943,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,NULL
5944,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,Water,NULL
5945,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
5946,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
5947,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
5948,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
5949,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
5950,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5951,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
5952,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
5953,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
5954,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
5955,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
5956,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
5957,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
5958,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
5959,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
5960,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
5961,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
5962,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
5963,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,NULL
5964,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Forest,NULL
5965,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,NULL
5966,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5967,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
5968,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
5969,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Water,Wetland,NULL
5970,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Water,Water,NULL
5971,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
5972,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland,NULL
5973,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland,NULL
5974,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,NULL
5975,Forest,Cropland,Grassland,Water,Non_Wetland,Water,NULL,NULL
5976,Forest,Cropland,Grassland,Water,Non_Wetland,Water,Water,NULL
5977,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5978,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5979,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
5980,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
5981,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
5982,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
5983,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5984,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5985,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
5986,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
5987,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
5988,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
5989,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5990,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
5991,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
5992,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
5993,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
5994,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5995,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5996,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
5997,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5998,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
5999,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
6000,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
6001,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
6002,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,NULL
6003,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
6004,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
6005,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
6006,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
6007,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
6008,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6009,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
6010,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
6011,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6012,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
6013,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
6014,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,NULL
6015,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Wetland,NULL
6016,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
6017,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
6018,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,NULL
6019,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,NULL
6020,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
6021,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
6022,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland,NULL
6023,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,NULL
6024,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest,NULL
6025,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,NULL
6026,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
6027,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
6028,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,NULL
6029,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
6030,Forest,Cropland,Wetland,NULL,Wetland,Water,NULL,NULL
6031,Forest,Cropland,Wetland,NULL,Wetland,Water,Wetland,NULL
6032,Forest,Cropland,Wetland,NULL,Wetland,Forest,NULL,NULL
6033,Forest,Cropland,Wetland,NULL,Wetland,Forest,Wetland,NULL
6034,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,NULL
6035,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
6036,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
6037,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
6038,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,NULL
6039,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
6040,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
6041,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
6042,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
6043,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
6044,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
6045,Forest,Cropland,Wetland,Non_Water,Wetland,Water,NULL,NULL
6046,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,NULL
6047,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,NULL
6048,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,NULL
6049,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
6050,Forest,Cropland,Wetland,Water,Wetland,NULL,Grassland,NULL
6051,Forest,Cropland,Wetland,Water,Wetland,NULL,Wetland,NULL
6052,Forest,Cropland,Wetland,Water,Wetland,Wetland,NULL,NULL
6053,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,NULL
6054,Forest,Cropland,Wetland,Water,Wetland,Water,NULL,NULL
6055,Forest,Cropland,Wetland,Water,Wetland,Water,Wetland,NULL
6056,Forest,Cropland,Wetland,Water,Wetland,Water,Water,NULL
6057,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
6058,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
6059,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
6060,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
6061,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,NULL
6062,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water,Wetland,NULL
6063,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
6064,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,Wetland,NULL
6065,Forest,Cropland,Bareland,Water,Non_Wetland,Water,Wetland,NULL
6066,Forest,Cropland,Bareland,Water,Non_Wetland,Water,Water,NULL
6067,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
6068,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
6069,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
6070,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
6071,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6072,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
6073,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
6074,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
6075,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
6076,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Grassland,NULL
6077,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Water,Wetland,NULL
6078,Forest,Cropland,Built-up,Water,Non_Wetland,Water,Water,NULL
6079,Forest,Cropland,Water,NULL,Water,Water,NULL,NULL
6080,Forest,Cropland,Water,NULL,Water,Water,Wetland,NULL
6081,Forest,Cropland,Water,Non_Water,Water,NULL,Water,NULL
6082,Forest,Cropland,Water,Non_Water,Water,Water,Water,NULL
6083,Forest,Cropland,Water,Water,Water,NULL,NULL,NULL
6084,Forest,Cropland,Water,Water,Water,NULL,Wetland,NULL
6085,Forest,Cropland,Water,Water,Water,NULL,Water,NULL
6086,Forest,Cropland,Water,Water,Water,Water,NULL,NULL
6087,Forest,Cropland,Water,Water,Water,Water,Wetland,NULL
6088,Forest,Cropland,Water,Water,Water,Water,Water,NULL
6089,Forest,Cropland,Water,Water,Water,Forest,Water,NULL
6090,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6091,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6092,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
6093,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,NULL
6094,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6095,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6096,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6097,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
6098,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6099,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
6100,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
6101,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6102,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
6103,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6104,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6105,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
6106,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
6107,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6108,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
6109,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
6110,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,NULL
6111,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6112,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
6113,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
6114,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
6115,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
6116,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6117,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
6118,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
6119,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6120,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
6121,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,NULL
6122,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
6123,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,NULL
6124,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,NULL
6125,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,NULL
6126,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Wetland,NULL
6127,Forest,Cropland,Forest,Water,Non_Wetland,Water,Wetland,NULL
6128,Forest,Cropland,Forest,Water,Non_Wetland,Forest,NULL,NULL
6129,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6130,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6131,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
6132,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,NULL
6133,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6134,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6135,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
6136,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
6137,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
6138,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
6139,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
6140,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
6141,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
6142,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
6143,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
6144,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
6145,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
6146,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,NULL
6147,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
6148,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
6149,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
6150,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
6151,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
6152,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6153,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,NULL
6154,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
6155,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6156,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,NULL
