Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MBR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MBR_M_R
3208,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
3209,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
3210,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3211,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
3212,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3213,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
3214,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Water
3215,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
3216,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3217,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3218,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3219,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
3220,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3221,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
3222,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
3223,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
3224,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Water
3225,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
3226,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3227,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3228,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3229,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
3230,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3231,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
3232,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
3233,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3234,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
3235,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
3236,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
3237,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
3238,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Water
3239,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
3240,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
3241,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3242,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
3243,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
3244,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3245,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
3246,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
3247,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
3248,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
3249,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
3250,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
3251,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
3252,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
3253,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
3254,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
3255,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
3256,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
3257,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
3258,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3259,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
3260,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
3261,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
3262,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Water
3263,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Forest
3264,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3265,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
3266,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
3267,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
3268,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
3269,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
3270,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Grassland
3271,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
3272,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Forest
3273,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
3274,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
3275,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
3276,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
3277,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
3278,Forest,Forest,Wetland,Water,Wetland,Water,Bareland,Forest
3279,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
3280,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
3281,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
3282,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
3283,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
3284,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
3285,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
3286,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Grassland
3287,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Water
3288,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
3289,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
3290,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
3291,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
3292,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
3293,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
3294,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
3295,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
3296,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
3297,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
3298,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Water,Forest
3299,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Water
3300,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
3301,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
3302,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Water,Forest
3303,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3304,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3305,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3306,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3307,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3308,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
3309,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3310,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
3311,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
3312,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3313,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3314,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
3315,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
3316,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
3317,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
3318,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
3319,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Water
3320,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Forest
3321,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3322,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3323,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3324,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3325,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3326,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
3327,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
3328,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
3329,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3330,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
3331,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3332,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3333,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3334,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
3335,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3336,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3337,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3338,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3339,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
3340,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3341,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
3342,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3343,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
3344,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
3345,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
3346,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3347,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3348,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3349,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3350,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3351,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3352,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
3353,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
3354,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3355,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,NULL,Grassland
3356,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
3357,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3358,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
3359,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
3360,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
3361,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3362,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
3363,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3364,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
3365,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
3366,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Grassland
3367,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
3368,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
3369,Forest,Forest,Bareland,Water,Non_Wetland,Water,NULL,Grassland
3370,Forest,Forest,Bareland,Water,Non_Wetland,Water,NULL,Water
3371,Forest,Forest,Bareland,Water,Non_Wetland,Water,NULL,Forest
3372,Forest,Forest,Bareland,Water,Non_Wetland,Water,Grassland,Water
3373,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
3374,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3375,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
3376,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
3377,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
3378,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Water
3379,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
3380,Forest,Forest,Bareland,Water,Non_Wetland,Forest,NULL,Forest
3381,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
3382,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
3383,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3384,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3385,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3386,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3387,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3388,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
3389,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3390,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
3391,Forest,Forest,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
3392,Forest,Forest,Built-up,NULL,Non_Wetland,Water,NULL,Water
3393,Forest,Forest,Built-up,NULL,Non_Wetland,Water,NULL,Forest
3394,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
3395,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Water
3396,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3397,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
3398,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
3399,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3400,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Water
3401,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
3402,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
3403,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
3404,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
3405,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
3406,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3407,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3408,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
3409,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3410,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3411,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
3412,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
3413,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Forest
3414,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Water
3415,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
3416,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
3417,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,NULL,Forest
3418,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
3419,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
3420,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Water
3421,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
3422,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
3423,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,NULL,Forest
3424,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
3425,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3426,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
3427,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
3428,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
3429,Forest,Forest,Built-up,Water,Non_Wetland,Water,NULL,Grassland
3430,Forest,Forest,Built-up,Water,Non_Wetland,Water,NULL,Water
3431,Forest,Forest,Built-up,Water,Non_Wetland,Water,NULL,Forest
3432,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
3433,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Water
3434,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Forest
3435,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Water
3436,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Forest
3437,Forest,Forest,Built-up,Water,Non_Wetland,Water,Forest,Forest
3438,Forest,Forest,Built-up,Water,Non_Wetland,Forest,NULL,Forest
3439,Forest,Forest,Built-up,Water,Non_Wetland,Forest,Forest,Forest
3440,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
3441,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
3442,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
3443,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
3444,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
3445,Forest,Forest,Water,NULL,Water,NULL,Water,Water
3446,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
3447,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
3448,Forest,Forest,Water,NULL,Water,Bareland,NULL,Water
3449,Forest,Forest,Water,NULL,Water,Bareland,NULL,Forest
3450,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Grassland
3451,Forest,Forest,Water,NULL,Water,Bareland,Built-up,Grassland
3452,Forest,Forest,Water,NULL,Water,Bareland,Built-up,Built-up
3453,Forest,Forest,Water,NULL,Water,Bareland,Built-up,Forest
3454,Forest,Forest,Water,NULL,Water,Built-up,Built-up,Grassland
3455,Forest,Forest,Water,NULL,Water,Built-up,Built-up,Bareland
3456,Forest,Forest,Water,NULL,Water,Built-up,Built-up,Forest
3457,Forest,Forest,Water,NULL,Water,Water,NULL,Grassland
3458,Forest,Forest,Water,NULL,Water,Water,NULL,Water
3459,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
3460,Forest,Forest,Water,NULL,Water,Water,Grassland,Water
3461,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
3462,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
3463,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
3464,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
3465,Forest,Forest,Water,NULL,Water,Water,Built-up,Grassland
3466,Forest,Forest,Water,NULL,Water,Water,Built-up,Forest
3467,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
3468,Forest,Forest,Water,NULL,Water,Water,Water,Water
3469,Forest,Forest,Water,NULL,Water,Water,Water,Forest
3470,Forest,Forest,Water,NULL,Water,Water,Forest,Water
3471,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
3472,Forest,Forest,Water,NULL,Water,Forest,NULL,Water
3473,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
3474,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
3475,Forest,Forest,Water,NULL,Water,Forest,Water,Grassland
3476,Forest,Forest,Water,NULL,Water,Forest,Water,Water
3477,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
3478,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
3479,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
3480,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
3481,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
3482,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
3483,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
3484,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
3485,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
3486,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
3487,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
3488,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
3489,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
3490,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
3491,Forest,Forest,Water,Non_Water,Water,Grassland,NULL,Forest
3492,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
3493,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
3494,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
3495,Forest,Forest,Water,Non_Water,Water,Bareland,NULL,Grassland
3496,Forest,Forest,Water,Non_Water,Water,Bareland,NULL,Water
3497,Forest,Forest,Water,Non_Water,Water,Bareland,NULL,Forest
3498,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Water
3499,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
3500,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Grassland
3501,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Water
3502,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
3503,Forest,Forest,Water,Non_Water,Water,Bareland,Forest,Forest
3504,Forest,Forest,Water,Non_Water,Water,Water,NULL,Grassland
3505,Forest,Forest,Water,Non_Water,Water,Water,NULL,Water
3506,Forest,Forest,Water,Non_Water,Water,Water,NULL,Forest
3507,Forest,Forest,Water,Non_Water,Water,Water,Grassland,Water
3508,Forest,Forest,Water,Non_Water,Water,Water,Grassland,Forest
3509,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
3510,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
3511,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
3512,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
3513,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
3514,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
3515,Forest,Forest,Water,Non_Water,Water,Water,Forest,Grassland
3516,Forest,Forest,Water,Non_Water,Water,Water,Forest,Water
3517,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
3518,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Grassland
3519,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Forest
3520,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Water
3521,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
3522,Forest,Forest,Water,Non_Water,Water,Forest,Water,Water
3523,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
3524,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Water
3525,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
3526,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
3527,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
3528,Forest,Forest,Water,Water,Water,NULL,NULL,Water
3529,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
3530,Forest,Forest,Water,Water,Water,NULL,Grassland,Forest
3531,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
3532,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
3533,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
3534,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
3535,Forest,Forest,Water,Water,Water,NULL,Water,Water
3536,Forest,Forest,Water,Water,Water,NULL,Water,Forest
3537,Forest,Forest,Water,Water,Water,NULL,Forest,Water
3538,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
3539,Forest,Forest,Water,Water,Water,Grassland,Water,Grassland
3540,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
3541,Forest,Forest,Water,Water,Water,Bareland,NULL,Grassland
3542,Forest,Forest,Water,Water,Water,Bareland,NULL,Water
3543,Forest,Forest,Water,Water,Water,Bareland,NULL,Forest
3544,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
3545,Forest,Forest,Water,Water,Water,Bareland,Water,Grassland
3546,Forest,Forest,Water,Water,Water,Bareland,Water,Water
3547,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
3548,Forest,Forest,Water,Water,Water,Bareland,Forest,Water
3549,Forest,Forest,Water,Water,Water,Bareland,Forest,Forest
3550,Forest,Forest,Water,Water,Water,Water,NULL,Grassland
3551,Forest,Forest,Water,Water,Water,Water,NULL,Water
3552,Forest,Forest,Water,Water,Water,Water,NULL,Forest
3553,Forest,Forest,Water,Water,Water,Water,Grassland,Grassland
3554,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
3555,Forest,Forest,Water,Water,Water,Water,Wetland,Water
3556,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
