Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHA_M_R
2566,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2567,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2568,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2569,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2570,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2571,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2572,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
2573,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2574,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
2575,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2576,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
2577,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2578,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
2579,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2580,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2581,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
2582,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Water
2583,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2584,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2585,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2586,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
2587,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2588,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
2589,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
2590,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2591,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
2592,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2593,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Bareland
2594,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
2595,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2596,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
2597,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2598,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2599,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2600,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2601,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2602,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2603,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2604,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
2605,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2606,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2607,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
2608,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2609,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
2610,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
2611,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,NULL
2612,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
2613,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2614,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2615,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2616,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2617,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2618,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
2619,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
2620,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2621,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
2622,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
2623,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
2624,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
2625,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2626,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
2627,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2628,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2629,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
2630,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
2631,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2632,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2633,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2634,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
2635,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2636,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2637,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2638,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2639,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2640,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2641,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2642,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
2643,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2644,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2645,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2646,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2647,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2648,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2649,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2650,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2651,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2652,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2653,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
2654,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2655,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2656,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2657,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2658,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2659,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
2660,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2661,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
2662,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2663,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
2664,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
2665,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
2666,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
2667,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
2668,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2669,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2670,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2671,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2672,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
2673,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2674,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2675,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2676,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2677,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2678,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2679,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
2680,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2681,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2682,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2683,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2684,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2685,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2686,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2687,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2688,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
2689,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2690,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
2691,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2692,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2693,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
2694,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
2695,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2696,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
2697,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2698,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2699,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2700,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2701,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2702,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
2703,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2704,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2705,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
2706,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
2707,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2708,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2709,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
2710,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
2711,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Built-up
2712,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
2713,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2714,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2715,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2716,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2717,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2718,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
2719,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
2720,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
2721,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2722,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
2723,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest,Forest
2724,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
2725,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
2726,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
2727,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
2728,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
2729,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2730,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2731,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
2732,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2733,Forest,Forest,Water,NULL,Water,Grassland,NULL,Grassland
2734,Forest,Forest,Water,NULL,Water,Grassland,NULL,Forest
2735,Forest,Forest,Water,NULL,Water,Grassland,Grassland,NULL
2736,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
2737,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Bareland
2738,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
2739,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
2740,Forest,Forest,Water,NULL,Water,Grassland,Water,Grassland
2741,Forest,Forest,Water,NULL,Water,Grassland,Water,Bareland
2742,Forest,Forest,Water,NULL,Water,Grassland,Water,Water
2743,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
2744,Forest,Forest,Water,NULL,Water,Grassland,Forest,NULL
2745,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
2746,Forest,Forest,Water,NULL,Water,Grassland,Forest,Bareland
2747,Forest,Forest,Water,NULL,Water,Grassland,Forest,Water
2748,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
2749,Forest,Forest,Water,NULL,Water,Wetland,NULL,Grassland
2750,Forest,Forest,Water,NULL,Water,Wetland,NULL,Forest
2751,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Grassland
2752,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
2753,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
2754,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
2755,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2756,Forest,Forest,Water,NULL,Water,Wetland,Water,Grassland
2757,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
2758,Forest,Forest,Water,NULL,Water,Wetland,Forest,Grassland
2759,Forest,Forest,Water,NULL,Water,Wetland,Forest,Water
2760,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
2761,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
2762,Forest,Forest,Water,NULL,Water,Water,Grassland,Grassland
2763,Forest,Forest,Water,NULL,Water,Water,Grassland,Bareland
2764,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
2765,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2766,Forest,Forest,Water,NULL,Water,Water,Water,Bareland
2767,Forest,Forest,Water,NULL,Water,Water,Water,Water
2768,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2769,Forest,Forest,Water,NULL,Water,Water,Forest,NULL
2770,Forest,Forest,Water,NULL,Water,Water,Forest,Water
2771,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
2772,Forest,Forest,Water,NULL,Water,Forest,NULL,Grassland
2773,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
2774,Forest,Forest,Water,NULL,Water,Forest,Grassland,Grassland
2775,Forest,Forest,Water,NULL,Water,Forest,Grassland,Bareland
2776,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
2777,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2778,Forest,Forest,Water,NULL,Water,Forest,Water,Bareland
2779,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2780,Forest,Forest,Water,NULL,Water,Forest,Forest,Grassland
2781,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2782,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2783,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2784,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
2785,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
2786,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
2787,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
2788,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2789,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
2790,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
2791,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
2792,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2793,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
2794,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
2795,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
2796,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
2797,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
2798,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2799,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2800,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
2801,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
2802,Forest,Forest,Water,Water,Water,Grassland,Water,Water
2803,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
2804,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
2805,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2806,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
2807,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
2808,Forest,Forest,Water,Water,Water,Wetland,Forest,Water
2809,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
2810,Forest,Forest,Water,Water,Water,Water,Water,Forest
2811,Forest,Forest,Water,Water,Water,Water,Forest,Forest
2812,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2813,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2814,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
2815,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2816,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2817,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2818,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2819,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2820,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2821,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2822,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2823,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2824,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2825,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2826,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
2827,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2828,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2829,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2830,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2831,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2832,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2833,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
2834,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2835,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2836,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2837,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2838,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2839,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2840,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2841,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2842,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2843,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2844,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2845,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2846,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2847,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2848,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,NULL
2849,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2850,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
2851,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Water
2852,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2853,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2854,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2855,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
2856,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
2857,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
2858,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2859,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2860,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2861,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2862,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2863,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2864,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
2865,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2866,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2867,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2868,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2869,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2870,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2871,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
2872,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
2873,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2874,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2875,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2876,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
2877,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2878,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2879,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2880,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2881,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2882,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2883,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2884,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2885,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,NULL
2886,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2887,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
2888,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,NULL
2889,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2890,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2891,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Water
2892,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2893,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2894,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2895,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
2896,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Bareland
2897,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
2898,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2899,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
2900,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2901,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
2902,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2903,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2904,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2905,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
2906,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2907,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2908,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2909,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
2910,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Water
2911,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
