Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYE_M_R
2447,Forest,Built-up,Water,NULL,Water,NULL,NULL,Water
2448,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
2449,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
2450,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
2451,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Water
2452,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
2453,Forest,Built-up,Water,Water,Water,NULL,NULL,Grassland
2454,Forest,Built-up,Water,Water,Water,NULL,NULL,Bareland
2455,Forest,Built-up,Water,Water,Water,NULL,NULL,Water
2456,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
2457,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2458,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2459,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
2460,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2461,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2462,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2463,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2464,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2465,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2466,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
2467,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
2468,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2469,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2470,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2471,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2472,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2473,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2474,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
2475,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2476,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2477,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2478,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2479,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2480,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2481,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2482,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2483,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2484,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2485,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2486,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2487,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2488,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2489,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2490,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2491,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2492,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2493,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2494,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2495,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2496,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2497,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2498,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2499,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2500,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2501,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2502,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2503,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2504,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2505,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2506,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2507,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2508,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2509,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2510,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2511,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2512,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2513,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2514,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2515,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2516,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2517,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2518,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2519,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2520,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2521,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2522,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
2523,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2524,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2525,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2526,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2527,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2528,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2529,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2530,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2531,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2532,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2533,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
2534,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
2535,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
2536,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2537,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2538,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2539,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2540,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2541,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
2542,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2543,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
2544,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
2545,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
2546,Forest,Water,Water,Water,Water,NULL,NULL,Water
2547,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2548,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2549,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2550,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2551,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2552,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2553,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2554,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2555,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2556,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2557,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2558,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2559,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2560,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2561,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2562,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2563,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2564,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2565,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2566,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2567,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2568,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2569,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2570,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2571,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2572,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2573,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2574,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2575,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2576,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2577,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2578,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2579,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2580,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2581,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2582,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2583,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2584,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2585,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2586,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2587,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2588,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2589,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2590,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2591,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2592,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2593,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2594,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2595,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2596,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2597,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2598,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2599,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2600,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2601,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2602,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2603,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2604,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2605,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2606,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2607,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2608,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2609,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2610,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2611,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2612,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2613,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2614,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2615,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2616,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2617,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2618,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2619,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2620,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2621,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2622,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2623,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2624,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2625,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2626,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2627,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2628,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2629,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2630,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2631,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2632,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2633,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2634,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2635,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2636,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2637,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2638,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2639,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
2640,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
2641,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
2642,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
2643,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
2644,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2645,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
2646,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
2647,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
2648,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2649,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
2650,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
2651,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
2652,Forest,Forest,Water,Water,Water,NULL,NULL,Water
2653,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
2654,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2655,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2656,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2657,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2658,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2659,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2660,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2661,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2662,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2663,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2664,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2665,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2666,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2667,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2668,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2669,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2670,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
