Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUR_M_R
6570,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
6571,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
6572,Forest,NULL,Water,NULL,Water,Shrubland,Water,Wetland
6573,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
6574,Forest,NULL,Water,NULL,Water,Grassland,NULL,Wetland
6575,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
6576,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
6577,Forest,NULL,Water,NULL,Water,Wetland,NULL,Wetland
6578,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
6579,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
6580,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
6581,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
6582,Forest,NULL,Water,NULL,Water,Forest,NULL,Wetland
6583,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
6584,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
6585,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
6586,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
6587,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
6588,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
6589,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
6590,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,Wetland
6591,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,Forest
6592,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
6593,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
6594,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
6595,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
6596,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Forest
6597,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
6598,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
6599,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
6600,Forest,NULL,Water,Non_Water,Water,Water,NULL,Grassland
6601,Forest,NULL,Water,Non_Water,Water,Water,NULL,Wetland
6602,Forest,NULL,Water,Non_Water,Water,Water,NULL,Forest
6603,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
6604,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
6605,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
6606,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
6607,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
6608,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
6609,Forest,NULL,Water,Water,Water,NULL,NULL,Water
6610,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
6611,Forest,NULL,Water,Water,Water,Grassland,Grassland,Water
6612,Forest,NULL,Water,Water,Water,Grassland,Water,Wetland
6613,Forest,NULL,Water,Water,Water,Wetland,NULL,Wetland
6614,Forest,NULL,Water,Water,Water,Wetland,Grassland,Forest
6615,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
6616,Forest,NULL,Water,Water,Water,Water,NULL,Water
6617,Forest,NULL,Water,Water,Water,Water,NULL,Forest
6618,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6619,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6620,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6621,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
6622,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
6623,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
6624,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
6625,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6626,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6627,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6628,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
6629,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6630,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6631,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6632,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6633,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6634,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6635,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6636,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6637,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
6638,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6639,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6640,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
6641,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
6642,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6643,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
6644,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6645,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6646,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6647,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6648,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
6649,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
6650,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6651,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6652,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6653,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6654,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6655,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6656,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6657,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6658,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
6659,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6660,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
6661,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
6662,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6663,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6664,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
6665,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6666,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
6667,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6668,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
6669,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6670,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
6671,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
6672,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6673,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6674,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
6675,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6676,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6677,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6678,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
6679,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6680,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6681,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6682,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6683,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6684,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
6685,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6686,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
6687,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Wetland
6688,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
6689,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
6690,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
6691,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Bareland
6692,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
6693,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
6694,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
6695,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6696,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
6697,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6698,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6699,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
6700,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6701,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6702,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
6703,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6704,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
6705,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6706,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
6707,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6708,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6709,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
6710,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6711,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
6712,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6713,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
6714,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
6715,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
6716,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
6717,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
6718,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
6719,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6720,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6721,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6722,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6723,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6724,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6725,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6726,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6727,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
6728,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
6729,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
6730,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
6731,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
6732,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6733,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6734,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
6735,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
6736,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
6737,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
6738,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6739,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6740,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6741,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6742,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
6743,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6744,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6745,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
6746,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
6747,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
6748,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6749,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6750,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6751,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6752,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
6753,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
6754,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
6755,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
6756,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
6757,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
6758,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
6759,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
6760,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
6761,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
6762,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
6763,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
6764,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
6765,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
6766,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
6767,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
6768,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
6769,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
6770,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
6771,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
6772,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
6773,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
6774,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
6775,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
6776,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Wetland
6777,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
6778,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
6779,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
6780,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
6781,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
6782,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
6783,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
6784,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
6785,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6786,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6787,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
6788,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
6789,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
6790,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6791,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
6792,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6793,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6794,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6795,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
6796,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6797,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6798,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6799,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6800,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6801,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
6802,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6803,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
6804,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
6805,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6806,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
6807,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
6808,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
6809,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6810,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
6811,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
6812,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6813,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6814,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6815,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
6816,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
6817,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6818,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6819,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6820,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6821,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6822,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6823,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
6824,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6825,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6826,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6827,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6828,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6829,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
6830,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6831,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
6832,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
6833,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
6834,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6835,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
6836,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
6837,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6838,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6839,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6840,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
6841,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6842,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
6843,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6844,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6845,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
6846,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
6847,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6848,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6849,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6850,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6851,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6852,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6853,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6854,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6855,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6856,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6857,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6858,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6859,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6860,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6861,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6862,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
6863,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6864,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6865,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6866,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6867,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6868,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6869,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6870,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6871,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
6872,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6873,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
6874,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6875,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6876,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
6877,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6878,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6879,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6880,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6881,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6882,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6883,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
6884,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6885,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
6886,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
6887,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
6888,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
6889,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
6890,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
6891,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
6892,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
6893,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
6894,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
6895,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6896,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
6897,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
6898,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
6899,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6900,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
6901,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6902,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6903,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6904,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
