Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKB_M_R
8760,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
8761,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
8762,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
8763,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
8764,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
8765,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8766,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8767,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
8768,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8769,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
8770,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Built-up
8771,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8772,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
8773,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
8774,Forest,Forest,Wetland,NULL,Wetland,Grassland,Built-up,Forest
8775,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
8776,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
8777,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
8778,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
8779,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
8780,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
8781,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
8782,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
8783,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
8784,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8785,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8786,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
8787,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8788,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8789,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
8790,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8791,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
8792,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
8793,Forest,Forest,Wetland,NULL,Wetland,Wetland,Built-up,Forest
8794,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
8795,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
8796,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
8797,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
8798,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
8799,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
8800,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
8801,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
8802,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
8803,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
8804,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
8805,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
8806,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
8807,Forest,Forest,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
8808,Forest,Forest,Wetland,NULL,Wetland,Built-up,Grassland,Forest
8809,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
8810,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Forest
8811,Forest,Forest,Wetland,NULL,Wetland,Built-up,Forest,Grassland
8812,Forest,Forest,Wetland,NULL,Wetland,Built-up,Forest,Forest
8813,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
8814,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
8815,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
8816,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
8817,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
8818,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
8819,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
8820,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
8821,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
8822,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
8823,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
8824,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
8825,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
8826,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
8827,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
8828,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
8829,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
8830,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
8831,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
8832,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
8833,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
8834,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
8835,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
8836,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
8837,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
8838,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
8839,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
8840,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
8841,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
8842,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8843,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8844,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
8845,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
8846,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
8847,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
8848,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
8849,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
8850,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
8851,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
8852,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
8853,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
8854,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
8855,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
8856,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
8857,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
8858,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
8859,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
8860,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
8861,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8862,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8863,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8864,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8865,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
8866,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
8867,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8868,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8869,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
8870,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8871,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
8872,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
8873,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
8874,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
8875,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
8876,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
8877,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
8878,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
8879,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
8880,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
8881,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
8882,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8883,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
8884,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8885,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
8886,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
8887,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
8888,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
8889,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
8890,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
8891,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
8892,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
8893,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
8894,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
8895,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8896,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
8897,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
8898,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
8899,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
8900,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
8901,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
8902,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
8903,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
8904,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
8905,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
8906,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
8907,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
8908,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
8909,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
8910,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
8911,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
8912,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
8913,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
8914,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
8915,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Grassland
8916,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Wetland
8917,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
8918,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
8919,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
8920,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8921,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8922,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
8923,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
8924,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
8925,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
8926,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
8927,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
8928,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
8929,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
8930,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
8931,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
8932,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
8933,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
8934,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Wetland
8935,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
8936,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
8937,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
8938,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
8939,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
8940,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
8941,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
8942,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
8943,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
8944,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
8945,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
8946,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Wetland
8947,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
8948,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Forest
8949,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Grassland
8950,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
8951,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
8952,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
8953,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
8954,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
8955,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Forest
8956,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
8957,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
8958,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,Forest
8959,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Grassland
8960,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
8961,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Forest
8962,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Forest,Forest
8963,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,Forest
8964,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Wetland,Forest
8965,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Bareland,Forest
8966,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
8967,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Wetland,Forest
8968,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Water,Grassland
8969,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Water,Forest
8970,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8971,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8972,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Grassland
8973,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Forest
8974,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Forest
8975,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,Water,Forest
8976,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
8977,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
8978,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
8979,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
8980,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
8981,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
8982,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
8983,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
8984,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
8985,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
8986,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8987,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
8988,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8989,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
8990,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
8991,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
8992,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
8993,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
8994,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
8995,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
8996,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
8997,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
8998,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8999,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
9000,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
9001,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9002,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9003,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
9004,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
9005,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9006,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
9007,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
9008,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
9009,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
9010,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
9011,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
9012,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
9013,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
9014,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9015,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
9016,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9017,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
9018,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
9019,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9020,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Grassland,Forest
9021,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Wetland,Forest
9022,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
9023,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Forest,Forest
9024,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
9025,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
9026,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
9027,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
9028,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
9029,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
9030,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
9031,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
9032,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
9033,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
9034,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
9035,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
9036,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
9037,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
9038,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
9039,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Built-up,Forest
9040,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
9041,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
9042,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
9043,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,NULL
9044,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9045,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9046,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9047,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
9048,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
9049,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
9050,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9051,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9052,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9053,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
9054,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9055,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
9056,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9057,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9058,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9059,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9060,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9061,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
9062,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9063,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9064,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9065,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
9066,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
9067,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
9068,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9069,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9070,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
9071,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
9072,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9073,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9074,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9075,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
9076,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
9077,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
9078,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
9079,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
9080,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
9081,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
9082,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
9083,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
9084,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
9085,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
