Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPC_M_R
2911,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2912,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2913,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2914,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2915,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2916,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2917,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
2918,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2919,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2920,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2921,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2922,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2923,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2924,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2925,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2926,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2927,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2928,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2929,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2930,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2931,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2932,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2933,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2934,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2935,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
2936,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2937,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2938,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
2939,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2940,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2941,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2942,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2943,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2944,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2945,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2946,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
2947,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2948,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2949,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
2950,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Forest
2951,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2952,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
2953,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2954,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2955,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2956,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2957,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2958,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2959,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2960,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2961,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2962,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2963,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
2964,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2965,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2966,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
2967,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2968,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
2969,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2970,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
2971,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2972,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2973,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
2974,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2975,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2976,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2977,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2978,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2979,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
2980,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2981,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2982,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
2983,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2984,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2985,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
2986,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2987,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2988,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2989,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2990,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2991,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2992,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2993,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2994,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2995,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
2996,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2997,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2998,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2999,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
3000,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
3001,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3002,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3003,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3004,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3005,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3006,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3007,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3008,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3009,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
3010,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3011,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3012,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3013,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3014,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3015,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3016,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3017,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3018,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
3019,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3020,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
3021,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3022,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
3023,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3024,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
3025,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3026,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
3027,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
3028,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
3029,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
3030,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
3031,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3032,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
3033,Forest,Forest,Wetland,Water,Wetland,Cropland,Wetland,Grassland
3034,Forest,Forest,Wetland,Water,Wetland,Cropland,Wetland,Forest
3035,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
3036,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3037,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
3038,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3039,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3040,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
3041,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
3042,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
3043,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
3044,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
3045,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
3046,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
3047,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
3048,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
3049,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
3050,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
3051,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
3052,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
3053,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
3054,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
3055,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
3056,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
3057,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
3058,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
3059,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
3060,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
3061,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3062,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
3063,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3064,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3065,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3066,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3067,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
3068,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3069,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland,Wetland,Forest
3070,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
3071,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3072,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3073,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3074,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3075,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3076,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3077,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3078,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3079,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3080,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
3081,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3082,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3083,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Wetland
3084,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
3085,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3086,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3087,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3088,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
3089,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3090,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3091,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3092,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3093,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland,Water,Forest
3094,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3095,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3096,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3097,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3098,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3099,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3100,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3101,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3102,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3103,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
3104,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
3105,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
3106,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
3107,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
3108,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
3109,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3110,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
3111,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3112,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3113,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3114,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3115,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3116,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3117,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3118,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3119,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3120,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3121,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland,Wetland,Forest
3122,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
3123,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3124,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3125,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3126,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
3127,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
3128,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3129,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
3130,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3131,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3132,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
3133,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3134,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Forest
3135,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
3136,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
3137,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
3138,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
3139,Forest,Forest,Water,NULL,Water,Grassland,Water,Grassland
3140,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
3141,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
3142,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
3143,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
3144,Forest,Forest,Water,NULL,Water,Wetland,Water,Grassland
3145,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
3146,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
3147,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
3148,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
3149,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
3150,Forest,Forest,Water,NULL,Water,Water,Water,Forest
3151,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
3152,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
3153,Forest,Forest,Water,NULL,Water,Forest,Water,Water
3154,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
3155,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
3156,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
3157,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
3158,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
3159,Forest,Forest,Water,Non_Water,Water,Wetland,NULL,Grassland
3160,Forest,Forest,Water,Non_Water,Water,Wetland,NULL,Forest
3161,Forest,Forest,Water,Non_Water,Water,Wetland,Grassland,Grassland
3162,Forest,Forest,Water,Non_Water,Water,Wetland,Grassland,Forest
3163,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
3164,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
3165,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
3166,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
3167,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
3168,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
3169,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Grassland
3170,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
3171,Forest,Forest,Water,Non_Water,Water,Water,Grassland,Grassland
3172,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
3173,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Wetland
3174,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
3175,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
3176,Forest,Forest,Water,Non_Water,Water,Water,Water,Wetland
3177,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
3178,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
3179,Forest,Forest,Water,Water,Water,NULL,Grassland,Forest
3180,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
3181,Forest,Forest,Water,Water,Water,NULL,Water,Forest
3182,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
3183,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
3184,Forest,Forest,Water,Water,Water,Wetland,NULL,Grassland
3185,Forest,Forest,Water,Water,Water,Wetland,Grassland,Grassland
3186,Forest,Forest,Water,Water,Water,Wetland,Grassland,Wetland
3187,Forest,Forest,Water,Water,Water,Wetland,Grassland,Forest
3188,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
3189,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
3190,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
3191,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
3192,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
3193,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
3194,Forest,Forest,Water,Water,Water,Wetland,Water,Water
3195,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
3196,Forest,Forest,Water,Water,Water,Wetland,Forest,Grassland
3197,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
3198,Forest,Forest,Water,Water,Water,Water,NULL,Grassland
3199,Forest,Forest,Water,Water,Water,Water,Grassland,Grassland
3200,Forest,Forest,Water,Water,Water,Water,Grassland,Wetland
3201,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
3202,Forest,Forest,Water,Water,Water,Water,Wetland,Wetland
3203,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
3204,Forest,Forest,Water,Water,Water,Water,Water,Grassland
3205,Forest,Forest,Water,Water,Water,Water,Water,Wetland
3206,Forest,Forest,Water,Water,Water,Water,Water,Water
3207,Forest,Forest,Water,Water,Water,Water,Water,Forest
3208,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
3209,Forest,Forest,Water,Water,Water,Forest,Water,Forest
3210,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3211,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3212,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3213,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3214,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3215,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3216,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
3217,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3218,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3219,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3220,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3221,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3222,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3223,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3224,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3225,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3226,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3227,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3228,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3229,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3230,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
3231,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Water,Forest
3232,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3233,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3234,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3235,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3236,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3237,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3238,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3239,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3240,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3241,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3242,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3243,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3244,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3245,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3246,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
