Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGQ_M_R
4460,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
4461,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
4462,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
4463,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4464,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4465,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4466,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4467,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4468,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
4469,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4470,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4471,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4472,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4473,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4474,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4475,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4476,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4477,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4478,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
4479,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4480,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4481,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4482,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
4483,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4484,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
4485,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4486,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
4487,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4488,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
4489,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4490,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
4491,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4492,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
4493,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
4494,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
4495,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4496,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4497,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4498,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4499,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
4500,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4501,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4502,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4503,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4504,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
4505,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4506,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
4507,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
4508,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4509,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
4510,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
4511,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
4512,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
4513,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4514,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
4515,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4516,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
4517,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4518,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
4519,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
4520,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
4521,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
4522,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
4523,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
4524,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4525,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
4526,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
4527,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
4528,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
4529,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
4530,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Grassland
4531,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
4532,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4533,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4534,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4535,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4536,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4537,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4538,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4539,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4540,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4541,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
4542,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4543,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4544,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4545,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4546,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4547,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4548,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4549,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4550,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4551,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4552,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4553,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4554,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4555,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4556,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4557,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4558,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4559,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4560,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4561,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4562,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4563,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
4564,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4565,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4566,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4567,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4568,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4569,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4570,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
4571,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4572,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4573,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4574,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4575,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4576,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4577,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4578,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
4579,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4580,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4581,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
4582,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4583,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4584,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4585,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
4586,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
4587,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4588,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4589,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
4590,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4591,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Water
4592,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
4593,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4594,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
4595,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4596,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4597,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Water
4598,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
4599,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4600,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
4601,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
4602,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
4603,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4604,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
4605,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4606,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4607,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
4608,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4609,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
4610,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4611,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Water
4612,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4613,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4614,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4615,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4616,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4617,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4618,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4619,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
4620,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4621,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4622,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4623,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4624,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
4625,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
4626,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
4627,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4628,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
4629,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4630,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4631,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4632,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4633,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4634,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4635,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4636,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
4637,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4638,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4639,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
4640,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
4641,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4642,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Water
4643,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4644,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4645,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4646,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4647,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4648,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4649,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4650,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4651,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
4652,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4653,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
4654,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4655,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4656,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
4657,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4658,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
4659,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
4660,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
4661,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
4662,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4663,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4664,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4665,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
4666,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
4667,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4668,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4669,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4670,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
4671,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
4672,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4673,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4674,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
4675,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4676,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4677,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4678,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4679,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4680,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
4681,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4682,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4683,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4684,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4685,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
4686,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
4687,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
4688,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4689,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
4690,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Water
4691,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
4692,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Water
4693,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
4694,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4695,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
4696,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
4697,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
4698,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
4699,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
4700,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
4701,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
4702,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4703,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
4704,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4705,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
4706,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4707,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
4708,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
4709,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4710,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
4711,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
4712,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
4713,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
4714,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
4715,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Forest
4716,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
4717,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4718,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4719,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4720,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4721,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4722,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4723,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4724,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4725,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4726,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4727,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4728,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4729,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4730,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
4731,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
4732,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4733,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
4734,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4735,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4736,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4737,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
4738,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4739,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4740,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4741,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4742,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4743,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
4744,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4745,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4746,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4747,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4748,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4749,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4750,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4751,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
4752,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4753,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
4754,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
4755,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
4756,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Bareland,Forest
4757,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
4758,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
4759,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
4760,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
4761,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
4762,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
4763,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4764,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
4765,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4766,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
4767,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
4768,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
4769,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
