Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBS_M_R
2516,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
2517,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2518,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2519,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2520,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2521,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2522,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2523,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
2524,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
2525,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2526,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2527,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2528,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2529,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2530,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2531,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2532,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2533,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2534,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2535,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2536,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
2537,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2538,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
2539,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
2540,Forest,Forest,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
2541,Forest,Forest,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
2542,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2543,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2544,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2545,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2546,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2547,Forest,Forest,Forest,Water,Non_Wetland,Water,Grassland,Forest
2548,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
2549,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
2550,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
2551,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2552,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
2553,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
