Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMR_M_R
14127,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
14128,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
14129,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
14130,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
14131,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
14132,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
14133,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
14134,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
14135,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
14136,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
14137,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
14138,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
14139,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
14140,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
14141,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
14142,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
14143,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
14144,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
14145,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
14146,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
14147,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Water
14148,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
14149,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
14150,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
14151,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
14152,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Water
14153,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
14154,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
14155,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
14156,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
14157,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
14158,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
14159,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
14160,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
14161,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
14162,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
14163,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
14164,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Water
14165,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
14166,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
14167,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
14168,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
14169,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
14170,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
14171,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
14172,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
14173,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
14174,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
14175,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
14176,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
14177,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Water
14178,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
14179,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
14180,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
14181,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
14182,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
14183,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Water
14184,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
14185,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
14186,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
14187,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
14188,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
14189,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
14190,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
14191,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
14192,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
14193,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
14194,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
14195,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
14196,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14197,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
14198,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
14199,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14200,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
14201,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Forest
14202,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
14203,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14204,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14205,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
14206,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up,NULL,Forest
14207,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Forest,Built-up
14208,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Forest,Forest
14209,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
14210,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
14211,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
14212,Forest,Built-up,Forest,Water,Non_Wetland,Built-up,NULL,Built-up
14213,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Water,Forest
14214,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14215,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
14216,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
14217,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
14218,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
14219,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
14220,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
14221,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
14222,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
14223,Forest,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
14224,Forest,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
14225,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
14226,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Cropland
14227,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
14228,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
14229,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
14230,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
14231,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
14232,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
14233,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
14234,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
14235,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
14236,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
14237,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Water
14238,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14239,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
14240,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
14241,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
14242,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
14243,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
14244,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
14245,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
14246,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
14247,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
14248,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
14249,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
14250,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
14251,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
14252,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
14253,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
14254,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
14255,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
14256,Forest,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
14257,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
14258,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
14259,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
14260,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
14261,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
14262,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
14263,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
14264,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
14265,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
14266,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
14267,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
14268,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
14269,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
14270,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
14271,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
14272,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
14273,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
14274,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
14275,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
14276,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
14277,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
14278,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
14279,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
14280,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
14281,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
14282,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
14283,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
14284,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
14285,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
14286,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
14287,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
14288,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
14289,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Bareland
14290,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
14291,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
14292,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Bareland
14293,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
14294,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
14295,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
14296,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
14297,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
14298,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
14299,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
14300,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
14301,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
14302,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
14303,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
14304,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
14305,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
14306,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
14307,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
14308,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
14309,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
14310,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
14311,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
14312,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
14313,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
14314,Forest,Water,NULL,Water,Non_Wetland,NULL,Grassland,Water
14315,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
14316,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Wetland
14317,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
14318,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
14319,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
14320,Forest,Water,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
14321,Forest,Water,NULL,Water,Non_Wetland,Wetland,NULL,Water
14322,Forest,Water,NULL,Water,Non_Wetland,Wetland,NULL,Forest
14323,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
14324,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
14325,Forest,Water,NULL,Water,Non_Wetland,Water,Shrubland,Forest
14326,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
14327,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
14328,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
14329,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
14330,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Bareland
14331,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
14332,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
14333,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
14334,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
14335,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
14336,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
14337,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14338,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
14339,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
14340,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
14341,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
14342,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
14343,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
14344,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
14345,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
14346,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
14347,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
14348,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
14349,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
14350,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
14351,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
14352,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
14353,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
14354,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
14355,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
14356,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
14357,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14358,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
14359,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
14360,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
14361,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
14362,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
14363,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14364,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14365,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
14366,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
14367,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
14368,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
14369,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
14370,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
14371,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
14372,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
14373,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
14374,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
14375,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
14376,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
14377,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14378,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
14379,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
14380,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
14381,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14382,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
14383,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
14384,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
14385,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
14386,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
14387,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
14388,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
14389,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
14390,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
14391,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
14392,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
14393,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
14394,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
14395,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
14396,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
14397,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
14398,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
14399,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
14400,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
14401,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
14402,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
14403,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
14404,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
14405,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
14406,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
14407,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
14408,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
14409,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
14410,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
14411,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
14412,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
14413,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Bareland
14414,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
14415,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
14416,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
14417,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
14418,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14419,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
14420,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
14421,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
14422,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
14423,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
14424,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
14425,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
14426,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
14427,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
14428,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
14429,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
14430,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
14431,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
14432,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
14433,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
14434,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
14435,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
14436,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
14437,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
14438,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
14439,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
14440,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
14441,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
14442,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
14443,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
14444,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
14445,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
14446,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
14447,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
14448,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
14449,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
14450,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Water
14451,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
14452,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
14453,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
14454,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
14455,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
