Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYG_M_R
7123,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
7124,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
7125,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
7126,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
7127,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
7128,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Built-up
7129,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
7130,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
7131,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
7132,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
7133,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
7134,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
7135,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7136,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7137,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
7138,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7139,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
7140,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
7141,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
7142,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
7143,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
7144,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
7145,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
7146,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
7147,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7148,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
7149,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
7150,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
7151,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7152,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
7153,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
7154,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7155,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
7156,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Cropland
7157,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
7158,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
7159,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
7160,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7161,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
7162,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7163,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
7164,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
7165,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
7166,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
7167,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
7168,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
7169,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
7170,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
7171,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
7172,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
7173,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
7174,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
7175,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Water
7176,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
7177,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
7178,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
7179,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
7180,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
7181,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
7182,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7183,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
7184,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
7185,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
7186,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7187,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
7188,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Cropland
7189,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
7190,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
7191,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
7192,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
7193,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
7194,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
7195,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
7196,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
7197,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7198,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7199,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
7200,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
7201,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
7202,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
7203,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7204,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,NULL
7205,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7206,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7207,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
7208,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
7209,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
7210,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7211,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7212,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7213,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
7214,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7215,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
7216,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
7217,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
7218,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
7219,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
7220,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
7221,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
7222,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
7223,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
7224,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
7225,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
7226,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
7227,Forest,Forest,NULL,Water,Non_Wetland,Wetland,NULL,Forest
7228,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
7229,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
7230,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
7231,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
7232,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7233,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7234,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7235,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
7236,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7237,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7238,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7239,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
7240,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7241,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
7242,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7243,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
7244,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
7245,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7246,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
7247,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
7248,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7249,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
7250,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7251,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7252,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7253,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7254,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
7255,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
7256,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7257,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7258,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7259,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7260,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7261,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7262,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7263,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
7264,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7265,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
7266,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
7267,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
7268,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7269,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7270,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7271,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7272,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
7273,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7274,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
7275,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7276,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
7277,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
7278,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
7279,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7280,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7281,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7282,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
7283,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7284,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7285,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
7286,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
7287,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
7288,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
7289,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
7290,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Built-up
7291,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
7292,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
7293,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7294,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
7295,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
7296,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7297,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
7298,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7299,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
7300,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7301,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7302,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
7303,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7304,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7305,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
7306,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7307,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
7308,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
7309,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
7310,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
7311,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
7312,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7313,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7314,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7315,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
7316,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7317,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7318,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7319,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7320,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7321,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7322,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
7323,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
7324,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
7325,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
7326,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7327,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7328,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7329,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7330,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
7331,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
7332,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
7333,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7334,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
7335,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
7336,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7337,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7338,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7339,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
7340,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7341,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7342,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7343,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
7344,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
7345,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7346,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
7347,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7348,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7349,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
7350,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
7351,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7352,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
7353,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
7354,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7355,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
7356,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
7357,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
7358,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7359,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
7360,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Built-up
7361,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
7362,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
7363,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
7364,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
7365,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
7366,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
7367,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
7368,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
7369,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7370,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
7371,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7372,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7373,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
7374,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
7375,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7376,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
7377,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7378,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7379,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
7380,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7381,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7382,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
7383,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7384,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
7385,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
7386,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7387,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
7388,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7389,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7390,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
7391,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7392,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
7393,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7394,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
7395,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
7396,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
7397,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
7398,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
7399,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
7400,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
7401,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
7402,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
7403,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
7404,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
7405,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
7406,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
7407,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Forest
7408,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7409,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7410,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
7411,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7412,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7413,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
7414,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7415,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
7416,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
7417,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
7418,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
7419,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
7420,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7421,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
7422,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7423,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
7424,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7425,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7426,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7427,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
7428,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7429,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
7430,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
7431,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7432,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
7433,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
7434,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7435,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
7436,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
7437,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7438,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
