Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCV_M_R
9189,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9190,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9191,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9192,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Built-up
9193,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9194,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
9195,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Water
9196,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9197,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
9198,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
9199,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
9200,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
9201,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
9202,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9203,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
9204,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
9205,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9206,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9207,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
9208,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9209,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9210,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9211,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
9212,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
9213,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
9214,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9215,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9216,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9217,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
9218,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9219,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9220,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9221,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
9222,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
9223,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9224,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
9225,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
9226,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
9227,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
9228,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
9229,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
9230,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
9231,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
9232,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
9233,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
9234,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
9235,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
9236,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
9237,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
9238,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
9239,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9240,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9241,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9242,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
9243,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
9244,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
9245,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9246,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9247,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
9248,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
9249,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
9250,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
9251,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,NULL,Built-up
9252,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
9253,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
9254,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9255,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
9256,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
9257,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9258,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
9259,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
9260,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9261,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
9262,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Cropland
9263,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
9264,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
9265,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
9266,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
9267,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9268,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
9269,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
9270,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
9271,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9272,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9273,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
9274,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9275,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
9276,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
9277,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9278,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9279,Forest,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
9280,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
9281,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
9282,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
9283,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
9284,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
9285,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
9286,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
9287,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
9288,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
9289,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9290,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
9291,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9292,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Bareland
9293,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
9294,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
9295,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
9296,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
9297,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9298,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
9299,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
9300,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
9301,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
9302,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
9303,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
9304,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9305,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
9306,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
9307,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
9308,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
9309,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
9310,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
9311,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
9312,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
9313,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
9314,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
9315,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
9316,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
9317,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
9318,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
9319,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
9320,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
9321,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
9322,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
9323,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
9324,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
9325,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
9326,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
9327,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
9328,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
9329,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
9330,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9331,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9332,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9333,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9334,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9335,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9336,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
9337,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9338,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
9339,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9340,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
9341,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9342,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
9343,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
9344,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Water
9345,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9346,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
9347,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9348,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
9349,Forest,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Water
9350,Forest,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9351,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
9352,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
9353,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Water
9354,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9355,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
9356,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
9357,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Water
9358,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9359,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9360,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9361,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9362,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9363,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9364,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9365,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
9366,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9367,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9368,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
9369,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
9370,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
9371,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
9372,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9373,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
9374,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
9375,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
9376,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9377,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9378,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
9379,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
9380,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9381,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9382,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
9383,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9384,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9385,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
9386,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
9387,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
9388,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
9389,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
9390,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9391,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9392,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9393,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9394,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
9395,Forest,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
9396,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
9397,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
9398,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
9399,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
9400,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
9401,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
9402,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
9403,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9404,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
9405,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
9406,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
9407,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
9408,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9409,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9410,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9411,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
9412,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
9413,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9414,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9415,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
9416,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
9417,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
9418,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
9419,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
9420,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
9421,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
9422,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
9423,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9424,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9425,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
9426,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
9427,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
9428,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
9429,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
9430,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
9431,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
9432,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
9433,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
9434,Forest,Water,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
9435,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
9436,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
9437,Forest,Water,Cropland,Water,Non_Wetland,NULL,Forest,Water
9438,Forest,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
9439,Forest,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
9440,Forest,Water,Cropland,Water,Non_Wetland,Water,Forest,Forest
9441,Forest,Water,Cropland,Water,Non_Wetland,Forest,NULL,Water
9442,Forest,Water,Cropland,Water,Non_Wetland,Forest,NULL,Forest
9443,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
9444,Forest,Water,Cropland,Water,Non_Wetland,Forest,Forest,Forest
9445,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
9446,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
9447,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
9448,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
9449,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
9450,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
9451,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
9452,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
9453,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
9454,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
9455,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9456,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
9457,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9458,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
9459,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
9460,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
9461,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
9462,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
9463,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
9464,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
9465,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
9466,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
9467,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
9468,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
9469,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
9470,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
9471,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
9472,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
9473,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
9474,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
9475,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9476,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
9477,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
9478,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
9479,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9480,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9481,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
9482,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
9483,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
9484,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
9485,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
9486,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
9487,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
9488,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
9489,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9490,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9491,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9492,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9493,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
9494,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9495,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
9496,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
9497,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9498,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
9499,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
9500,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9501,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
9502,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
9503,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
9504,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
9505,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
9506,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
9507,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
9508,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
9509,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
9510,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
9511,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
9512,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
9513,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
9514,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9515,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
9516,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
9517,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
9518,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
9519,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
9520,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
9521,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
9522,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
9523,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
9524,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
9525,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
9526,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Water
9527,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
9528,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
9529,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
9530,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
9531,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
9532,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
9533,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
9534,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
9535,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
9536,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
9537,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
9538,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
9539,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
9540,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
