Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVD_M_R
15570,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
15571,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
15572,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
15573,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
15574,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
15575,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
15576,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
15577,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
15578,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
15579,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
15580,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
15581,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
15582,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
15583,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
15584,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
15585,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
15586,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Water
15587,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
15588,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
15589,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
15590,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
15591,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
15592,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
15593,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15594,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
15595,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
15596,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
15597,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
15598,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
15599,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
15600,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
15601,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
15602,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
15603,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
15604,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
15605,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
15606,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
15607,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
15608,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
15609,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
15610,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
15611,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
15612,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
15613,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
15614,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
15615,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
15616,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
15617,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
15618,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
15619,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
15620,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
15621,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
15622,Forest,Water,Forest,Water,Non_Wetland,Cropland,Wetland,Forest
15623,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
15624,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
15625,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
15626,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
15627,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
15628,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
15629,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
15630,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
15631,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
15632,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
15633,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
15634,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
15635,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
15636,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
15637,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
15638,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
15639,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
15640,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
15641,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
15642,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
15643,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
15644,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
15645,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
15646,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
15647,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
15648,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
15649,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
15650,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
15651,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
15652,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
15653,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
15654,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
15655,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
15656,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
15657,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
15658,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
15659,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
15660,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
15661,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Water
15662,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
15663,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
15664,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
15665,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
15666,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
15667,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
15668,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
15669,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
15670,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
15671,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
15672,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
15673,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
15674,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
15675,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
15676,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
15677,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
15678,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
15679,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15680,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15681,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15682,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
15683,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15684,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15685,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
15686,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
15687,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
15688,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
15689,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15690,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
15691,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
15692,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
15693,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
15694,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
15695,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
15696,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
15697,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
15698,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
15699,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
15700,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
15701,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
15702,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
15703,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
15704,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
15705,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15706,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
15707,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
15708,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
15709,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
15710,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
15711,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
15712,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
15713,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
15714,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
15715,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
15716,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
15717,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
15718,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
15719,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
15720,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
15721,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
15722,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
15723,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
15724,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
15725,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
15726,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
15727,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
15728,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
15729,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
15730,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
15731,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
15732,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
15733,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
15734,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
15735,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
15736,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
15737,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
15738,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,NULL
15739,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
15740,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
15741,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
15742,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
15743,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
15744,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
15745,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
15746,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
15747,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
15748,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
15749,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
15750,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
15751,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
15752,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
15753,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
15754,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
15755,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
15756,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
15757,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
15758,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
15759,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
15760,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
15761,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
15762,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
15763,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
15764,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
15765,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
15766,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
15767,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
15768,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
15769,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
15770,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
15771,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
15772,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
15773,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
15774,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
15775,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
15776,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
15777,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
15778,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
15779,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
15780,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
15781,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
15782,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
15783,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
15784,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
15785,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
15786,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Cropland
15787,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
15788,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
15789,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
15790,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
15791,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
15792,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
15793,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
15794,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
15795,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
15796,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
15797,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
15798,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
15799,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
15800,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
15801,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
15802,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
15803,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Cropland
15804,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Wetland
15805,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
15806,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
15807,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
15808,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Water
15809,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
15810,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
15811,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
15812,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
15813,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
15814,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
15815,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
15816,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
15817,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
15818,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
15819,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
15820,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
15821,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
15822,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
15823,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
15824,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
15825,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
15826,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
15827,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
15828,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
15829,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
15830,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
15831,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Built-up
15832,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
15833,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
15834,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
15835,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
15836,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
15837,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
15838,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
15839,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
15840,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
15841,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
15842,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
15843,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
15844,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
15845,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
15846,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
15847,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
15848,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
15849,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
15850,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
15851,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
15852,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
15853,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
15854,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15855,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
15856,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
15857,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
15858,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
15859,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15860,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
15861,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15862,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
15863,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,NULL
15864,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
15865,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
15866,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
15867,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
15868,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Forest
15869,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Forest
15870,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
15871,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
15872,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,NULL
15873,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
15874,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
15875,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
15876,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
15877,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
15878,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15879,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
15880,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
15881,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
15882,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
15883,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
15884,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
