Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKM_M_R
6542,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6543,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
6544,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
6545,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
6546,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6547,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6548,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6549,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6550,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,NULL
6551,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6552,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
6553,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6554,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
6555,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
6556,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6557,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6558,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6559,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6560,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6561,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6562,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
6563,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
6564,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
6565,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
6566,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
6567,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
6568,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
6569,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
6570,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
6571,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
6572,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
6573,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
6574,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6575,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6576,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6577,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6578,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6579,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6580,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6581,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6582,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6583,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6584,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6585,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6586,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6587,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6588,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
6589,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6590,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6591,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6592,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6593,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6594,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6595,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6596,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
6597,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
6598,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
6599,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6600,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6601,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
6602,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6603,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6604,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6605,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6606,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6607,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6608,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6609,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6610,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
6611,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6612,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6613,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
6614,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
6615,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
6616,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
6617,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
6618,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
6619,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
6620,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
6621,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
6622,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
6623,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
6624,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
6625,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
6626,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
6627,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
6628,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6629,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
6630,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
6631,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
6632,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
6633,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
6634,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
6635,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
6636,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6637,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Wetland
6638,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
6639,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6640,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6641,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
6642,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6643,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6644,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6645,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
6646,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
6647,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
6648,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
6649,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
6650,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
6651,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Water
6652,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
6653,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
6654,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6655,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6656,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6657,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
6658,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6659,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6660,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6661,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
6662,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
6663,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
6664,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6665,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
6666,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6667,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
6668,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6669,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
6670,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Wetland
6671,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Water
6672,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
6673,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
6674,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
6675,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
6676,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
6677,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
6678,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
6679,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
6680,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
6681,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
6682,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Water
6683,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
6684,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
6685,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
6686,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
6687,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
6688,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
6689,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
6690,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
6691,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6692,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
6693,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
6694,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
6695,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
6696,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6697,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
6698,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6699,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
6700,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6701,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
6702,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
6703,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
6704,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
6705,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Water
6706,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
6707,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
6708,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6709,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
6710,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6711,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Cropland
6712,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
6713,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6714,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6715,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
6716,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
6717,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Cropland
6718,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
6719,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Water
6720,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
6721,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
6722,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6723,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Cropland
6724,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6725,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6726,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
6727,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6728,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
6729,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6730,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6731,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6732,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6733,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6734,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
6735,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6736,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
6737,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
6738,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6739,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Cropland
6740,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
6741,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Water
6742,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
6743,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6744,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6745,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Cropland
6746,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6747,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6748,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
6749,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
6750,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
6751,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
6752,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Water
6753,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
6754,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
6755,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6756,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
6757,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6758,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
6759,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
6760,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
6761,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
6762,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
6763,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
6764,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
6765,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
6766,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
6767,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
6768,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
6769,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Grassland
6770,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Cropland
6771,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Wetland
6772,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Water
6773,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
6774,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6775,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Water
6776,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
6777,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6778,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Cropland
6779,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
6780,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
6781,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
6782,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
6783,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Grassland
6784,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Cropland
6785,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Wetland
6786,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
6787,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
6788,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
6789,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Water
6790,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
6791,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6792,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Cropland
6793,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6794,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
6795,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
6796,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
6797,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Cropland
6798,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
6799,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
6800,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
6801,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Water
6802,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
6803,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
6804,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Grassland
6805,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Cropland
6806,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Wetland
6807,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Bareland
6808,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
6809,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Forest
6810,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Water
6811,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
6812,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Cropland
6813,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
6814,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
6815,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
6816,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
6817,Forest,Forest,Wetland,Water,Wetland,Water,Water,Cropland
6818,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
6819,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
6820,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Grassland
6821,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Wetland
6822,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
6823,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
6824,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
6825,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
6826,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
6827,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
6828,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6829,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
6830,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
6831,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
6832,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
6833,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
6834,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
6835,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6836,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
6837,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
6838,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
6839,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
6840,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
6841,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
6842,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
6843,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6844,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
6845,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
6846,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6847,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6848,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
6849,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
6850,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
6851,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Forest
6852,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
6853,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
6854,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
6855,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
6856,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
6857,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6858,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6859,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
6860,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
6861,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6862,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6863,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6864,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6865,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6866,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6867,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6868,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
6869,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6870,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6871,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6872,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6873,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6874,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
6875,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Forest
6876,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
6877,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
6878,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
6879,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
6880,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
6881,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
