Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXA_M_R
6665,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6666,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
6667,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
6668,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6669,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
6670,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
6671,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6672,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
6673,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
6674,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6675,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
6676,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6677,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6678,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
6679,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
6680,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6681,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
6682,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6683,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6684,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6685,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6686,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6687,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
6688,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6689,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6690,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
6691,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
6692,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6693,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
6694,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6695,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
6696,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
6697,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
6698,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
6699,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6700,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6701,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
6702,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6703,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
6704,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
6705,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
6706,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
6707,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
6708,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
6709,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
6710,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6711,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
6712,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6713,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
6714,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6715,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
6716,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
6717,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
6718,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
6719,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6720,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6721,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
6722,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
6723,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6724,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
6725,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6726,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6727,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
6728,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6729,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
6730,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
6731,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
6732,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
6733,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
6734,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6735,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
6736,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6737,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6738,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
6739,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6740,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
6741,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6742,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
6743,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6744,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
6745,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
6746,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
6747,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
6748,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
6749,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
6750,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
6751,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
6752,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
6753,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
6754,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
6755,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
6756,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
6757,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6758,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
6759,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
6760,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
6761,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
6762,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
6763,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
6764,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
6765,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
6766,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
6767,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
6768,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
6769,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
6770,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
6771,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
6772,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Wetland
6773,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
6774,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
6775,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
6776,Forest,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
6777,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
6778,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
6779,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
6780,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6781,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
6782,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
6783,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6784,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
6785,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
6786,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
6787,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
6788,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
6789,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Wetland
6790,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
6791,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
6792,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
6793,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
6794,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
6795,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
6796,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
6797,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
6798,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
6799,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
6800,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
6801,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
6802,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
6803,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
6804,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6805,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6806,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6807,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
6808,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6809,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6810,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6811,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6812,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6813,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6814,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6815,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6816,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6817,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6818,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6819,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6820,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6821,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6822,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6823,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6824,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6825,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
6826,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
6827,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6828,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
6829,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6830,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6831,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6832,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6833,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6834,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6835,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6836,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6837,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6838,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
6839,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6840,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6841,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6842,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
6843,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6844,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
6845,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
6846,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6847,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
6848,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6849,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6850,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6851,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6852,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
6853,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6854,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
6855,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6856,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6857,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6858,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6859,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
6860,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6861,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
6862,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
6863,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6864,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6865,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6866,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6867,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6868,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
6869,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Water
6870,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6871,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
6872,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6873,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
6874,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
6875,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
6876,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
6877,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6878,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
6879,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6880,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
6881,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6882,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
6883,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6884,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
6885,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6886,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
6887,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
6888,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6889,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6890,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6891,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
6892,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
6893,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
6894,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
6895,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
6896,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6897,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6898,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
6899,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6900,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6901,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6902,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
6903,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Water
6904,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
6905,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
6906,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
6907,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6908,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6909,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
6910,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6911,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6912,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6913,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
6914,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
6915,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
6916,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
6917,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
6918,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
6919,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
6920,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
6921,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6922,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
6923,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
6924,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
6925,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
6926,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
6927,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
6928,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
6929,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
6930,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
6931,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
6932,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
6933,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
6934,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
6935,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
6936,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Water
6937,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
6938,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6939,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6940,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6941,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6942,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
6943,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6944,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6945,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
6946,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6947,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6948,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6949,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6950,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6951,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6952,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6953,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6954,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6955,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6956,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6957,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6958,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6959,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6960,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6961,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6962,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6963,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
6964,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6965,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6966,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
6967,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6968,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6969,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6970,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6971,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6972,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6973,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6974,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6975,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6976,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6977,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6978,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6979,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6980,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6981,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6982,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
