Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTB_M_R
2958,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2959,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2960,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2961,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2962,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2963,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2964,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2965,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2966,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2967,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2968,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2969,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2970,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2971,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2972,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
2973,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2974,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2975,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2976,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2977,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2978,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2979,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2980,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2981,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
2982,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
2983,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2984,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
2985,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2986,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
2987,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
2988,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2989,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2990,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
2991,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2992,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2993,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2994,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2995,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2996,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2997,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2998,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2999,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3000,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3001,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3002,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3003,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3004,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3005,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3006,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3007,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3008,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3009,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3010,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3011,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3012,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3013,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3014,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3015,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3016,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3017,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
3018,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
3019,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3020,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
3021,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
3022,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3023,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3024,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
3025,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3026,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
3027,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
3028,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
3029,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
3030,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3031,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3032,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3033,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3034,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3035,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3036,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
3037,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
3038,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3039,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3040,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3041,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
3042,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3043,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3044,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3045,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3046,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3047,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
3048,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3049,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3050,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
3051,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3052,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
3053,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3054,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3055,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
3056,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
3057,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
3058,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3059,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
3060,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3061,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
3062,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3063,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
3064,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
3065,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
3066,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
3067,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
3068,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
3069,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Wetland
3070,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
3071,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
3072,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
3073,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
3074,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
3075,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
3076,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
3077,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
3078,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
3079,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
3080,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3081,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3082,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
3083,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3084,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3085,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
3086,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3087,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3088,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3089,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3090,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
3091,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3092,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
3093,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3094,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3095,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3096,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
3097,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3098,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
3099,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3100,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3101,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
3102,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3103,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
3104,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3105,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
3106,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3107,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3108,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
3109,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
3110,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3111,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
3112,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
3113,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
3114,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
3115,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
3116,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
3117,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
3118,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
3119,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
3120,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3121,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3122,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
3123,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
3124,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
3125,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
3126,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
3127,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
3128,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
3129,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
3130,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
3131,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
3132,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
3133,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
3134,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
3135,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
3136,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
3137,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
3138,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3139,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3140,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
3141,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3142,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3143,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3144,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
3145,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
3146,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3147,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3148,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3149,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3150,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
3151,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3152,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3153,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3154,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3155,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3156,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3157,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3158,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3159,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
3160,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
3161,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3162,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
3163,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
3164,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
3165,Forest,Forest,Water,NULL,Water,NULL,Water,Water
3166,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
3167,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
3168,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
3169,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
3170,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
3171,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
3172,Forest,Forest,Water,NULL,Water,Wetland,NULL,Grassland
3173,Forest,Forest,Water,NULL,Water,Wetland,NULL,Forest
3174,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
3175,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
3176,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
3177,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
3178,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
3179,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
3180,Forest,Forest,Water,NULL,Water,Wetland,Forest,Water
3181,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
3182,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
3183,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
3184,Forest,Forest,Water,NULL,Water,Water,Water,Water
3185,Forest,Forest,Water,NULL,Water,Water,Water,Forest
3186,Forest,Forest,Water,NULL,Water,Water,Forest,Water
3187,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
3188,Forest,Forest,Water,NULL,Water,Forest,NULL,Grassland
3189,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
3190,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
3191,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
3192,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
3193,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
3194,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
3195,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
3196,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
3197,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Forest
3198,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
3199,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
3200,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
3201,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
3202,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
3203,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
3204,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
3205,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
3206,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
3207,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
3208,Forest,Forest,Water,Non_Water,Water,Forest,Grassland,Forest
3209,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
3210,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
3211,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
3212,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
3213,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
3214,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
3215,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
3216,Forest,Forest,Water,Water,Water,NULL,Water,Water
3217,Forest,Forest,Water,Water,Water,NULL,Water,Forest
3218,Forest,Forest,Water,Water,Water,NULL,Forest,Grassland
3219,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
3220,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
3221,Forest,Forest,Water,Water,Water,Grassland,Wetland,Wetland
3222,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
3223,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
3224,Forest,Forest,Water,Water,Water,Wetland,Grassland,Forest
3225,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
3226,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
3227,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
3228,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
3229,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
3230,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
3231,Forest,Forest,Water,Water,Water,Wetland,Water,Water
3232,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
3233,Forest,Forest,Water,Water,Water,Wetland,Forest,Grassland
3234,Forest,Forest,Water,Water,Water,Wetland,Forest,Water
3235,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
3236,Forest,Forest,Water,Water,Water,Water,Wetland,Wetland
3237,Forest,Forest,Water,Water,Water,Water,Wetland,Water
3238,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
3239,Forest,Forest,Water,Water,Water,Water,Water,Bareland
3240,Forest,Forest,Water,Water,Water,Water,Water,Water
3241,Forest,Forest,Water,Water,Water,Water,Water,Forest
3242,Forest,Forest,Water,Water,Water,Water,Forest,Grassland
3243,Forest,Forest,Water,Water,Water,Water,Forest,Water
3244,Forest,Forest,Water,Water,Water,Water,Forest,Forest
3245,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
3246,Forest,Forest,Water,Water,Water,Forest,Water,Water
3247,Forest,Forest,Water,Water,Water,Forest,Water,Forest
3248,Forest,Forest,Water,Water,Water,Forest,Forest,Water
3249,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
3250,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3251,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3252,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3253,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3254,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3255,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3256,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Water
3257,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3258,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3259,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3260,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3261,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3262,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
3263,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
3264,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
3265,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3266,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3267,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
3268,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3269,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3270,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3271,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3272,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3273,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3274,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3275,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3276,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3277,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3278,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3279,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3280,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3281,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3282,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3283,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3284,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3285,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3286,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3287,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3288,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3289,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3290,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3291,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3292,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3293,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3294,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3295,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3296,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3297,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3298,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
