Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCG_M_R
11794,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
11795,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
11796,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
11797,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
11798,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
11799,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
11800,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
11801,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Water
11802,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
11803,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
11804,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
11805,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
11806,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
11807,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
11808,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
11809,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
11810,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
11811,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Water
11812,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11813,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
11814,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
11815,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
11816,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
11817,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
11818,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
11819,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
11820,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
11821,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11822,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
11823,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
11824,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
11825,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
11826,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
11827,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
11828,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
11829,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Grassland
11830,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
11831,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
11832,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
11833,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
11834,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
11835,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
11836,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11837,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
11838,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11839,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
11840,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
11841,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
11842,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
11843,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
11844,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11845,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11846,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11847,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11848,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
11849,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
11850,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
11851,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
11852,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
11853,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
11854,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
11855,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
11856,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
11857,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
11858,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
11859,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
11860,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
11861,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
11862,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
11863,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
11864,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
11865,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
11866,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
11867,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Water
11868,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
11869,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
11870,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
11871,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11872,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
11873,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
11874,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
11875,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
11876,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
11877,Forest,Forest,NULL,Water,Non_Wetland,NULL,Grassland,Forest
11878,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
11879,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
11880,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
11881,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
11882,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
11883,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
11884,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Water,Water
11885,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Water,Forest
11886,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Shrubland,Forest
11887,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
11888,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Shrubland,Water
11889,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Shrubland,Forest
11890,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
11891,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
11892,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
11893,Forest,Forest,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
11894,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
11895,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Water
11896,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
11897,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11898,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11899,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
11900,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
11901,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11902,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
11903,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11904,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11905,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
11906,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
11907,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11908,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
11909,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11910,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
11911,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
11912,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11913,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
11914,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
11915,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
11916,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
11917,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
11918,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
11919,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
11920,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
11921,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
11922,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
11923,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
11924,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11925,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
11926,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
11927,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11928,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
11929,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11930,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11931,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
11932,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
11933,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11934,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11935,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11936,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11937,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11938,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
11939,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11940,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
11941,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11942,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11943,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11944,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11945,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
11946,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
11947,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11948,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
11949,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11950,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11951,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
11952,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11953,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
11954,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11955,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11956,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
11957,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11958,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
11959,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
11960,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
11961,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
11962,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
11963,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11964,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
11965,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
11966,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11967,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11968,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
11969,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
11970,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11971,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11972,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11973,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11974,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11975,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11976,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11977,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11978,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11979,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11980,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11981,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11982,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11983,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
11984,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11985,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
11986,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
11987,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
11988,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11989,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
11990,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
11991,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
11992,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11993,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
11994,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11995,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
11996,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11997,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
11998,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
11999,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
12000,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
12001,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
12002,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12003,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
12004,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
12005,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
12006,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12007,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12008,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
12009,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
12010,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
12011,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
12012,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
12013,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
12014,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
12015,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
12016,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
12017,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
12018,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
12019,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
12020,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12021,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
12022,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
12023,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
12024,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
12025,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12026,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
12027,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12028,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
12029,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
12030,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
12031,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
12032,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12033,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
12034,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12035,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
12036,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
12037,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
12038,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
12039,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
12040,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
12041,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
12042,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
12043,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
12044,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
12045,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
12046,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
12047,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
12048,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
12049,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
12050,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12051,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
12052,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
12053,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
12054,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12055,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12056,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
12057,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12058,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12059,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
12060,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12061,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
12062,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12063,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12064,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
12065,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
12066,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
12067,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12068,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
12069,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
12070,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
12071,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
12072,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
12073,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
12074,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12075,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
12076,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
12077,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
12078,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
12079,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
12080,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
12081,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
12082,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
12083,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
12084,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
12085,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
12086,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
12087,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
12088,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
12089,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
12090,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
12091,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
12092,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
12093,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
12094,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
12095,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
12096,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
12097,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
12098,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
12099,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
12100,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
12101,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
12102,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
12103,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
12104,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
12105,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
12106,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
12107,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
12108,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
12109,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
12110,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12111,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
