Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKQ_M_R
20243,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
20244,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Water
20245,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
20246,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
20247,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
20248,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
20249,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
20250,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
20251,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
20252,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
20253,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
20254,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
20255,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
20256,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
20257,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,NULL
20258,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
20259,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
20260,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
20261,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
20262,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
20263,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
20264,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Water
20265,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
20266,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
20267,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
20268,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Water
20269,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
20270,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
20271,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
20272,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Water
20273,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
20274,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
20275,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
20276,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
20277,Forest,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
20278,Forest,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Forest
20279,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
20280,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
20281,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
20282,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
20283,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
20284,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
20285,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
20286,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
20287,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
20288,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
20289,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
20290,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
20291,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Bareland,Grassland
20292,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
20293,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
20294,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
20295,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
20296,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
20297,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
20298,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Grassland
20299,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Water
20300,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
20301,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
20302,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
20303,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Grassland
20304,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Forest
20305,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
20306,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
20307,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
20308,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Grassland
20309,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Water
20310,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
20311,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
20312,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Wetland
20313,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Water
20314,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
20315,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
20316,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
20317,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
20318,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Forest
20319,Forest,Forest,Wetland,Water,Wetland,Grassland,Built-up,Grassland
20320,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
20321,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
20322,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
20323,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
20324,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
20325,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Water
20326,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
20327,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Grassland
20328,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Wetland
20329,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
20330,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
20331,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
20332,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
20333,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Water
20334,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
20335,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
20336,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
20337,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
20338,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
20339,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Forest
20340,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,NULL
20341,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
20342,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
20343,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
20344,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
20345,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
20346,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
20347,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
20348,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Grassland
20349,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Wetland
20350,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Water
20351,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Forest
20352,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Grassland
20353,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Wetland
20354,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Water
20355,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Forest
20356,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
20357,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Wetland
20358,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Bareland
20359,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
20360,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
20361,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
20362,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Water
20363,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
20364,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
20365,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
20366,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Bareland
20367,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
20368,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
20369,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Grassland
20370,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Bareland
20371,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Water
20372,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
20373,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Grassland
20374,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Wetland
20375,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
20376,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Forest
20377,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
20378,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
20379,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Water
20380,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
20381,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
20382,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
20383,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
20384,Forest,Forest,Wetland,Water,Wetland,Water,Bareland,Grassland
20385,Forest,Forest,Wetland,Water,Wetland,Water,Bareland,Forest
20386,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
20387,Forest,Forest,Wetland,Water,Wetland,Water,Water,Cropland
20388,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
20389,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
20390,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
20391,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
20392,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
20393,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
20394,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Water
20395,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
20396,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Grassland
20397,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
20398,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
20399,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
20400,Forest,Forest,Wetland,Water,Wetland,Forest,Bareland,Forest
20401,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Grassland
20402,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
20403,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
20404,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
20405,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
20406,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
20407,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Forest
20408,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Forest
20409,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
20410,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Bareland,Forest
20411,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Grassland
20412,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
20413,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
20414,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
20415,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
20416,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Water,Forest
20417,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Forest
20418,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,NULL,Forest
20419,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,Forest
20420,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Grassland
20421,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
20422,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Forest,Grassland
20423,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Forest
20424,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Forest,Forest
20425,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest,Grassland,Forest
20426,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland,NULL,Forest
20427,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Grassland,Grassland
20428,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Wetland,Grassland
20429,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Forest
20430,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water,Grassland,Grassland
20431,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
20432,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
20433,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
20434,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
20435,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
20436,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
20437,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
20438,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
20439,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
20440,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
20441,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
20442,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
20443,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Wetland
20444,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
20445,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
20446,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
20447,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
20448,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
20449,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
20450,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
20451,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
20452,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
20453,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
20454,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
20455,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
20456,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
20457,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Wetland
20458,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
20459,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
20460,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Water
20461,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
20462,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,NULL
20463,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
20464,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
20465,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
20466,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
20467,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
20468,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
20469,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
20470,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
20471,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
20472,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
20473,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
20474,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
20475,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
20476,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
20477,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
20478,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
20479,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
20480,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
20481,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
20482,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
20483,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
20484,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
20485,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Built-up
20486,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
20487,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
20488,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
20489,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
20490,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
20491,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
20492,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
20493,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Built-up
20494,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
20495,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
20496,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
20497,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Forest
20498,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
20499,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
20500,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
20501,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
20502,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
20503,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
20504,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
20505,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
20506,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
20507,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
20508,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
20509,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
20510,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Water
20511,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
20512,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
20513,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
20514,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Grassland
20515,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
20516,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
20517,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
20518,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
20519,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
20520,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
20521,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
20522,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
20523,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
20524,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
20525,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Forest
20526,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
20527,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Grassland
20528,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
20529,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Forest
20530,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
20531,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
20532,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
20533,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
20534,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
20535,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
20536,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
20537,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
20538,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
20539,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
20540,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Water
20541,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
20542,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
20543,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
20544,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
20545,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
20546,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
20547,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
20548,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
20549,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
20550,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
20551,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Water
20552,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
20553,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Forest
20554,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
20555,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Water
20556,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
