Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXB_M_R
9006,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9007,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
9008,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
9009,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
9010,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
9011,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9012,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
9013,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9014,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9015,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9016,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9017,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9018,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9019,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9020,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
9021,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
9022,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9023,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9024,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9025,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9026,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9027,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
9028,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
9029,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
9030,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9031,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
9032,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
9033,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
9034,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
9035,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
9036,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
9037,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
9038,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9039,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9040,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9041,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9042,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9043,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9044,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9045,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9046,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Wetland
9047,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
9048,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9049,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9050,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9051,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
9052,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9053,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9054,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9055,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9056,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9057,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
9058,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9059,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9060,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9061,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
9062,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9063,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9064,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9065,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
9066,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
9067,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9068,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9069,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9070,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
9071,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
9072,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
9073,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
9074,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9075,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9076,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9077,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9078,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9079,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
9080,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
9081,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9082,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9083,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9084,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
9085,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
9086,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9087,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
9088,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
9089,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
9090,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
9091,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
9092,Forest,Wetland,Cropland,Water,Non_Wetland,Water,Grassland,Water
9093,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9094,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
9095,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
9096,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
9097,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
9098,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
9099,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
9100,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
9101,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
9102,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
9103,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Water
9104,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9105,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
9106,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9107,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
9108,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
9109,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
9110,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Wetland
9111,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
9112,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
9113,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
9114,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Water
9115,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9116,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9117,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
9118,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9119,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
9120,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
9121,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
9122,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
9123,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
9124,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
9125,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
9126,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
9127,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
9128,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
9129,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
9130,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
9131,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
9132,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
9133,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
9134,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
9135,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Wetland
9136,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
9137,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
9138,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
9139,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
9140,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
9141,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
9142,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
9143,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
9144,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
9145,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
9146,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
9147,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
9148,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
9149,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
9150,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9151,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
9152,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
9153,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
9154,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
9155,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9156,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9157,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9158,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9159,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
9160,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9161,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
9162,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
9163,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
9164,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
9165,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
9166,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9167,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
9168,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9169,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
9170,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
9171,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
9172,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
9173,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
9174,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
9175,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
9176,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
9177,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
9178,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
9179,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
9180,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Water
9181,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Forest
9182,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
9183,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
9184,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
9185,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
9186,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
9187,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
9188,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
9189,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9190,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
9191,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
9192,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
9193,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
9194,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
9195,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
9196,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
9197,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
9198,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
9199,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
9200,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
9201,Forest,Wetland,Wetland,Water,Wetland,Forest,Grassland,Wetland
9202,Forest,Wetland,Wetland,Water,Wetland,Forest,Grassland,Forest
9203,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Wetland
9204,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Water
9205,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
9206,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9207,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9208,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
9209,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9210,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
9211,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
9212,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9213,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Grassland,Wetland
9214,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
9215,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9216,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9217,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9218,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9219,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9220,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9221,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9222,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9223,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9224,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
9225,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
9226,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Forest,Wetland
9227,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
9228,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Forest
9229,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
9230,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
9231,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
9232,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
9233,Forest,Wetland,Water,NULL,Water,Shrubland,Grassland,Forest
9234,Forest,Wetland,Water,NULL,Water,Shrubland,Wetland,Wetland
9235,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Grassland
9236,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Wetland
9237,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Water
9238,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
9239,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
9240,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Water
9241,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
9242,Forest,Wetland,Water,NULL,Water,Grassland,Water,Wetland
9243,Forest,Wetland,Water,NULL,Water,Grassland,Water,Water
9244,Forest,Wetland,Water,NULL,Water,Grassland,Water,Forest
9245,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Wetland
9246,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Water
9247,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
9248,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
9249,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
9250,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
9251,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
9252,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
9253,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
9254,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Forest
9255,Forest,Wetland,Water,NULL,Water,Water,Grassland,Wetland
9256,Forest,Wetland,Water,NULL,Water,Water,Grassland,Forest
9257,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
9258,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
9259,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
9260,Forest,Wetland,Water,NULL,Water,Water,Water,Water
9261,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
9262,Forest,Wetland,Water,NULL,Water,Water,Forest,Wetland
9263,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
9264,Forest,Wetland,Water,NULL,Water,Forest,Grassland,Wetland
9265,Forest,Wetland,Water,NULL,Water,Forest,Grassland,Forest
9266,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
9267,Forest,Wetland,Water,NULL,Water,Forest,Water,Water
9268,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
9269,Forest,Wetland,Water,NULL,Water,Forest,Forest,Water
9270,Forest,Wetland,Water,Non_Water,Water,Shrubland,Grassland,Wetland
9271,Forest,Wetland,Water,Non_Water,Water,Shrubland,Grassland,Forest
9272,Forest,Wetland,Water,Non_Water,Water,Grassland,Grassland,Wetland
9273,Forest,Wetland,Water,Non_Water,Water,Grassland,Grassland,Water
9274,Forest,Wetland,Water,Non_Water,Water,Grassland,Grassland,Forest
9275,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
9276,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
9277,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
9278,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
9279,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Water
9280,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
9281,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
9282,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
9283,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
9284,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
9285,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
9286,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
9287,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
9288,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
9289,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Water
9290,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Forest
9291,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
9292,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
9293,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
9294,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
9295,Forest,Wetland,Water,Non_Water,Water,Forest,Grassland,Wetland
9296,Forest,Wetland,Water,Non_Water,Water,Forest,Grassland,Forest
9297,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Water
9298,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
9299,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Wetland
9300,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Water
9301,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Forest
9302,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
9303,Forest,Wetland,Water,Water,Water,Grassland,Water,Wetland
9304,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
9305,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
9306,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
9307,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Water
9308,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Forest
9309,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
9310,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
9311,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
9312,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
9313,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
9314,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
9315,Forest,Wetland,Water,Water,Water,Water,Grassland,Water
9316,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
9317,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
9318,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
9319,Forest,Wetland,Water,Water,Water,Water,Water,Water
9320,Forest,Wetland,Water,Water,Water,Water,Water,Forest
9321,Forest,Wetland,Water,Water,Water,Water,Forest,Water
9322,Forest,Wetland,Water,Water,Water,Forest,Water,Water
9323,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
9324,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9325,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9326,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9327,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9328,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9329,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
9330,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
9331,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
9332,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
9333,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
9334,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9335,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9336,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9337,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
