Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZN_M_R
2674,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2675,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2676,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2677,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2678,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2679,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2680,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2681,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2682,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2683,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2684,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
2685,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2686,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
2687,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2688,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2689,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2690,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2691,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
2692,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2693,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
2694,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
2695,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
2696,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2697,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2698,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2699,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2700,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2701,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2702,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2703,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2704,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2705,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2706,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2707,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2708,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2709,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2710,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2711,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2712,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2713,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2714,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2715,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2716,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2717,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2718,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2719,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2720,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2721,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2722,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2723,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2724,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2725,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2726,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2727,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
2728,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2729,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2730,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2731,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2732,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2733,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2734,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2735,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
2736,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2737,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2738,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2739,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2740,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
2741,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2742,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2743,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2744,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
2745,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2746,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2747,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2748,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2749,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2750,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2751,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2752,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2753,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2754,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2755,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2756,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
2757,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2758,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2759,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2760,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2761,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
2762,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2763,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
2764,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2765,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2766,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2767,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2768,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2769,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
2770,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2771,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2772,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2773,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2774,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2775,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2776,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2777,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2778,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2779,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2780,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2781,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
2782,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2783,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2784,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2785,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2786,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2787,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
2788,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2789,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2790,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
2791,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2792,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
2793,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2794,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
2795,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2796,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2797,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
2798,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2799,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2800,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2801,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2802,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2803,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2804,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2805,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2806,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2807,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2808,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2809,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2810,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2811,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
2812,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
2813,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2814,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
2815,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
2816,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2817,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
2818,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2819,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2820,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
2821,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2822,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
2823,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2824,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2825,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2826,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2827,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
2828,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2829,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2830,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
2831,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
2832,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
2833,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
2834,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2835,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2836,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
2837,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2838,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2839,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2840,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2841,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2842,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2843,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
2844,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2845,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2846,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2847,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2848,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2849,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
2850,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2851,Forest,Forest,Water,NULL,Water,NULL,Water,Water
2852,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2853,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
2854,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2855,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
2856,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
2857,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
2858,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
2859,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2860,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
2861,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
2862,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
2863,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2864,Forest,Forest,Water,NULL,Water,Water,Water,Water
2865,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2866,Forest,Forest,Water,NULL,Water,Water,Forest,Water
2867,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
2868,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
2869,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
2870,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2871,Forest,Forest,Water,NULL,Water,Forest,Water,Water
2872,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2873,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
2874,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2875,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2876,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2877,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
2878,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
2879,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
2880,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2881,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
2882,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
2883,Forest,Forest,Water,Non_Water,Water,Water,Forest,Water
2884,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
2885,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
2886,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
2887,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
2888,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
2889,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2890,Forest,Forest,Water,Water,Water,NULL,Water,Water
2891,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2892,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
2893,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
2894,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
2895,Forest,Forest,Water,Water,Water,Grassland,Water,Grassland
2896,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
2897,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
2898,Forest,Forest,Water,Water,Water,Bareland,Grassland,Forest
2899,Forest,Forest,Water,Water,Water,Bareland,Forest,Forest
2900,Forest,Forest,Water,Water,Water,Water,Grassland,Forest
2901,Forest,Forest,Water,Water,Water,Water,Wetland,Water
2902,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
2903,Forest,Forest,Water,Water,Water,Water,Water,Water
2904,Forest,Forest,Water,Water,Water,Water,Water,Forest
2905,Forest,Forest,Water,Water,Water,Water,Forest,Water
2906,Forest,Forest,Water,Water,Water,Water,Forest,Forest
2907,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
2908,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2909,Forest,Forest,Water,Water,Water,Forest,Water,Water
2910,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2911,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
2912,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2913,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2914,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2915,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2916,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2917,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2918,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
2919,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2920,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2921,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2922,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
2923,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2924,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2925,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2926,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2927,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2928,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2929,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2930,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2931,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2932,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2933,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2934,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2935,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
2936,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2937,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2938,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2939,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2940,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2941,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2942,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2943,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2944,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2945,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2946,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2947,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2948,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2949,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2950,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2951,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2952,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2953,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
2954,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2955,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2956,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2957,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
2958,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2959,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2960,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2961,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2962,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2963,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2964,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
2965,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2966,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2967,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
2968,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2969,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2970,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2971,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2972,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2973,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2974,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2975,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2976,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2977,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
2978,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2979,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2980,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2981,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
2982,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2983,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2984,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2985,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2986,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2987,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2988,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2989,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2990,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2991,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2992,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2993,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2994,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2995,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2996,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2997,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
2998,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2999,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3000,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3001,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3002,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3003,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
3004,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
3005,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3006,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
3007,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
