Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQB_M_R
13806,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
13807,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
13808,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
13809,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
13810,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
13811,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Water
13812,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
13813,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
13814,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
13815,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13816,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
13817,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
13818,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
13819,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
13820,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
13821,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13822,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13823,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
13824,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
13825,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
13826,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
13827,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
13828,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
13829,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
13830,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
13831,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Built-up,Forest
13832,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
13833,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
13834,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13835,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
13836,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
13837,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
13838,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
13839,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Forest
13840,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
13841,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
13842,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
13843,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
13844,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13845,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13846,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
13847,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
13848,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
13849,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
13850,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
13851,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13852,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
13853,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
13854,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
13855,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
13856,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
13857,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
13858,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
13859,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13860,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13861,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13862,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13863,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13864,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13865,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
13866,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13867,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
13868,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
13869,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
13870,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13871,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
13872,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
13873,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
13874,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
13875,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
13876,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
13877,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
13878,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13879,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13880,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13881,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
13882,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
13883,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
13884,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
13885,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
13886,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
13887,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
13888,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
13889,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
13890,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
13891,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
13892,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
13893,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
13894,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
13895,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
13896,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
13897,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
13898,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
13899,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
13900,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
13901,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
13902,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
13903,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
13904,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
13905,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
13906,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
13907,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
13908,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
13909,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Forest,Forest
13910,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
13911,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
13912,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
13913,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Built-up
13914,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
13915,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
13916,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
13917,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
13918,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,NULL
13919,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
13920,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
13921,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
13922,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
13923,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13924,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13925,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
13926,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13927,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
13928,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
13929,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
13930,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13931,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
13932,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13933,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
13934,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
13935,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
13936,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
13937,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13938,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13939,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13940,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13941,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13942,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13943,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13944,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13945,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
13946,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13947,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
13948,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
13949,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
13950,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13951,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
13952,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
13953,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
13954,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
13955,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13956,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
13957,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
13958,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13959,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
13960,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13961,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13962,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13963,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13964,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13965,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13966,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
13967,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13968,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13969,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13970,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13971,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13972,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
13973,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13974,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
13975,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
13976,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
13977,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
13978,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
13979,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
13980,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13981,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
13982,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
13983,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
13984,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
13985,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
13986,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
13987,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
13988,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
13989,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
13990,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
13991,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
13992,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
13993,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
13994,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13995,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
13996,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
13997,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
13998,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
13999,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
14000,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14001,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
14002,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
14003,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
14004,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
14005,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
14006,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
14007,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
14008,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14009,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
14010,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
14011,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
14012,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
14013,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
14014,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
14015,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
14016,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
14017,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
14018,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
14019,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
14020,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
14021,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14022,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14023,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,Built-up,Forest
14024,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
14025,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
14026,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
14027,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14028,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14029,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
14030,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
14031,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
14032,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
14033,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14034,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
14035,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
14036,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
14037,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14038,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
14039,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
14040,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
14041,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
14042,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
14043,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
14044,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
14045,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
14046,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14047,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14048,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
14049,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14050,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14051,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14052,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
14053,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14054,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
14055,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
14056,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14057,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
14058,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
14059,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14060,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
14061,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
14062,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14063,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14064,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
14065,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
14066,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
14067,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14068,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14069,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
14070,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
14071,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
14072,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
14073,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14074,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
14075,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
14076,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
14077,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
14078,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
14079,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14080,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
14081,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
14082,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
14083,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
14084,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
14085,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
14086,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
14087,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
14088,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
14089,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
14090,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
14091,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14092,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
14093,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
14094,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
14095,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
14096,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14097,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
14098,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
14099,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
14100,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
14101,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
14102,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
14103,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
14104,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
14105,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
14106,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14107,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
14108,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Forest
14109,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
14110,Forest,Built-up,Wetland,Water,Wetland,NULL,Built-up,Forest
14111,Forest,Built-up,Wetland,Water,Wetland,Grassland,Built-up,Forest
14112,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
14113,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
14114,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
