Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBT_M_R
3074,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3075,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3076,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3077,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3078,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3079,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3080,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3081,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3082,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3083,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3084,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3085,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3086,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3087,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3088,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3089,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3090,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3091,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3092,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3093,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3094,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3095,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3096,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3097,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3098,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3099,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3100,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3101,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3102,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3103,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3104,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3105,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3106,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3107,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
3108,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
3109,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
3110,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
3111,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3112,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3113,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3114,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3115,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3116,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3117,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3118,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
3119,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3120,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3121,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3122,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3123,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3124,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3125,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3126,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3127,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3128,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3129,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3130,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3131,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3132,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3133,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3134,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
3135,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3136,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3137,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3138,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3139,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3140,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3141,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3142,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3143,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3144,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3145,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3146,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3147,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3148,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3149,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3150,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3151,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3152,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3153,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3154,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3155,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3156,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3157,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3158,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3159,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3160,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3161,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3162,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3163,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3164,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3165,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3166,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3167,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3168,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
3169,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3170,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,NULL
3171,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3172,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3173,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
3174,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
3175,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3176,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3177,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3178,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3179,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3180,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
3181,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3182,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3183,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3184,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3185,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
3186,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
3187,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
3188,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3189,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3190,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3191,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3192,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3193,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3194,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3195,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3196,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3197,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3198,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3199,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3200,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
3201,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3202,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3203,Forest,Forest,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
3204,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3205,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
3206,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3207,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
3208,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
3209,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
3210,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
3211,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
3212,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3213,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3214,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3215,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3216,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3217,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3218,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3219,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3220,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3221,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3222,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3223,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3224,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3225,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3226,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3227,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3228,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3229,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3230,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3231,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3232,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3233,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3234,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3235,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3236,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3237,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3238,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3239,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3240,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3241,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3242,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3243,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3244,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3245,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3246,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3247,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3248,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3249,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3250,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3251,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3252,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3253,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3254,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3255,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3256,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3257,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3258,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3259,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3260,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3261,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3262,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
3263,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3264,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3265,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3266,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3267,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3268,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3269,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3270,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3271,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3272,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3273,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
3274,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3275,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3276,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3277,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3278,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3279,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3280,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3281,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3282,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
3283,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3284,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3285,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3286,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3287,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3288,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3289,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3290,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3291,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3292,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3293,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3294,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3295,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3296,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3297,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3298,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3299,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
3300,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3301,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3302,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3303,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3304,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3305,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3306,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3307,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3308,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
3309,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3310,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3311,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
3312,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3313,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
3314,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3315,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3316,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3317,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3318,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3319,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3320,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3321,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3322,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3323,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3324,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3325,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3326,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3327,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3328,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3329,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3330,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3331,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
3332,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3333,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3334,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
3335,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3336,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3337,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3338,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
3339,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3340,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3341,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3342,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3343,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
3344,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
3345,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
3346,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
3347,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
3348,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3349,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3350,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3351,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3352,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3353,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3354,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3355,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3356,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3357,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3358,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3359,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3360,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3361,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3362,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3363,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
3364,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
3365,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3366,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
3367,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
3368,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
3369,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
3370,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3371,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3372,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3373,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3374,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3375,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3376,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
3377,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
3378,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3379,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3380,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3381,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3382,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3383,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3384,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3385,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3386,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
3387,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,NULL
3388,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3389,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3390,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3391,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,NULL
3392,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
