Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFM_M_R
3816,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
3817,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
3818,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
3819,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
3820,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3821,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
3822,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
3823,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3824,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
3825,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
3826,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
3827,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Grassland
3828,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
3829,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
3830,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
3831,Forest,Forest,Wetland,Water,Wetland,Water,Bareland,Grassland
3832,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
3833,Forest,Forest,Wetland,Water,Wetland,Water,Water,Bareland
3834,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
3835,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
3836,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
3837,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
3838,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
3839,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
3840,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
3841,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
3842,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
3843,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Grassland
3844,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
3845,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
3846,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Grassland
3847,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
3848,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
3849,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
3850,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
3851,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
3852,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
3853,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
3854,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3855,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3856,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
3857,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3858,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
3859,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3860,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
3861,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3862,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3863,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3864,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3865,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
3866,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3867,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3868,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3869,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3870,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
3871,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
3872,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3873,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3874,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3875,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3876,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3877,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3878,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
3879,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3880,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3881,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3882,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3883,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
3884,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
3885,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3886,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3887,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3888,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
3889,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
3890,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3891,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3892,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3893,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3894,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
3895,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3896,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3897,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
3898,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3899,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
3900,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3901,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3902,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
3903,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3904,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3905,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3906,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3907,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3908,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3909,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
3910,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3911,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3912,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3913,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3914,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3915,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
3916,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
3917,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
3918,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
3919,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
3920,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Water
3921,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
3922,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
3923,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
3924,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
3925,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
3926,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Water
3927,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
3928,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
3929,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3930,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
3931,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3932,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3933,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Water
3934,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3935,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
3936,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
3937,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
3938,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Water
3939,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3940,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
3941,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3942,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
3943,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
3944,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
3945,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
3946,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Grassland
3947,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
3948,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3949,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3950,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3951,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3952,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3953,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3954,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
3955,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3956,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3957,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
3958,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
3959,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
3960,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3961,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3962,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3963,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3964,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
3965,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
3966,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3967,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
3968,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3969,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3970,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3971,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
3972,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
3973,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
3974,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Water
3975,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
3976,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3977,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
3978,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
3979,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
3980,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Water
3981,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Water
3982,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
3983,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
3984,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
3985,Forest,Forest,Water,NULL,Water,NULL,Water,Water
3986,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
3987,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
3988,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
3989,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
3990,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Water
3991,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
3992,Forest,Forest,Water,NULL,Water,Grassland,Water,Grassland
3993,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
3994,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
3995,Forest,Forest,Water,NULL,Water,Grassland,Forest,Water
3996,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
3997,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Grassland
3998,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
3999,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
4000,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
4001,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
4002,Forest,Forest,Water,NULL,Water,Wetland,Bareland,Forest
4003,Forest,Forest,Water,NULL,Water,Wetland,Water,Grassland
4004,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
4005,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
4006,Forest,Forest,Water,NULL,Water,Wetland,Forest,Grassland
4007,Forest,Forest,Water,NULL,Water,Wetland,Forest,Water
4008,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
4009,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Grassland
4010,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Grassland
4011,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
4012,Forest,Forest,Water,NULL,Water,Bareland,Forest,Water
4013,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
4014,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
4015,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
4016,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
4017,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
4018,Forest,Forest,Water,NULL,Water,Water,Water,Water
4019,Forest,Forest,Water,NULL,Water,Water,Water,Forest
4020,Forest,Forest,Water,NULL,Water,Water,Forest,Water
4021,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
4022,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
4023,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
4024,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
4025,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
4026,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
4027,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
4028,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
4029,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
4030,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
4031,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
4032,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
4033,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
4034,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Water
4035,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
4036,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
4037,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
4038,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
4039,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
4040,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
4041,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
4042,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
4043,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
4044,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
4045,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
4046,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
4047,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
4048,Forest,Forest,Water,Non_Water,Water,Water,Forest,Water
4049,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Water
4050,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
4051,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
4052,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
4053,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
4054,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
4055,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
4056,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
4057,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
4058,Forest,Forest,Water,Water,Water,NULL,Water,Water
4059,Forest,Forest,Water,Water,Water,NULL,Water,Forest
4060,Forest,Forest,Water,Water,Water,NULL,Forest,Grassland
4061,Forest,Forest,Water,Water,Water,NULL,Forest,Water
4062,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
4063,Forest,Forest,Water,Water,Water,Grassland,Grassland,Forest
4064,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
4065,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
4066,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
4067,Forest,Forest,Water,Water,Water,Grassland,Bareland,Grassland
4068,Forest,Forest,Water,Water,Water,Grassland,Water,Grassland
4069,Forest,Forest,Water,Water,Water,Grassland,Water,Water
4070,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
4071,Forest,Forest,Water,Water,Water,Grassland,Forest,Grassland
4072,Forest,Forest,Water,Water,Water,Grassland,Forest,Water
4073,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
4074,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
4075,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
4076,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
4077,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
4078,Forest,Forest,Water,Water,Water,Wetland,Bareland,Grassland
4079,Forest,Forest,Water,Water,Water,Wetland,Bareland,Forest
4080,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
4081,Forest,Forest,Water,Water,Water,Wetland,Water,Water
4082,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
4083,Forest,Forest,Water,Water,Water,Wetland,Forest,Grassland
4084,Forest,Forest,Water,Water,Water,Wetland,Forest,Water
4085,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
4086,Forest,Forest,Water,Water,Water,Bareland,Wetland,Grassland
4087,Forest,Forest,Water,Water,Water,Bareland,Wetland,Water
4088,Forest,Forest,Water,Water,Water,Bareland,Water,Grassland
4089,Forest,Forest,Water,Water,Water,Bareland,Water,Water
4090,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
4091,Forest,Forest,Water,Water,Water,Water,Wetland,Water
4092,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
4093,Forest,Forest,Water,Water,Water,Water,Water,Grassland
4094,Forest,Forest,Water,Water,Water,Water,Water,Water
4095,Forest,Forest,Water,Water,Water,Water,Water,Forest
4096,Forest,Forest,Water,Water,Water,Water,Forest,Water
4097,Forest,Forest,Water,Water,Water,Water,Forest,Forest
4098,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
4099,Forest,Forest,Water,Water,Water,Forest,Wetland,Grassland
4100,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
4101,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
4102,Forest,Forest,Water,Water,Water,Forest,Water,Grassland
4103,Forest,Forest,Water,Water,Water,Forest,Water,Water
4104,Forest,Forest,Water,Water,Water,Forest,Water,Forest
4105,Forest,Forest,Water,Water,Water,Forest,Forest,Water
4106,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
4107,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4108,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4109,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4110,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
4111,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4112,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4113,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4114,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4115,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
4116,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
4117,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4118,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
4119,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4120,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4121,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4122,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4123,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4124,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4125,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4126,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
4127,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4128,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4129,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4130,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4131,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Water
4132,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4133,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4134,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4135,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
4136,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
4137,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4138,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4139,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4140,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4141,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
4142,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4143,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4144,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4145,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4146,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4147,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
4148,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4149,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4150,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4151,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
4152,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
