Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCT_M_R
9254,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
9255,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
9256,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
9257,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
9258,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
9259,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
9260,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
9261,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
9262,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
9263,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
9264,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
9265,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
9266,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
9267,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
9268,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
9269,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
9270,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9271,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
9272,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
9273,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9274,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9275,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
9276,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
9277,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9278,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
9279,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
9280,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
9281,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Water
9282,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
9283,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
9284,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9285,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9286,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9287,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9288,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9289,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9290,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9291,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9292,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9293,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
9294,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9295,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9296,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9297,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9298,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9299,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
9300,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9301,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
9302,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9303,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9304,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9305,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9306,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9307,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9308,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9309,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9310,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9311,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9312,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
9313,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9314,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
9315,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9316,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
9317,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9318,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
9319,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9320,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
9321,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
9322,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
9323,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
9324,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9325,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
9326,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9327,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
9328,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9329,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9330,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
9331,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9332,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9333,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
9334,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9335,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9336,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9337,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
9338,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
9339,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
9340,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
9341,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
9342,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
9343,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
9344,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9345,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9346,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
9347,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9348,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9349,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9350,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
9351,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
9352,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9353,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
9354,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
9355,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
9356,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9357,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9358,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
9359,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9360,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
9361,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
9362,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
9363,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
9364,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
9365,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
9366,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
9367,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9368,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9369,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
9370,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Water
9371,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
9372,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
9373,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
9374,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
9375,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9376,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9377,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
9378,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
9379,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9380,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9381,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
9382,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
9383,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
9384,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
9385,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
9386,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
9387,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
9388,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9389,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9390,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9391,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9392,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Bareland,Forest
9393,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
9394,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9395,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9396,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9397,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9398,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
9399,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9400,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
9401,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9402,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9403,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
9404,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
9405,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
9406,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
9407,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
9408,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Forest
9409,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
9410,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
9411,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Grassland,Forest
9412,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
9413,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
9414,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
9415,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
9416,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
9417,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
9418,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
9419,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
9420,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
9421,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
9422,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
9423,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
9424,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
9425,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
9426,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
9427,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9428,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9429,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9430,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9431,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9432,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9433,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
9434,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9435,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9436,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9437,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9438,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9439,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9440,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
9441,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9442,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9443,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9444,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9445,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9446,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9447,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9448,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9449,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
9450,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9451,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9452,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9453,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
9454,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
9455,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
9456,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
9457,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9458,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9459,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
9460,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9461,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9462,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9463,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
9464,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9465,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
9466,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
9467,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
9468,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
9469,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
9470,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
9471,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
9472,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
9473,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
9474,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
9475,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
9476,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
9477,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
9478,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
9479,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
9480,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
9481,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
9482,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
9483,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
9484,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
9485,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
9486,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9487,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
9488,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
9489,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
9490,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
9491,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
9492,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
9493,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
9494,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
9495,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
9496,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
9497,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
9498,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
9499,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9500,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
9501,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
9502,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9503,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
9504,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9505,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
9506,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9507,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9508,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
9509,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Bareland
9510,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
9511,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
9512,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
9513,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
9514,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
9515,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
9516,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
9517,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
9518,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
9519,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9520,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
9521,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9522,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
9523,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9524,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9525,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
9526,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9527,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
9528,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
9529,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
9530,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
9531,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
9532,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
9533,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
9534,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
9535,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,NULL
9536,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
9537,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
9538,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
9539,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
9540,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
9541,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
9542,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
9543,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
9544,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
9545,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
9546,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
9547,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
9548,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
9549,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
9550,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
9551,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
9552,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
9553,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
9554,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
9555,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
9556,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
9557,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
9558,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
9559,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
9560,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
9561,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
9562,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
9563,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
9564,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
9565,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
9566,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
9567,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
9568,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
9569,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
9570,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
9571,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
9572,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Grassland
9573,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
9574,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
9575,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
9576,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
9577,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
9578,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
9579,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
