Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZR_M_R
5199,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Bareland,Forest
5200,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
5201,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
5202,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5203,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5204,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5205,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
5206,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Grassland
5207,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
5208,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
5209,Forest,Built-up,Wetland,NULL,Wetland,Forest,Grassland,Forest
5210,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
5211,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5212,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5213,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
5214,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
5215,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5216,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5217,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5218,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5219,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
5220,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
5221,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5222,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
5223,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
5224,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
5225,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
5226,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
5227,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5228,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5229,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5230,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5231,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5232,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5233,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5234,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5235,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
5236,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5237,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
5238,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
5239,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
5240,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
5241,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5242,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5243,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
5244,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5245,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5246,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5247,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5248,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5249,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
5250,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
5251,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5252,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5253,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5254,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5255,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5256,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5257,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5258,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5259,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5260,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
5261,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
5262,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
5263,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
5264,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5265,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5266,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5267,Forest,Built-up,Forest,Water,Non_Wetland,Grassland,Water,Forest
5268,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5269,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5270,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5271,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
5272,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
5273,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5274,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5275,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5276,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5277,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
5278,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5279,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5280,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
5281,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5282,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5283,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
5284,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5285,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5286,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5287,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5288,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5289,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5290,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
5291,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5292,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5293,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5294,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5295,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5296,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
5297,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5298,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
5299,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5300,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
5301,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
5302,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
5303,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5304,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
5305,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
5306,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
5307,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
5308,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
5309,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
5310,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5311,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
5312,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5313,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
5314,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
5315,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5316,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
5317,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5318,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
5319,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5320,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
5321,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5322,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
5323,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
5324,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5325,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
5326,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
5327,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
5328,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
5329,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
5330,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5331,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
5332,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5333,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5334,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
5335,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
5336,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
5337,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
5338,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
5339,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5340,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
5341,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
5342,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
5343,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
5344,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
5345,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
5346,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
5347,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
5348,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
5349,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
5350,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
5351,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
5352,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
5353,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
5354,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
5355,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
5356,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
5357,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
5358,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
5359,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
5360,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
5361,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
5362,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
5363,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
5364,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
5365,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
5366,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
5367,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
5368,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
5369,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5370,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
5371,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5372,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
5373,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5374,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5375,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5376,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5377,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5378,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5379,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5380,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5381,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
5382,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5383,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5384,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5385,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5386,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
5387,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5388,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5389,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5390,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5391,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5392,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5393,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5394,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5395,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5396,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5397,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5398,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5399,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5400,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5401,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5402,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
5403,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
5404,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5405,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
5406,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
5407,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5408,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5409,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
5410,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5411,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
5412,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5413,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5414,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5415,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
5416,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5417,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
5418,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
5419,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
5420,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5421,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5422,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
5423,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5424,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5425,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5426,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
5427,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
5428,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
5429,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
5430,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
5431,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Water
5432,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
5433,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
5434,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
5435,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
5436,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
5437,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
5438,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
5439,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
5440,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
5441,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
5442,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
5443,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
5444,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
5445,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
5446,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
5447,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
5448,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
5449,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
5450,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
5451,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
5452,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
5453,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
5454,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5455,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5456,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
5457,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5458,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
5459,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
5460,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Water
5461,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5462,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5463,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5464,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
5465,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5466,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5467,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5468,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5469,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5470,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
5471,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5472,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5473,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
5474,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5475,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5476,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5477,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
5478,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5479,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
5480,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
5481,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5482,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5483,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5484,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5485,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5486,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5487,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5488,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5489,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
5490,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5491,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
5492,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
5493,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
5494,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
5495,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
5496,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
5497,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5498,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5499,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
5500,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
5501,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
5502,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5503,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5504,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
5505,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5506,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5507,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5508,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
5509,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
5510,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
5511,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
5512,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
5513,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
5514,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
5515,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
5516,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
5517,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
5518,Forest,Water,Grassland,Water,Non_Wetland,Wetland,NULL,Water
5519,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
5520,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
5521,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
5522,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
5523,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
