Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NEH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NEH_M_R
9266,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
9267,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
9268,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
9269,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
9270,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
9271,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
9272,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
9273,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
9274,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
9275,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
9276,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
9277,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Wetland
9278,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Water
9279,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
9280,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
9281,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
9282,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
9283,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Wetland
9284,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Water
9285,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
9286,Forest,Wetland,Water,NULL,Water,NULL,Water,Water
9287,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
9288,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
9289,Forest,Wetland,Water,NULL,Water,Cropland,Wetland,Wetland
9290,Forest,Wetland,Water,NULL,Water,Cropland,Water,Wetland
9291,Forest,Wetland,Water,NULL,Water,Wetland,Shrubland,Forest
9292,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
9293,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
9294,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
9295,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
9296,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
9297,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
9298,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
9299,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
9300,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
9301,Forest,Wetland,Water,NULL,Water,Water,Water,Water
9302,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Wetland
9303,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Water
9304,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
9305,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
9306,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
9307,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Wetland
9308,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Water
9309,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
9310,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
9311,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
9312,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
9313,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
9314,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
9315,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
9316,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
9317,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
9318,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
9319,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
9320,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
9321,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
9322,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
9323,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
9324,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Water
9325,Forest,Wetland,Water,Water,Water,NULL,Wetland,Wetland
9326,Forest,Wetland,Water,Water,Water,NULL,Wetland,Water
9327,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
9328,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
9329,Forest,Wetland,Water,Water,Water,NULL,Water,Water
9330,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
9331,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
9332,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
9333,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
9334,Forest,Wetland,Water,Water,Water,Cropland,Wetland,Water
9335,Forest,Wetland,Water,Water,Water,Cropland,Water,Wetland
9336,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
9337,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
9338,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
9339,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
9340,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
9341,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
9342,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
9343,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
9344,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
9345,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
9346,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
9347,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
9348,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
9349,Forest,Wetland,Water,Water,Water,Water,Water,Bareland
9350,Forest,Wetland,Water,Water,Water,Water,Water,Water
9351,Forest,Wetland,Water,Water,Water,Forest,Wetland,Wetland
9352,Forest,Wetland,Water,Water,Water,Forest,Wetland,Water
9353,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
9354,Forest,Wetland,Water,Water,Water,Forest,Water,Wetland
9355,Forest,Wetland,Water,Water,Water,Forest,Water,Water
9356,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
9357,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9358,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9359,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9360,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
9361,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
9362,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9363,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
9364,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
9365,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9366,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9367,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
9368,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9369,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9370,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
9371,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9372,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
9373,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
9374,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9375,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
9376,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9377,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
9378,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9379,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
9380,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9381,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
9382,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
9383,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
9384,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9385,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9386,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
9387,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
9388,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
9389,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
9390,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9391,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
9392,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9393,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
9394,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
9395,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9396,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
9397,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9398,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9399,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9400,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
9401,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
9402,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
9403,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
9404,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9405,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9406,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
9407,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
9408,Forest,Wetland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
9409,Forest,Wetland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
9410,Forest,Wetland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
9411,Forest,Wetland,Forest,Non_Water,Non_Wetland,Cropland,Water,Wetland
9412,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9413,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9414,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
9415,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9416,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
9417,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
9418,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
9419,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
9420,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
9421,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
9422,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
9423,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
9424,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
9425,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
9426,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
9427,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
9428,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
9429,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
9430,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
9431,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Water
9432,Forest,Wetland,Forest,Water,Non_Wetland,Cropland,Wetland,Grassland
9433,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
9434,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
9435,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
9436,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
9437,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
9438,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
9439,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
9440,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
9441,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
9442,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
9443,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
9444,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
9445,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
9446,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Wetland
9447,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
9448,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
9449,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Wetland
9450,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9451,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9452,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9453,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9454,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9455,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9456,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9457,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9458,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
9459,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9460,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9461,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
9462,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
9463,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
9464,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9465,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9466,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9467,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9468,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
9469,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
9470,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
9471,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
9472,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9473,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
9474,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9475,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
9476,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9477,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9478,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9479,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9480,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9481,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9482,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9483,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9484,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
9485,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
9486,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
9487,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
9488,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9489,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
9490,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9491,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9492,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9493,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Wetland
9494,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
9495,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9496,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9497,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
9498,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
9499,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
9500,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
9501,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
9502,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
9503,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
9504,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
9505,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
9506,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9507,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9508,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9509,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9510,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9511,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9512,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9513,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9514,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
9515,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
9516,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9517,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9518,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9519,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
9520,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
9521,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
9522,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
9523,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
9524,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
9525,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
9526,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
9527,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Wetland
9528,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
9529,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
9530,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
9531,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
9532,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9533,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
9534,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
9535,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9536,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9537,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9538,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
9539,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
9540,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9541,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9542,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9543,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
9544,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
9545,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9546,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
9547,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
9548,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
9549,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Bareland
9550,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9551,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
9552,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9553,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9554,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9555,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9556,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9557,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
9558,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9559,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9560,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
9561,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
9562,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
9563,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9564,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9565,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
9566,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9567,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9568,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9569,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
9570,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
9571,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9572,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9573,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9574,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9575,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9576,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9577,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
9578,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
9579,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
9580,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9581,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
9582,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
9583,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
9584,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
9585,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
9586,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
9587,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
9588,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
9589,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
9590,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
9591,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
9592,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9593,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9594,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
9595,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9596,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9597,Forest,Water,Wetland,NULL,NULL,Wetland,Wetland,Forest
9598,Forest,Water,Wetland,NULL,NULL,Wetland,Water,Wetland
