Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZJ_M_R
5387,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5388,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5389,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5390,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
5391,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5392,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5393,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5394,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5395,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5396,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
5397,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5398,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
5399,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5400,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5401,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5402,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Water,Forest
5403,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5404,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5405,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5406,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5407,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5408,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5409,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5410,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5411,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5412,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5413,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
5414,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5415,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
5416,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
5417,Forest,Cropland,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
5418,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5419,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5420,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5421,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5422,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5423,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5424,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5425,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5426,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5427,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5428,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5429,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5430,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5431,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5432,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5433,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5434,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5435,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5436,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5437,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5438,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5439,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5440,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5441,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
5442,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5443,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5444,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5445,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5446,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5447,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5448,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
5449,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
5450,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5451,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5452,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5453,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5454,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5455,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5456,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5457,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5458,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
5459,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
5460,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
5461,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
5462,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
5463,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5464,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5465,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5466,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5467,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5468,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5469,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5470,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5471,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5472,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5473,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5474,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5475,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5476,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5477,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5478,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5479,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5480,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5481,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5482,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5483,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5484,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5485,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5486,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5487,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
5488,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
5489,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
5490,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5491,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
5492,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5493,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
5494,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
5495,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5496,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5497,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5498,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5499,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5500,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5501,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5502,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5503,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5504,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5505,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5506,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5507,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5508,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5509,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5510,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
5511,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5512,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
5513,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
5514,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
5515,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
5516,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
5517,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5518,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5519,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5520,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
5521,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5522,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5523,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
5524,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5525,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5526,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5527,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
5528,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5529,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
5530,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5531,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5532,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5533,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5534,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5535,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5536,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
5537,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5538,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5539,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5540,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5541,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5542,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5543,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
5544,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5545,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
5546,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
5547,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
5548,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5549,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5550,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
5551,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5552,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
5553,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
5554,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
5555,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
5556,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
5557,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5558,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5559,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
5560,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5561,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5562,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5563,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5564,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5565,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5566,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
5567,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5568,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5569,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5570,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
5571,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
5572,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5573,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5574,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5575,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
5576,Forest,Cropland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
5577,Forest,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
5578,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5579,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5580,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5581,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5582,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5583,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5584,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5585,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5586,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5587,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5588,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5589,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5590,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5591,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5592,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5593,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5594,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5595,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5596,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5597,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5598,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
5599,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5600,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5601,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5602,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5603,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
5604,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5605,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5606,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
5607,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5608,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5609,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5610,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5611,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
5612,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5613,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
5614,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5615,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5616,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5617,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5618,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
5619,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
5620,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
5621,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5622,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5623,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5624,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5625,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5626,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5627,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5628,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5629,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5630,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5631,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5632,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5633,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5634,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5635,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5636,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5637,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5638,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
5639,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5640,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5641,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5642,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5643,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5644,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5645,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
5646,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5647,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5648,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5649,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5650,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5651,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
5652,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
5653,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5654,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5655,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
5656,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5657,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5658,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5659,Forest,Cropland,Wetland,NULL,Wetland,Water,Wetland,Forest
5660,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5661,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5662,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
5663,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5664,Forest,Cropland,Wetland,Water,Wetland,Water,Wetland,Grassland
5665,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5666,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5667,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
5668,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5669,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
5670,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
5671,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
5672,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5673,Forest,Cropland,Bareland,Water,Non_Wetland,Water,Grassland,Forest
5674,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5675,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5676,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5677,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
5678,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Water
5679,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
5680,Forest,Cropland,Water,NULL,Water,Grassland,Wetland,Forest
5681,Forest,Cropland,Water,NULL,Water,Grassland,Forest,Forest
5682,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Forest
5683,Forest,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
5684,Forest,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
5685,Forest,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
5686,Forest,Cropland,Water,NULL,Water,Bareland,Wetland,Grassland
5687,Forest,Cropland,Water,NULL,Water,Water,Grassland,Forest
5688,Forest,Cropland,Water,NULL,Water,Water,Water,Water
5689,Forest,Cropland,Water,NULL,Water,Forest,Grassland,Forest
5690,Forest,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
5691,Forest,Cropland,Water,Non_Water,Water,Grassland,Grassland,Wetland
5692,Forest,Cropland,Water,Non_Water,Water,Water,Grassland,Wetland
5693,Forest,Cropland,Water,Water,Water,Grassland,Water,Water
5694,Forest,Cropland,Water,Water,Water,Wetland,Wetland,Grassland
5695,Forest,Cropland,Water,Water,Water,Bareland,Grassland,Water
5696,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5697,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5698,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5699,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5700,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5701,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5702,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5703,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
