Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXK_M_R
11740,Forest,Forest,Bareland,Water,Non_Wetland,Shrubland,Grassland,Water
11741,Forest,Forest,Bareland,Water,Non_Wetland,Shrubland,Wetland,Wetland
11742,Forest,Forest,Bareland,Water,Non_Wetland,Shrubland,Wetland,Water
11743,Forest,Forest,Bareland,Water,Non_Wetland,Shrubland,Wetland,Forest
11744,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
11745,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
11746,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
11747,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
11748,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Bareland,Forest
11749,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Water
11750,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
11751,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
11752,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
11753,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
11754,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
11755,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Bareland,Forest
11756,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Water
11757,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
11758,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
11759,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Grassland,Bareland
11760,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
11761,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Grassland,Forest
11762,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
11763,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
11764,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Forest
11765,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
11766,Forest,Forest,Bareland,Water,Non_Wetland,Water,Grassland,Forest
11767,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
11768,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
11769,Forest,Forest,Bareland,Water,Non_Wetland,Water,Bareland,Forest
11770,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
11771,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
11772,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
11773,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
11774,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
11775,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
11776,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
11777,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11778,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11779,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11780,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11781,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
11782,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
11783,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11784,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
11785,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
11786,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11787,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
11788,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
11789,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11790,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
11791,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
11792,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11793,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
11794,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
11795,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
11796,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
11797,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Cropland
11798,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
11799,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
11800,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
11801,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11802,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
11803,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
11804,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
11805,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
11806,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
11807,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
11808,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
11809,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
11810,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
11811,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
11812,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
11813,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
11814,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
11815,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
11816,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
11817,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
11818,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11819,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
11820,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
11821,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11822,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
11823,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11824,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
11825,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
11826,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
11827,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
11828,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
11829,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
11830,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11831,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
11832,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
11833,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11834,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
11835,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
11836,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
11837,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
11838,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
11839,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11840,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
11841,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
11842,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
11843,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
11844,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
11845,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
11846,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
11847,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11848,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11849,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Forest
11850,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
11851,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Forest
11852,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11853,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
11854,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
11855,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
11856,Forest,Forest,Water,NULL,Water,NULL,Bareland,Forest
11857,Forest,Forest,Water,NULL,Water,NULL,Water,Water
11858,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
11859,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
11860,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,Forest
11861,Forest,Forest,Water,NULL,Water,Shrubland,Water,Forest
11862,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
11863,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
11864,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
11865,Forest,Forest,Water,NULL,Water,Grassland,Bareland,Grassland
11866,Forest,Forest,Water,NULL,Water,Grassland,Bareland,Forest
11867,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
11868,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
11869,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
11870,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
11871,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
11872,Forest,Forest,Water,NULL,Water,Wetland,Bareland,Forest
11873,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
11874,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
11875,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
11876,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Grassland
11877,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Water
11878,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Forest
11879,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Water
11880,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
11881,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Grassland
11882,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Water
11883,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Forest
11884,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
11885,Forest,Forest,Water,NULL,Water,Bareland,Forest,Grassland
11886,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
11887,Forest,Forest,Water,NULL,Water,Water,Grassland,Grassland
11888,Forest,Forest,Water,NULL,Water,Water,Grassland,Bareland
11889,Forest,Forest,Water,NULL,Water,Water,Grassland,Water
11890,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
11891,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
11892,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
11893,Forest,Forest,Water,NULL,Water,Water,Bareland,Water
11894,Forest,Forest,Water,NULL,Water,Water,Bareland,Forest
11895,Forest,Forest,Water,NULL,Water,Water,Water,Water
11896,Forest,Forest,Water,NULL,Water,Water,Water,Forest
11897,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
11898,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
11899,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
11900,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
11901,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
11902,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
11903,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
11904,Forest,Forest,Water,Non_Water,Water,Shrubland,Wetland,Forest
11905,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Forest
11906,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
11907,Forest,Forest,Water,Non_Water,Water,Grassland,Bareland,Forest
11908,Forest,Forest,Water,Non_Water,Water,Wetland,Grassland,Water
11909,Forest,Forest,Water,Non_Water,Water,Wetland,Grassland,Forest
11910,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
11911,Forest,Forest,Water,Non_Water,Water,Wetland,Bareland,Forest
11912,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
11913,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
11914,Forest,Forest,Water,Non_Water,Water,Bareland,Grassland,Water
11915,Forest,Forest,Water,Non_Water,Water,Bareland,Grassland,Forest
11916,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Grassland
11917,Forest,Forest,Water,Non_Water,Water,Bareland,Bareland,Forest
11918,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
11919,Forest,Forest,Water,Non_Water,Water,Water,Bareland,Forest
11920,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
11921,Forest,Forest,Water,Non_Water,Water,Forest,Grassland,Forest
11922,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
11923,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
11924,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
11925,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
11926,Forest,Forest,Water,Water,Water,NULL,Bareland,Forest
11927,Forest,Forest,Water,Water,Water,NULL,Water,Water
11928,Forest,Forest,Water,Water,Water,NULL,Water,Forest
11929,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
11930,Forest,Forest,Water,Water,Water,Shrubland,Wetland,Wetland
11931,Forest,Forest,Water,Water,Water,Shrubland,Wetland,Forest
11932,Forest,Forest,Water,Water,Water,Shrubland,Water,Forest
11933,Forest,Forest,Water,Water,Water,Grassland,Grassland,Water
11934,Forest,Forest,Water,Water,Water,Grassland,Grassland,Forest
11935,Forest,Forest,Water,Water,Water,Grassland,Water,Water
11936,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
11937,Forest,Forest,Water,Water,Water,Wetland,Grassland,Forest
11938,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
11939,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
11940,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
11941,Forest,Forest,Water,Water,Water,Wetland,Bareland,Forest
11942,Forest,Forest,Water,Water,Water,Wetland,Water,Water
11943,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
11944,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
11945,Forest,Forest,Water,Water,Water,Bareland,Grassland,Water
11946,Forest,Forest,Water,Water,Water,Bareland,Grassland,Forest
11947,Forest,Forest,Water,Water,Water,Bareland,Wetland,Water
11948,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
11949,Forest,Forest,Water,Water,Water,Bareland,Bareland,Water
11950,Forest,Forest,Water,Water,Water,Bareland,Bareland,Forest
11951,Forest,Forest,Water,Water,Water,Bareland,Water,Water
11952,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
11953,Forest,Forest,Water,Water,Water,Bareland,Forest,Forest
11954,Forest,Forest,Water,Water,Water,Water,Grassland,Water
11955,Forest,Forest,Water,Water,Water,Water,Wetland,Water
11956,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
11957,Forest,Forest,Water,Water,Water,Water,Bareland,Forest
11958,Forest,Forest,Water,Water,Water,Water,Water,Water
11959,Forest,Forest,Water,Water,Water,Water,Water,Forest
11960,Forest,Forest,Water,Water,Water,Water,Forest,Forest
11961,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
11962,Forest,Forest,Water,Water,Water,Forest,Bareland,Forest
11963,Forest,Forest,Water,Water,Water,Forest,Water,Forest
11964,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
11965,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11966,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11967,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11968,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
11969,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11970,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Water
11971,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11972,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
11973,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
11974,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
11975,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
11976,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
11977,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
11978,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
11979,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
11980,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
11981,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
11982,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11983,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11984,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11985,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11986,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11987,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11988,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11989,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11990,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
11991,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11992,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
11993,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11994,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11995,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
11996,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
11997,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11998,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
11999,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
12000,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
12001,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
12002,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
12003,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12004,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12005,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
12006,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12007,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
12008,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12009,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12010,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12011,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12012,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
12013,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
12014,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12015,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
12016,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
12017,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
12018,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
12019,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
12020,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
12021,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
12022,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
12023,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
12024,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
12025,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
12026,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
12027,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
12028,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12029,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
12030,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
12031,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12032,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
12033,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
12034,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
12035,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
12036,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
12037,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
12038,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
12039,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
12040,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
12041,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
12042,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
12043,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
12044,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
12045,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
12046,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
12047,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
12048,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12049,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
12050,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
12051,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
12052,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
12053,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
12054,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
12055,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
12056,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
12057,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
12058,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
12059,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
12060,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12061,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
12062,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
12063,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
