Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NVJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NVJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NVJ_M_R
3027,Forest,Forest,NULL,Water,Non_Wetland,Bareland
3028,Forest,Forest,NULL,Water,Non_Wetland,Water
3029,Forest,Forest,NULL,Water,Non_Wetland,Forest
3030,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
3031,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
3032,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
3033,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
3034,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
3035,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
3036,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
3037,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
3038,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
3039,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
3040,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
3041,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
3042,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
3043,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
3044,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
3045,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
3046,Forest,Forest,Shrubland,Water,Non_Wetland,Water
3047,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
3048,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
3049,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
3050,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
3051,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
3052,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
3053,Forest,Forest,Grassland,NULL,Non_Wetland,Water
3054,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
3055,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
3056,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
3057,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
3058,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
3059,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
3060,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
3061,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
3062,Forest,Forest,Grassland,Water,Non_Wetland,Cropland
3063,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
3064,Forest,Forest,Grassland,Water,Non_Wetland,Water
3065,Forest,Forest,Grassland,Water,Non_Wetland,Forest
3066,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
3067,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
3068,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
3069,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
3070,Forest,Forest,Cropland,NULL,Non_Wetland,Water
3071,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
3072,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
3073,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
3074,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
3075,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
3076,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
3077,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
3078,Forest,Forest,Cropland,Water,Non_Wetland,Water
3079,Forest,Forest,Cropland,Water,Non_Wetland,Forest
3080,Forest,Forest,Wetland,NULL,Wetland,Grassland
3081,Forest,Forest,Wetland,NULL,Wetland,Cropland
3082,Forest,Forest,Wetland,NULL,Wetland,Bareland
3083,Forest,Forest,Wetland,NULL,Wetland,Water
3084,Forest,Forest,Wetland,NULL,Wetland,Forest
3085,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
3086,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
3087,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
3088,Forest,Forest,Wetland,Non_Water,Wetland,Water
3089,Forest,Forest,Wetland,Non_Water,Wetland,Forest
3090,Forest,Forest,Wetland,Water,Wetland,Grassland
3091,Forest,Forest,Wetland,Water,Wetland,Cropland
3092,Forest,Forest,Wetland,Water,Wetland,Bareland
3093,Forest,Forest,Wetland,Water,Wetland,Water
3094,Forest,Forest,Wetland,Water,Wetland,Forest
3095,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
3096,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
3097,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
3098,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
3099,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
3100,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
3101,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
3102,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
3103,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
3104,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
3105,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
3106,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
3107,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
3108,Forest,Forest,Bareland,Water,Non_Wetland,Water
3109,Forest,Forest,Bareland,Water,Non_Wetland,Forest
3110,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
3111,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
3112,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
3113,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
3114,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
3115,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland
3116,Forest,Forest,Built-up,Water,Non_Wetland,Bareland
3117,Forest,Forest,Water,NULL,Water,Grassland
3118,Forest,Forest,Water,NULL,Water,Cropland
3119,Forest,Forest,Water,NULL,Water,Bareland
3120,Forest,Forest,Water,NULL,Water,Water
3121,Forest,Forest,Water,NULL,Water,Forest
3122,Forest,Forest,Water,Non_Water,Water,Grassland
3123,Forest,Forest,Water,Non_Water,Water,Cropland
3124,Forest,Forest,Water,Non_Water,Water,Bareland
3125,Forest,Forest,Water,Non_Water,Water,Water
3126,Forest,Forest,Water,Non_Water,Water,Forest
3127,Forest,Forest,Water,Water,Water,Grassland
3128,Forest,Forest,Water,Water,Water,Cropland
3129,Forest,Forest,Water,Water,Water,Bareland
3130,Forest,Forest,Water,Water,Water,Water
3131,Forest,Forest,Water,Water,Water,Forest
3132,Forest,Forest,Forest,NULL,Non_Wetland,NULL
3133,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
3134,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
3135,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
3136,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
3137,Forest,Forest,Forest,NULL,Non_Wetland,Water
3138,Forest,Forest,Forest,NULL,Non_Wetland,Forest
3139,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
3140,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
3141,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
3142,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
3143,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
3144,Forest,Forest,Forest,Water,Non_Wetland,Grassland
3145,Forest,Forest,Forest,Water,Non_Wetland,Cropland
3146,Forest,Forest,Forest,Water,Non_Wetland,Bareland
3147,Forest,Forest,Forest,Water,Non_Wetland,Water
3148,Forest,Forest,Forest,Water,Non_Wetland,Forest
