Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKC_M_R
5853,Forest,Built-up,Wetland,NULL,Wetland,Forest,Bareland,Forest
5854,Forest,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
5855,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Forest
5856,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5857,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
5858,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5859,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5860,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Water,Grassland
5861,Forest,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
5862,Forest,Built-up,Wetland,Water,Wetland,Wetland,Water,Water
5863,Forest,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
5864,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5865,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5866,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
5867,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5868,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5869,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
5870,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
5871,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
5872,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Forest
5873,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Built-up,Forest
5874,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5875,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5876,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
5877,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
5878,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
5879,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
5880,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
5881,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
5882,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
5883,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
5884,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
5885,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
5886,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
5887,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
5888,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
5889,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
5890,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
5891,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5892,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5893,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5894,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
5895,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
5896,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
5897,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
5898,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5899,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
5900,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
5901,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5902,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
5903,Forest,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Forest
5904,Forest,Built-up,Water,NULL,Water,Grassland,Wetland,Grassland
5905,Forest,Built-up,Water,NULL,Water,Wetland,Wetland,Grassland
5906,Forest,Built-up,Water,NULL,Water,Wetland,Wetland,Forest
5907,Forest,Built-up,Water,NULL,Water,Wetland,Bareland,Forest
5908,Forest,Built-up,Water,NULL,Water,Wetland,Water,Forest
5909,Forest,Built-up,Water,NULL,Water,Bareland,Wetland,Forest
5910,Forest,Built-up,Water,NULL,Water,Built-up,Wetland,Forest
5911,Forest,Built-up,Water,NULL,Water,Built-up,Bareland,Forest
5912,Forest,Built-up,Water,Non_Water,Water,Wetland,Wetland,Grassland
5913,Forest,Built-up,Water,Non_Water,Water,Wetland,Wetland,Forest
5914,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5915,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5916,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5917,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5918,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5919,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5920,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5921,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5922,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5923,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
5924,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
5925,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
5926,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5927,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5928,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5929,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5930,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
5931,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5932,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
5933,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
5934,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5935,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5936,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
5937,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
5938,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5939,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
5940,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5941,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5942,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5943,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
5944,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
5945,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5946,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5947,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5948,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
5949,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5950,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5951,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
5952,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5953,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5954,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5955,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
5956,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
5957,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5958,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
5959,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
5960,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
5961,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5962,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
5963,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5964,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5965,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
5966,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5967,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
5968,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5969,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
5970,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5971,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
5972,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5973,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
5974,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
5975,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
5976,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
5977,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
5978,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
5979,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5980,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5981,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5982,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5983,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
5984,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
5985,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
5986,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
5987,Forest,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
5988,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
5989,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
5990,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
5991,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
5992,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
5993,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
5994,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
5995,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
5996,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5997,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5998,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5999,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6000,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
6001,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6002,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6003,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6004,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6005,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
6006,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6007,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6008,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6009,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6010,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6011,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
6012,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6013,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6014,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6015,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6016,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
6017,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
6018,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6019,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
6020,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6021,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
6022,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
6023,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6024,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
6025,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
6026,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
6027,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
6028,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
6029,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
6030,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
6031,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
6032,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6033,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6034,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6035,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
6036,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6037,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
6038,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
6039,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
6040,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
6041,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
6042,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
6043,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
6044,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
6045,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
6046,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
6047,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
6048,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
6049,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6050,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
6051,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6052,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6053,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6054,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6055,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6056,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
6057,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
6058,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6059,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
6060,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
6061,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
6062,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
6063,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
6064,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
6065,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
6066,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
6067,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
6068,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
6069,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
6070,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
6071,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
6072,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
6073,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
6074,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
6075,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
6076,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
6077,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
6078,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
6079,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
6080,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6081,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
6082,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6083,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
6084,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
6085,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
6086,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
6087,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
6088,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
6089,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
6090,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6091,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6092,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
6093,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6094,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6095,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6096,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
6097,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6098,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
6099,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
6100,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
6101,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
6102,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
6103,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
6104,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
6105,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
6106,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
6107,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
6108,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
6109,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
6110,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
6111,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
6112,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
6113,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
6114,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
6115,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
6116,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
6117,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
6118,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
6119,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
6120,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
6121,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
6122,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6123,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
6124,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
6125,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6126,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6127,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
6128,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
6129,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
6130,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6131,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6132,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6133,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6134,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6135,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6136,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6137,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6138,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6139,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6140,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6141,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6142,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
6143,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6144,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
6145,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6146,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6147,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6148,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
6149,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6150,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
6151,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
6152,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6153,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
6154,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
6155,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
6156,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
6157,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6158,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
6159,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
6160,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
6161,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
6162,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
6163,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
6164,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
6165,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
6166,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
6167,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
6168,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
6169,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
6170,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6171,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6172,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
6173,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
6174,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
6175,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
6176,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
6177,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
6178,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
6179,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
6180,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
6181,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
6182,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
6183,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
6184,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
6185,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
