Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQJ_M_R
18414,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
18415,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
18416,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
18417,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
18418,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
18419,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
18420,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
18421,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
18422,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
18423,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
18424,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
18425,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
18426,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
18427,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Water
18428,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
18429,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
18430,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
18431,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
18432,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
18433,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
18434,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
18435,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
18436,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
18437,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Forest
18438,Water,Wetland,Shrubland,Water,Non_Wetland,Forest,Water,Forest
18439,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
18440,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
18441,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
18442,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
18443,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18444,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
18445,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
18446,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
18447,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
18448,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
18449,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
18450,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
18451,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
18452,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
18453,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
18454,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
18455,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
18456,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
18457,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
18458,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
18459,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
18460,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
18461,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Forest,Forest
18462,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
18463,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
18464,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
18465,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
18466,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
18467,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
18468,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
18469,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
18470,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
18471,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
18472,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
18473,Water,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
18474,Water,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
18475,Water,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
18476,Water,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Wetland
18477,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
18478,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
18479,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
18480,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
18481,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
18482,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Water
18483,Water,Wetland,Grassland,Water,Non_Wetland,Bareland,Water,Forest
18484,Water,Wetland,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
18485,Water,Wetland,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
18486,Water,Wetland,Grassland,Water,Non_Wetland,Water,Grassland,Water
18487,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
18488,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
18489,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
18490,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
18491,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
18492,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
18493,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Water
18494,Water,Wetland,Cropland,Water,Non_Wetland,Water,Water,Grassland
18495,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
18496,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
18497,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
18498,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
18499,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
18500,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
18501,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
18502,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
18503,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
18504,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
18505,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
18506,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
18507,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
18508,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
18509,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
18510,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
18511,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
18512,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
18513,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
18514,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
18515,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
18516,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
18517,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
18518,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
18519,Water,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
18520,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
18521,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,NULL
18522,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
18523,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
18524,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
18525,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
18526,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
18527,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
18528,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
18529,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
18530,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
18531,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
18532,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
18533,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
18534,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
18535,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
18536,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
18537,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
18538,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
18539,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
18540,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
18541,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
18542,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
18543,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
18544,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
18545,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
18546,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
18547,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
18548,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
18549,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
18550,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
18551,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
18552,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
18553,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
18554,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
18555,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
18556,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
18557,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,NULL
18558,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
18559,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
18560,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
18561,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
18562,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
18563,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
18564,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
18565,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
18566,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
18567,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
18568,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
18569,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
18570,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
18571,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
18572,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
18573,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
18574,Water,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
18575,Water,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
18576,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
18577,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
18578,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
18579,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
18580,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
18581,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
18582,Water,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
18583,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
18584,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
18585,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
18586,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
18587,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
18588,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
18589,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
18590,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
18591,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
18592,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
18593,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Bareland
18594,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
18595,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
18596,Water,Wetland,Wetland,Water,Wetland,Wetland,Forest,Wetland
18597,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
18598,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
18599,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
18600,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
18601,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
18602,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
18603,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
18604,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
18605,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
18606,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
18607,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
18608,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
18609,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
18610,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
18611,Water,Wetland,Wetland,Water,Wetland,Water,Forest,Grassland
18612,Water,Wetland,Wetland,Water,Wetland,Water,Forest,Wetland
18613,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
18614,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
18615,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
18616,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
18617,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
18618,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
18619,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
18620,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
18621,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
18622,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Water
18623,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
18624,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Wetland
18625,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Forest
18626,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
18627,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
18628,Water,Wetland,Built-up,Water,Non_Wetland,Wetland,Grassland,Wetland
18629,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
18630,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
18631,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
18632,Water,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
18633,Water,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Water
18634,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Wetland
18635,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Water
18636,Water,Wetland,Water,NULL,Water,NULL,Wetland,Forest
18637,Water,Wetland,Water,NULL,Water,NULL,Water,Forest
18638,Water,Wetland,Water,NULL,Water,NULL,Forest,Forest
18639,Water,Wetland,Water,NULL,Water,Grassland,Grassland,Wetland
18640,Water,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
18641,Water,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
18642,Water,Wetland,Water,NULL,Water,Grassland,Water,Grassland
18643,Water,Wetland,Water,NULL,Water,Grassland,Water,Wetland
18644,Water,Wetland,Water,NULL,Water,Wetland,Grassland,Grassland
18645,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
18646,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
18647,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
18648,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
18649,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
18650,Water,Wetland,Water,NULL,Water,Bareland,Water,Grassland
18651,Water,Wetland,Water,NULL,Water,Water,Grassland,Grassland
18652,Water,Wetland,Water,NULL,Water,Water,Grassland,Wetland
18653,Water,Wetland,Water,NULL,Water,Water,Grassland,Water
18654,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
18655,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
18656,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
18657,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
18658,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
18659,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
18660,Water,Wetland,Water,NULL,Water,Water,Water,Water
18661,Water,Wetland,Water,NULL,Water,Water,Water,Forest
18662,Water,Wetland,Water,NULL,Water,Water,Forest,Grassland
18663,Water,Wetland,Water,NULL,Water,Water,Forest,Wetland
18664,Water,Wetland,Water,NULL,Water,Forest,Wetland,Forest
18665,Water,Wetland,Water,NULL,Water,Forest,Water,Forest
18666,Water,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
18667,Water,Wetland,Water,Non_Water,Water,NULL,Water,Grassland
18668,Water,Wetland,Water,Non_Water,Water,NULL,Water,Forest
18669,Water,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
18670,Water,Wetland,Water,Non_Water,Water,Wetland,NULL,Grassland
18671,Water,Wetland,Water,Non_Water,Water,Wetland,Grassland,Grassland
18672,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
18673,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
18674,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
18675,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
18676,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
18677,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
18678,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
18679,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Grassland
18680,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
18681,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Water
18682,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Forest
18683,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
18684,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
18685,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
18686,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
18687,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
18688,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
18689,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
18690,Water,Wetland,Water,Non_Water,Water,Forest,Water,Forest
18691,Water,Wetland,Water,Water,Water,NULL,Wetland,Forest
18692,Water,Wetland,Water,Water,Water,NULL,Water,Wetland
18693,Water,Wetland,Water,Water,Water,NULL,Water,Water
18694,Water,Wetland,Water,Water,Water,NULL,Water,Forest
18695,Water,Wetland,Water,Water,Water,Grassland,Grassland,Wetland
18696,Water,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
18697,Water,Wetland,Water,Water,Water,Grassland,Water,Grassland
18698,Water,Wetland,Water,Water,Water,Grassland,Water,Wetland
18699,Water,Wetland,Water,Water,Water,Grassland,Water,Forest
18700,Water,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
18701,Water,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
18702,Water,Wetland,Water,Water,Water,Wetland,Grassland,Forest
18703,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
18704,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
18705,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
18706,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
18707,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
18708,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
18709,Water,Wetland,Water,Water,Water,Wetland,Water,Water
18710,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
18711,Water,Wetland,Water,Water,Water,Bareland,Wetland,Wetland
18712,Water,Wetland,Water,Water,Water,Bareland,Water,Grassland
18713,Water,Wetland,Water,Water,Water,Bareland,Water,Wetland
18714,Water,Wetland,Water,Water,Water,Bareland,Water,Bareland
18715,Water,Wetland,Water,Water,Water,Water,Grassland,Grassland
18716,Water,Wetland,Water,Water,Water,Water,Grassland,Wetland
18717,Water,Wetland,Water,Water,Water,Water,Grassland,Water
18718,Water,Wetland,Water,Water,Water,Water,Grassland,Forest
18719,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
18720,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
18721,Water,Wetland,Water,Water,Water,Water,Wetland,Water
18722,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
18723,Water,Wetland,Water,Water,Water,Water,Built-up,Grassland
18724,Water,Wetland,Water,Water,Water,Water,Water,NULL
18725,Water,Wetland,Water,Water,Water,Water,Water,Grassland
18726,Water,Wetland,Water,Water,Water,Water,Water,Wetland
18727,Water,Wetland,Water,Water,Water,Water,Water,Bareland
18728,Water,Wetland,Water,Water,Water,Water,Water,Water
18729,Water,Wetland,Water,Water,Water,Water,Water,Forest
18730,Water,Wetland,Water,Water,Water,Water,Forest,Grassland
18731,Water,Wetland,Water,Water,Water,Water,Forest,Wetland
