Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDA_M_R
3178,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3179,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
3180,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3181,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3182,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3183,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3184,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3185,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3186,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3187,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3188,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3189,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3190,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3191,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3192,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3193,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3194,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3195,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3196,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3197,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3198,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3199,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3200,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3201,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3202,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3203,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3204,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3205,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3206,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3207,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3208,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3209,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3210,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3211,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3212,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3213,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3214,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3215,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3216,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3217,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3218,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3219,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3220,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3221,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3222,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3223,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
3224,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3225,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3226,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3227,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3228,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3229,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3230,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3231,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
3232,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
3233,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
3234,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
3235,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3236,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
3237,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3238,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3239,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3240,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
3241,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
3242,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
3243,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
3244,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3245,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3246,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3247,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3248,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
3249,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
3250,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3251,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3252,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3253,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3254,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3255,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3256,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3257,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
3258,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3259,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3260,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3261,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3262,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3263,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3264,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3265,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3266,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
3267,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3268,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3269,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3270,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3271,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
3272,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3273,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3274,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3275,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3276,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3277,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3278,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3279,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3280,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Bareland
3281,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Built-up
3282,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3283,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3284,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3285,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3286,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3287,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3288,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3289,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3290,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3291,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3292,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3293,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3294,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3295,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3296,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3297,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3298,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3299,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3300,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
3301,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3302,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3303,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
3304,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3305,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
3306,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3307,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
3308,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3309,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3310,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3311,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3312,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3313,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3314,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3315,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3316,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3317,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3318,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3319,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
3320,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3321,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
3322,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
3323,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3324,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
3325,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Bareland
3326,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3327,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3328,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3329,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3330,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3331,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3332,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3333,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3334,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
3335,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3336,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
3337,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3338,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
3339,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
3340,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
3341,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
3342,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3343,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3344,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3345,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
3346,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3347,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
3348,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
3349,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3350,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3351,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3352,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3353,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3354,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3355,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
3356,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
3357,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3358,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3359,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3360,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Bareland
3361,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
3362,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
3363,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Water
3364,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3365,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3366,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3367,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3368,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
3369,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
3370,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
3371,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3372,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
3373,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3374,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
3375,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Bareland
3376,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
3377,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
3378,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
3379,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
3380,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
3381,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
3382,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
3383,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
3384,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
3385,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
3386,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
3387,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
3388,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3389,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3390,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
3391,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3392,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3393,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3394,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3395,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
3396,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3397,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
3398,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3399,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3400,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3401,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3402,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3403,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3404,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3405,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
3406,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3407,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
3408,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3409,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
3410,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
3411,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3412,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3413,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
3414,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3415,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
3416,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
3417,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Forest
3418,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
3419,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
3420,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
3421,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3422,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
3423,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
3424,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
3425,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
3426,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3427,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
3428,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
3429,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
3430,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
3431,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
3432,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
3433,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
3434,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
3435,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
3436,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
3437,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
3438,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
3439,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
3440,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
3441,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
3442,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
3443,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
3444,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Wetland,Forest
3445,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
3446,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3447,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
3448,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
3449,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3450,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3451,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
3452,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3453,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3454,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3455,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3456,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3457,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3458,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3459,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3460,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
3461,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3462,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
3463,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3464,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3465,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3466,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3467,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3468,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3469,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3470,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3471,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3472,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3473,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
3474,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
3475,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3476,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3477,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
3478,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
3479,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3480,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
3481,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3482,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
3483,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3484,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3485,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
3486,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
3487,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3488,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3489,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3490,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Water
3491,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
3492,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
3493,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3494,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3495,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
