Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWM_M_R
5838,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5839,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5840,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
5841,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
5842,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5843,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5844,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
5845,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
5846,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
5847,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5848,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5849,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5850,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
5851,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5852,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5853,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
5854,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5855,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5856,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5857,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5858,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5859,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
5860,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
5861,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
5862,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Bareland,Forest
5863,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
5864,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
5865,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
5866,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
5867,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
5868,Forest,Forest,Cropland,Water,Non_Wetland,Water,Bareland,Water
5869,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
5870,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
5871,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
5872,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
5873,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Grassland
5874,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Water
5875,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
5876,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
5877,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
5878,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
5879,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
5880,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
5881,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
5882,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Bareland,NULL
5883,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
5884,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
5885,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
5886,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
5887,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
5888,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
5889,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5890,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
5891,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5892,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
5893,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Water
5894,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
5895,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
5896,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
5897,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
5898,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
5899,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
5900,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
5901,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,NULL
5902,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5903,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5904,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5905,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
5906,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
5907,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5908,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,NULL
5909,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
5910,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
5911,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
5912,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
5913,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
5914,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
5915,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,NULL
5916,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
5917,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Bareland
5918,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Water
5919,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
5920,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
5921,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
5922,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
5923,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Grassland
5924,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Bareland
5925,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Water
5926,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
5927,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
5928,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
5929,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
5930,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
5931,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
5932,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
5933,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
5934,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Grassland
5935,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Bareland
5936,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Water
5937,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
5938,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
5939,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
5940,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
5941,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
5942,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
5943,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
5944,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5945,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
5946,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
5947,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
5948,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5949,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
5950,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5951,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
5952,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
5953,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
5954,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
5955,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
5956,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
5957,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
5958,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
5959,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
5960,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5961,Forest,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Water
5962,Forest,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Forest
5963,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
5964,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
5965,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
5966,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5967,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
5968,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
5969,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5970,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
5971,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
5972,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Grassland
5973,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Forest
5974,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
5975,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
5976,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
5977,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
5978,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Grassland
5979,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Forest
5980,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
5981,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
5982,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
5983,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Bareland
5984,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Water
5985,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
5986,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
5987,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Water
5988,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
5989,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
5990,Forest,Forest,Wetland,Water,Wetland,Water,Bareland,Water
5991,Forest,Forest,Wetland,Water,Wetland,Water,Bareland,Forest
5992,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
5993,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
5994,Forest,Forest,Wetland,Water,Wetland,Forest,Shrubland,Forest
5995,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
5996,Forest,Forest,Wetland,Water,Wetland,Forest,Bareland,Forest
5997,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
5998,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
5999,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
6000,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
6001,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
6002,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
6003,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
6004,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Bareland,Forest
6005,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
6006,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6007,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Water
6008,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
6009,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
6010,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
6011,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
6012,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
6013,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
6014,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
6015,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
6016,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
6017,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6018,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6019,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6020,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6021,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6022,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6023,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6024,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
6025,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
6026,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6027,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
6028,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6029,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6030,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
6031,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6032,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6033,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
6034,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
6035,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
6036,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
6037,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
6038,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6039,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
6040,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6041,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6042,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6043,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
6044,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6045,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
6046,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
6047,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6048,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6049,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
6050,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
6051,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
6052,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
6053,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
6054,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
6055,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
6056,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
6057,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
6058,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
6059,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
6060,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
6061,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
6062,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
6063,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
6064,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
6065,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
6066,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
6067,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
6068,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Grassland
6069,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Water
6070,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
6071,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
6072,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
6073,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
6074,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
6075,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6076,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Forest
6077,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
6078,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6079,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Forest
6080,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
6081,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6082,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6083,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6084,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
6085,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6086,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
6087,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
6088,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
6089,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
6090,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6091,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Bareland,Forest
6092,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
6093,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
6094,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Bareland,Forest
6095,Forest,Forest,Bareland,Water,Non_Wetland,Shrubland,Forest,Forest
6096,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
6097,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
6098,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
6099,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
6100,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
6101,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Water
6102,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Forest
6103,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
6104,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Forest,Water
6105,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
6106,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
6107,Forest,Forest,Bareland,Water,Non_Wetland,Water,Bareland,Water
6108,Forest,Forest,Bareland,Water,Non_Wetland,Water,Bareland,Forest
6109,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
6110,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
6111,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Bareland,Forest
6112,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
6113,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
6114,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
6115,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
6116,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6117,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
6118,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
6119,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
6120,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6121,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
6122,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
6123,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
6124,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
6125,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6126,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6127,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
6128,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6129,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
6130,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
6131,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
6132,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
6133,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6134,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6135,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6136,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
6137,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
6138,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
6139,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
6140,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
6141,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
6142,Forest,Forest,Water,NULL,Water,NULL,Bareland,Forest
6143,Forest,Forest,Water,NULL,Water,NULL,Water,Water
6144,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
6145,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
6146,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
6147,Forest,Forest,Water,NULL,Water,Grassland,Bareland,Grassland
6148,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
6149,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Grassland
6150,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Bareland
6151,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Water
6152,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Forest
6153,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
6154,Forest,Forest,Water,NULL,Water,Bareland,Forest,Water
6155,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
6156,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
6157,Forest,Forest,Water,NULL,Water,Water,Bareland,Water
6158,Forest,Forest,Water,NULL,Water,Water,Bareland,Forest
6159,Forest,Forest,Water,NULL,Water,Water,Water,Water
6160,Forest,Forest,Water,NULL,Water,Water,Water,Forest
6161,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
6162,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
6163,Forest,Forest,Water,NULL,Water,Forest,Bareland,Forest
6164,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
6165,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
6166,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
6167,Forest,Forest,Water,Non_Water,Water,NULL,Bareland,Forest
6168,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
6169,Forest,Forest,Water,Non_Water,Water,Grassland,Bareland,Forest
6170,Forest,Forest,Water,Non_Water,Water,Bareland,Bareland,Grassland
6171,Forest,Forest,Water,Non_Water,Water,Bareland,Bareland,Water
6172,Forest,Forest,Water,Non_Water,Water,Bareland,Bareland,Forest
