Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MEN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MEN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MEN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MEN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MEN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MEN_M_R
2944,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2945,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
2946,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
2947,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2948,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Grassland
2949,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
2950,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
2951,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Grassland
2952,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2953,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Water
2954,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
2955,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2956,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Bareland
2957,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
2958,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2959,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
2960,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Bareland
2961,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
2962,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2963,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
2964,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Water
2965,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
2966,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Grassland
2967,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
2968,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
2969,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2970,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Water
2971,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
2972,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2973,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2974,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Bareland
2975,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2976,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2977,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2978,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2979,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
2980,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2981,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
2982,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
2983,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
2984,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2985,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Water
2986,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2987,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
2988,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
2989,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
2990,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Bareland
2991,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
2992,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
2993,Forest,Forest,Wetland,Water,Wetland,Built-up,Built-up,Water
2994,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
2995,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
2996,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Water
2997,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
2998,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
2999,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Bareland
3000,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
3001,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
3002,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
3003,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
3004,Forest,Forest,Wetland,Water,Wetland,Water,Water,Bareland
3005,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
3006,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
3007,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
3008,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
3009,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
3010,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
3011,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
3012,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
3013,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Grassland
3014,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
3015,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
3016,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
3017,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
3018,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
3019,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Water,Forest
3020,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
3021,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
3022,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3023,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,Wetland,Forest
3024,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3025,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
3026,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3027,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3028,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3029,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3030,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3031,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3032,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3033,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3034,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3035,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
3036,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3037,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3038,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3039,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3040,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
3041,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3042,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3043,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3044,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3045,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
3046,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3047,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
3048,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,NULL,Forest
3049,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3050,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3051,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3052,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3053,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
3054,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
3055,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
3056,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3057,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
3058,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3059,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3060,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3061,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3062,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3063,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3064,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3065,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
3066,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3067,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3068,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3069,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
3070,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3071,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3072,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3073,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3074,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3075,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3076,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3077,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3078,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3079,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3080,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3081,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3082,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3083,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3084,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
3085,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
3086,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
3087,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
3088,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Water
3089,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
3090,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Water
3091,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
3092,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
3093,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
3094,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
3095,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Water
3096,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
3097,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3098,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
3099,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3100,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3101,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3102,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
3103,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
3104,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Water
3105,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Forest
3106,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3107,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
3108,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3109,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
3110,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
3111,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
3112,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Water
3113,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
3114,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Water
3115,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
3116,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3117,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3118,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3119,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3120,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3121,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3122,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3123,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3124,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3125,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3126,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
3127,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3128,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3129,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
3130,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3131,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3132,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
3133,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3134,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
3135,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3136,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3137,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3138,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3139,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3140,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
3141,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
3142,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
3143,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3144,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
3145,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
3146,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3147,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3148,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3149,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
3150,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3151,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3152,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3153,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Forest
3154,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
3155,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
3156,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
3157,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Bareland,Forest
3158,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
3159,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
3160,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3161,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
3162,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
3163,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
3164,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Water
3165,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Forest
3166,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
3167,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
3168,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
3169,Forest,Forest,Water,NULL,Water,NULL,Water,Water
3170,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
3171,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
3172,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
3173,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
3174,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
3175,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
3176,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Water
3177,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
3178,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
3179,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
3180,Forest,Forest,Water,NULL,Water,Grassland,Forest,Water
3181,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
3182,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
3183,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
3184,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
3185,Forest,Forest,Water,NULL,Water,Wetland,Water,Grassland
3186,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
3187,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
3188,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
3189,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
3190,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
3191,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
3192,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
3193,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
3194,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
3195,Forest,Forest,Water,NULL,Water,Water,Water,Water
3196,Forest,Forest,Water,NULL,Water,Water,Water,Forest
3197,Forest,Forest,Water,NULL,Water,Water,Forest,Water
3198,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
3199,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
3200,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
3201,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
3202,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
3203,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
3204,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Grassland
3205,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
3206,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
3207,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
3208,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
3209,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
3210,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
3211,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
3212,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
3213,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Grassland
3214,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Water
3215,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
3216,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
3217,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
3218,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
3219,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
3220,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
3221,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
3222,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
3223,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
3224,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Grassland
3225,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
3226,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
3227,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
3228,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
3229,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
3230,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
3231,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
3232,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
3233,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
3234,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
3235,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
3236,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
3237,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
3238,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
3239,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
3240,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
3241,Forest,Forest,Water,Water,Water,NULL,Water,Water
3242,Forest,Forest,Water,Water,Water,NULL,Water,Forest
3243,Forest,Forest,Water,Water,Water,NULL,Forest,Water
3244,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
3245,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
3246,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
3247,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
3248,Forest,Forest,Water,Water,Water,Grassland,Water,Grassland
3249,Forest,Forest,Water,Water,Water,Grassland,Water,Water
3250,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
3251,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
3252,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
3253,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
3254,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
3255,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
3256,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
3257,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
3258,Forest,Forest,Water,Water,Water,Wetland,Water,Water
3259,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
3260,Forest,Forest,Water,Water,Water,Wetland,Forest,Grassland
3261,Forest,Forest,Water,Water,Water,Wetland,Forest,Water
3262,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
3263,Forest,Forest,Water,Water,Water,Bareland,Wetland,Grassland
3264,Forest,Forest,Water,Water,Water,Bareland,Wetland,Water
3265,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
3266,Forest,Forest,Water,Water,Water,Bareland,Water,Grassland
3267,Forest,Forest,Water,Water,Water,Bareland,Water,Bareland
3268,Forest,Forest,Water,Water,Water,Bareland,Water,Water
3269,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
3270,Forest,Forest,Water,Water,Water,Water,Grassland,Water
3271,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
3272,Forest,Forest,Water,Water,Water,Water,Wetland,Water
3273,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
3274,Forest,Forest,Water,Water,Water,Water,Water,Grassland
3275,Forest,Forest,Water,Water,Water,Water,Water,Wetland
3276,Forest,Forest,Water,Water,Water,Water,Water,Bareland
3277,Forest,Forest,Water,Water,Water,Water,Water,Water
3278,Forest,Forest,Water,Water,Water,Water,Water,Forest
3279,Forest,Forest,Water,Water,Water,Water,Forest,Grassland
3280,Forest,Forest,Water,Water,Water,Water,Forest,Water
