Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNG_M_R
2762,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2763,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2764,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2765,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2766,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
2767,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2768,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2769,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2770,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2771,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
2772,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2773,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2774,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2775,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2776,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2777,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2778,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
2779,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
2780,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2781,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
2782,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2783,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2784,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2785,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
2786,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
2787,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2788,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2789,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2790,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2791,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2792,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2793,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2794,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
2795,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
2796,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2797,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2798,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2799,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
2800,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2801,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2802,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2803,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2804,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2805,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
2806,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2807,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
2808,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2809,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2810,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2811,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2812,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2813,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2814,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2815,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2816,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2817,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2818,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
2819,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2820,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
2821,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
2822,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2823,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
2824,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Water
2825,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Forest
2826,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2827,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
2828,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2829,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
2830,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
2831,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
2832,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2833,Forest,Forest,Wetland,Water,Wetland,Cropland,Wetland,Forest
2834,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
2835,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2836,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2837,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2838,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2839,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2840,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
2841,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2842,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Wetland
2843,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
2844,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
2845,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2846,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2847,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
2848,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
2849,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
2850,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
2851,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2852,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2853,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
2854,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2855,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2856,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
2857,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2858,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2859,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2860,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
2861,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
2862,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Water
2863,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
2864,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
2865,Forest,Forest,Water,NULL,Water,Wetland,NULL,Forest
2866,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Grassland
2867,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Wetland
2868,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
2869,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
2870,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2871,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
2872,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
2873,Forest,Forest,Water,NULL,Water,Wetland,Forest,Grassland
2874,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
2875,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
2876,Forest,Forest,Water,NULL,Water,Water,Grassland,Grassland
2877,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
2878,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
2879,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2880,Forest,Forest,Water,NULL,Water,Water,Water,Water
2881,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2882,Forest,Forest,Water,NULL,Water,Water,Forest,Grassland
2883,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
2884,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
2885,Forest,Forest,Water,NULL,Water,Forest,Grassland,Grassland
2886,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
2887,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2888,Forest,Forest,Water,NULL,Water,Forest,Water,Grassland
2889,Forest,Forest,Water,NULL,Water,Forest,Water,Water
2890,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2891,Forest,Forest,Water,NULL,Water,Forest,Forest,Grassland
2892,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2893,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Grassland
2894,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2895,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
2896,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2897,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
2898,Forest,Forest,Water,Non_Water,Water,Shrubland,Wetland,Grassland
2899,Forest,Forest,Water,Non_Water,Water,Shrubland,Wetland,Forest
2900,Forest,Forest,Water,Non_Water,Water,Shrubland,Water,Grassland
2901,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
2902,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
2903,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
2904,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Grassland
2905,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
2906,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2907,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
2908,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
2909,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
2910,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
2911,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
2912,Forest,Forest,Water,Non_Water,Water,Forest,Grassland,Forest
2913,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
2914,Forest,Forest,Water,Water,Water,NULL,Grassland,NULL
2915,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
2916,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
2917,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2918,Forest,Forest,Water,Water,Water,NULL,Water,Water
2919,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2920,Forest,Forest,Water,Water,Water,NULL,Forest,Water
2921,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
2922,Forest,Forest,Water,Water,Water,Shrubland,Wetland,Grassland
2923,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
2924,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
2925,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
2926,Forest,Forest,Water,Water,Water,Grassland,Water,Grassland
2927,Forest,Forest,Water,Water,Water,Grassland,Water,Wetland
2928,Forest,Forest,Water,Water,Water,Grassland,Water,Bareland
2929,Forest,Forest,Water,Water,Water,Grassland,Water,Water
2930,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
2931,Forest,Forest,Water,Water,Water,Cropland,Wetland,Forest
2932,Forest,Forest,Water,Water,Water,Wetland,Grassland,Forest
2933,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2934,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
2935,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
2936,Forest,Forest,Water,Water,Water,Wetland,Water,Bareland
2937,Forest,Forest,Water,Water,Water,Wetland,Water,Water
2938,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
2939,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
2940,Forest,Forest,Water,Water,Water,Water,Grassland,Forest
2941,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
2942,Forest,Forest,Water,Water,Water,Water,Wetland,Wetland
2943,Forest,Forest,Water,Water,Water,Water,Wetland,Water
2944,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
2945,Forest,Forest,Water,Water,Water,Water,Water,Grassland
2946,Forest,Forest,Water,Water,Water,Water,Water,Water
2947,Forest,Forest,Water,Water,Water,Water,Water,Forest
2948,Forest,Forest,Water,Water,Water,Water,Forest,Water
2949,Forest,Forest,Water,Water,Water,Water,Forest,Forest
2950,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2951,Forest,Forest,Water,Water,Water,Forest,Water,Water
2952,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2953,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
2954,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2955,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2956,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2957,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2958,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2959,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2960,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2961,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2962,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2963,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
2964,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2965,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2966,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2967,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2968,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2969,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2970,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2971,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2972,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2973,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2974,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2975,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2976,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2977,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2978,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2979,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2980,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2981,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
2982,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
2983,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2984,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2985,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2986,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2987,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2988,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2989,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2990,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
2991,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2992,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
2993,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
2994,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
2995,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2996,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2997,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2998,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2999,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3000,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3001,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3002,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3003,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3004,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3005,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3006,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3007,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3008,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3009,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
3010,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3011,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3012,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3013,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
3014,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3015,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3016,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3017,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3018,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3019,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
3020,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3021,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3022,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3023,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
3024,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3025,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
3026,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3027,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Wetland
3028,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
3029,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3030,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3031,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3032,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
3033,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3034,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
3035,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3036,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
3037,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3038,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3039,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3040,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3041,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Grassland
3042,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
3043,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
3044,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3045,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3046,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
3047,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
3048,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
3049,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3050,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
3051,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3052,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3053,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
3054,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3055,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3056,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3057,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3058,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3059,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
3060,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3061,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3062,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
3063,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
3064,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3065,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3066,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3067,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3068,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3069,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3070,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3071,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3072,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3073,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
3074,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3075,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3076,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
3077,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3078,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3079,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3080,Forest,Forest,Forest,Water,Non_Wetland,NULL,Grassland,Forest
3081,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
3082,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
3083,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3084,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
3085,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
3086,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
3087,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
3088,Forest,Forest,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
3089,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3090,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Water
3091,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Water
3092,Forest,Forest,Forest,Water,Non_Wetland,Cropland,Wetland,Forest
3093,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
3094,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3095,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3096,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3097,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Bareland
3098,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
3099,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Water
3100,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
3101,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3102,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
3103,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
