Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFR_M_R
3171,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3172,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
3173,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3174,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3175,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3176,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3177,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3178,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
3179,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3180,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3181,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3182,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3183,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
3184,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
3185,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3186,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3187,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Water
3188,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
3189,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
3190,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3191,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3192,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3193,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3194,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
3195,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Water
3196,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
3197,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3198,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Bareland
3199,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
3200,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
3201,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3202,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Grassland
3203,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
3204,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3205,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Grassland
3206,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
3207,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3208,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
3209,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3210,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
3211,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3212,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Water
3213,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Forest
3214,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
3215,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3216,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
3217,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3218,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
3219,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3220,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3221,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
3222,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
3223,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3224,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3225,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3226,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
3227,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3228,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3229,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3230,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
3231,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
3232,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3233,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3234,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3235,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
3236,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3237,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3238,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3239,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3240,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
3241,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3242,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Bareland,Forest
3243,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
3244,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
3245,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
3246,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
3247,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
3248,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Water
3249,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
3250,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
3251,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
3252,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
3253,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
3254,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Water
3255,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
3256,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3257,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
3258,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3259,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Bareland,Water
3260,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Bareland,Forest
3261,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3262,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3263,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
3264,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
3265,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
3266,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3267,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
3268,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Water
3269,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Forest
3270,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3271,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
3272,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3273,Forest,Forest,Bareland,Water,Non_Wetland,Water,Bareland,Water
3274,Forest,Forest,Bareland,Water,Non_Wetland,Water,Bareland,Forest
3275,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
3276,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
3277,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
3278,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Water
3279,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
3280,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Water
3281,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
3282,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Water
3283,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
3284,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3285,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3286,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3287,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3288,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3289,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3290,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3291,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3292,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3293,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3294,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
3295,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3296,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3297,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3298,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
3299,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3300,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3301,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3302,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
3303,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3304,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
3305,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3306,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
3307,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
3308,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
3309,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
3310,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3311,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Water
3312,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
3313,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
3314,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3315,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3316,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
3317,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3318,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
3319,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
3320,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
3321,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
3322,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
3323,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Water
3324,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
3325,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
3326,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Wetland,Forest
3327,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Water,Forest
3328,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Water,Forest
3329,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Forest
3330,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
3331,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Water
3332,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Water
3333,Forest,Forest,Built-up,Water,Non_Wetland,Forest,Forest,Forest
3334,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
3335,Forest,Forest,Water,NULL,Water,NULL,Bareland,Forest
3336,Forest,Forest,Water,NULL,Water,NULL,Water,Grassland
3337,Forest,Forest,Water,NULL,Water,NULL,Water,Water
3338,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
3339,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
3340,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Water
3341,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
3342,Forest,Forest,Water,NULL,Water,Grassland,Bareland,Forest
3343,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
3344,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
3345,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
3346,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
3347,Forest,Forest,Water,NULL,Water,Wetland,Water,Grassland
3348,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
3349,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
3350,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Forest
3351,Forest,Forest,Water,NULL,Water,Bareland,Water,Water
3352,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
3353,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
3354,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
3355,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
3356,Forest,Forest,Water,NULL,Water,Water,Bareland,Water
3357,Forest,Forest,Water,NULL,Water,Water,Bareland,Forest
3358,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
3359,Forest,Forest,Water,NULL,Water,Water,Water,Water
3360,Forest,Forest,Water,NULL,Water,Water,Water,Forest
3361,Forest,Forest,Water,NULL,Water,Water,Forest,Water
3362,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
3363,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
3364,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
3365,Forest,Forest,Water,NULL,Water,Forest,Bareland,Forest
3366,Forest,Forest,Water,NULL,Water,Forest,Water,Water
3367,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
3368,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
3369,Forest,Forest,Water,Non_Water,Water,NULL,Grassland,Grassland
3370,Forest,Forest,Water,Non_Water,Water,NULL,Grassland,Forest
3371,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
3372,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
3373,Forest,Forest,Water,Non_Water,Water,NULL,Water,Grassland
3374,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
3375,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
3376,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
3377,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
3378,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
3379,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
3380,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Grassland
3381,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Water
3382,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
3383,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
3384,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
3385,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
3386,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
3387,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Water
3388,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
3389,Forest,Forest,Water,Non_Water,Water,Bareland,Bareland,Water
3390,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Grassland
3391,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Water
3392,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
3393,Forest,Forest,Water,Non_Water,Water,Bareland,Forest,Forest
3394,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
3395,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
3396,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
3397,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
3398,Forest,Forest,Water,Non_Water,Water,Water,Water,Wetland
3399,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
3400,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
3401,Forest,Forest,Water,Non_Water,Water,Forest,Grassland,Forest
3402,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
3403,Forest,Forest,Water,Non_Water,Water,Forest,Bareland,Forest
3404,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
3405,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
3406,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
3407,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
3408,Forest,Forest,Water,Water,Water,NULL,Bareland,Forest
3409,Forest,Forest,Water,Water,Water,NULL,Water,Water
3410,Forest,Forest,Water,Water,Water,NULL,Water,Forest
3411,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
3412,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
3413,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
3414,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
3415,Forest,Forest,Water,Water,Water,Grassland,Water,Grassland
3416,Forest,Forest,Water,Water,Water,Grassland,Water,Water
3417,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
3418,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
3419,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
3420,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
3421,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
3422,Forest,Forest,Water,Water,Water,Wetland,Water,Water
3423,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
3424,Forest,Forest,Water,Water,Water,Bareland,Wetland,Water
3425,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
3426,Forest,Forest,Water,Water,Water,Bareland,Bareland,Grassland
3427,Forest,Forest,Water,Water,Water,Bareland,Water,Grassland
3428,Forest,Forest,Water,Water,Water,Bareland,Water,Water
3429,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
3430,Forest,Forest,Water,Water,Water,Bareland,Forest,Forest
3431,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
3432,Forest,Forest,Water,Water,Water,Water,Wetland,Water
3433,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
3434,Forest,Forest,Water,Water,Water,Water,Bareland,Water
3435,Forest,Forest,Water,Water,Water,Water,Bareland,Forest
3436,Forest,Forest,Water,Water,Water,Water,Water,Grassland
3437,Forest,Forest,Water,Water,Water,Water,Water,Bareland
3438,Forest,Forest,Water,Water,Water,Water,Water,Water
3439,Forest,Forest,Water,Water,Water,Water,Water,Forest
3440,Forest,Forest,Water,Water,Water,Water,Forest,Forest
3441,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
3442,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
3443,Forest,Forest,Water,Water,Water,Forest,Bareland,Forest
3444,Forest,Forest,Water,Water,Water,Forest,Water,Water
3445,Forest,Forest,Water,Water,Water,Forest,Water,Forest
3446,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
3447,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3448,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3449,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3450,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3451,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3452,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
3453,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Water
3454,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3455,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
3456,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
3457,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
3458,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3459,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3460,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3461,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3462,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3463,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3464,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3465,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3466,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3467,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3468,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Water
3469,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3470,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3471,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3472,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3473,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3474,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3475,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3476,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3477,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3478,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3479,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3480,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3481,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
3482,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3483,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3484,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3485,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3486,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3487,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3488,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3489,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3490,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
3491,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3492,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3493,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3494,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3495,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3496,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3497,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3498,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3499,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3500,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
3501,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3502,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3503,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
