Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLV_M_R
4842,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Wetland
4843,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
4844,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Wetland
4845,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4846,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
4847,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4848,Forest,Forest,Wetland,NULL,NULL,NULL,Wetland,Wetland
4849,Forest,Forest,Wetland,NULL,NULL,NULL,Water,Wetland
4850,Forest,Forest,Wetland,NULL,NULL,NULL,Forest,Wetland
4851,Forest,Forest,Wetland,NULL,NULL,Grassland,Grassland,Grassland
4852,Forest,Forest,Wetland,NULL,NULL,Grassland,Wetland,Grassland
4853,Forest,Forest,Wetland,NULL,NULL,Grassland,Wetland,Wetland
4854,Forest,Forest,Wetland,NULL,NULL,Grassland,Water,Grassland
4855,Forest,Forest,Wetland,NULL,NULL,Grassland,Water,Wetland
4856,Forest,Forest,Wetland,NULL,NULL,Grassland,Forest,Wetland
4857,Forest,Forest,Wetland,NULL,NULL,Wetland,Grassland,Grassland
4858,Forest,Forest,Wetland,NULL,NULL,Wetland,Grassland,Wetland
4859,Forest,Forest,Wetland,NULL,NULL,Wetland,Wetland,Wetland
4860,Forest,Forest,Wetland,NULL,NULL,Wetland,Bareland,Wetland
4861,Forest,Forest,Wetland,NULL,NULL,Wetland,Water,Wetland
4862,Forest,Forest,Wetland,NULL,NULL,Wetland,Forest,Wetland
4863,Forest,Forest,Wetland,NULL,NULL,Wetland,Forest,Forest
4864,Forest,Forest,Wetland,NULL,NULL,Bareland,Grassland,Grassland
4865,Forest,Forest,Wetland,NULL,NULL,Bareland,Grassland,Wetland
4866,Forest,Forest,Wetland,NULL,NULL,Bareland,Grassland,Forest
4867,Forest,Forest,Wetland,NULL,NULL,Bareland,Wetland,Wetland
4868,Forest,Forest,Wetland,NULL,NULL,Bareland,Wetland,Forest
4869,Forest,Forest,Wetland,NULL,NULL,Bareland,Bareland,Grassland
4870,Forest,Forest,Wetland,NULL,NULL,Bareland,Bareland,Bareland
4871,Forest,Forest,Wetland,NULL,NULL,Bareland,Water,Grassland
4872,Forest,Forest,Wetland,NULL,NULL,Bareland,Water,Bareland
4873,Forest,Forest,Wetland,NULL,NULL,Bareland,Forest,Grassland
4874,Forest,Forest,Wetland,NULL,NULL,Bareland,Forest,Wetland
4875,Forest,Forest,Wetland,NULL,NULL,Bareland,Forest,Forest
4876,Forest,Forest,Wetland,NULL,NULL,Water,Wetland,Water
4877,Forest,Forest,Wetland,NULL,NULL,Water,Water,Wetland
4878,Forest,Forest,Wetland,NULL,NULL,Water,Forest,Wetland
4879,Forest,Forest,Wetland,NULL,NULL,Forest,Grassland,Wetland
4880,Forest,Forest,Wetland,NULL,NULL,Forest,Wetland,Wetland
4881,Forest,Forest,Wetland,NULL,NULL,Forest,Wetland,Forest
4882,Forest,Forest,Wetland,NULL,NULL,Forest,Bareland,Grassland
4883,Forest,Forest,Wetland,NULL,NULL,Forest,Water,Wetland
4884,Forest,Forest,Wetland,NULL,NULL,Forest,Forest,Wetland
4885,Forest,Forest,Wetland,NULL,NULL,Forest,Forest,Forest
4886,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
4887,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
4888,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
4889,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4890,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Wetland
4891,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
4892,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
4893,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4894,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4895,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Bareland
4896,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
4897,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4898,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Grassland
4899,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Wetland
4900,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
4901,Forest,Forest,Wetland,NULL,Wetland,NULL,Built-up,Grassland
4902,Forest,Forest,Wetland,NULL,Wetland,NULL,Built-up,Wetland
4903,Forest,Forest,Wetland,NULL,Wetland,NULL,Built-up,Forest
4904,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
4905,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
4906,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
4907,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
4908,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
4909,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
4910,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
4911,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4912,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4913,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4914,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
4915,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4916,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
4917,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4918,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4919,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
4920,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Built-up
4921,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
4922,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4923,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
4924,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
4925,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Bareland
4926,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Water
4927,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4928,Forest,Forest,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
4929,Forest,Forest,Wetland,NULL,Wetland,Grassland,Built-up,Wetland
4930,Forest,Forest,Wetland,NULL,Wetland,Grassland,Built-up,Forest
4931,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
4932,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
4933,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Bareland
4934,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Built-up
4935,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
4936,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
4937,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
4938,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4939,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
4940,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Bareland
4941,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
4942,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
4943,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4944,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4945,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4946,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4947,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4948,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4949,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
4950,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
4951,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
4952,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4953,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
4954,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
4955,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
4956,Forest,Forest,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
4957,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
4958,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
4959,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Built-up
4960,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
4961,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4962,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4963,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4964,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Bareland
4965,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
4966,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
4967,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Grassland
4968,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4969,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
4970,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4971,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4972,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
4973,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
4974,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
4975,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
4976,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4977,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4978,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
4979,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
4980,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
4981,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4982,Forest,Forest,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
4983,Forest,Forest,Wetland,NULL,Wetland,Bareland,Built-up,Wetland
4984,Forest,Forest,Wetland,NULL,Wetland,Bareland,Built-up,Forest
4985,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
4986,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Wetland
4987,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Bareland
4988,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
4989,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
4990,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
4991,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Wetland
4992,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Bareland
4993,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
4994,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
4995,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
4996,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
4997,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
4998,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Bareland
4999,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
5000,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
5001,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Grassland
5002,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Wetland
5003,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
5004,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
5005,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
5006,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
5007,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Wetland
5008,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
5009,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
5010,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Wetland
5011,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Bareland
5012,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
5013,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
5014,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
5015,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Bareland
5016,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
5017,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
5018,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Grassland
5019,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Wetland
5020,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Bareland
5021,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
5022,Forest,Forest,Wetland,NULL,Wetland,Forest,Built-up,Grassland
5023,Forest,Forest,Wetland,NULL,Wetland,Forest,Built-up,Wetland
5024,Forest,Forest,Wetland,NULL,Wetland,Forest,Built-up,Forest
5025,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Grassland
5026,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Wetland
5027,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Bareland
5028,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
5029,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
5030,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
5031,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
5032,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Bareland
5033,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
5034,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
5035,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Wetland
5036,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
5037,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
5038,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
5039,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5040,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Wetland
5041,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
5042,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5043,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
5044,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5045,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5046,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5047,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5048,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5049,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5050,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Water
5051,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Wetland
5052,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
5053,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
5054,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
5055,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Wetland
5056,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
5057,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5058,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5059,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5060,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
5061,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5062,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5063,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5064,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
5065,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5066,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
5067,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5068,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
5069,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5070,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
5071,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
5072,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Wetland
5073,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
5074,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
5075,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Wetland
5076,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
5077,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Wetland
5078,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Grassland
5079,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Wetland
5080,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
5081,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Grassland
5082,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
5083,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Wetland
5084,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5085,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
5086,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
5087,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Wetland
5088,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5089,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5090,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5091,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
5092,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
5093,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5094,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Wetland
5095,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
5096,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,Wetland
5097,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
5098,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Wetland
5099,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
5100,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
5101,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
5102,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
5103,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
5104,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Wetland
5105,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5106,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5107,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
5108,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Wetland
5109,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
5110,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
5111,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5112,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5113,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
5114,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
5115,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Wetland
5116,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
5117,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
5118,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Wetland
5119,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
5120,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
5121,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Wetland
5122,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Wetland
5123,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Water
5124,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
5125,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Wetland
5126,Forest,Forest,Water,NULL,NULL,NULL,Wetland,Wetland
5127,Forest,Forest,Water,NULL,NULL,NULL,Water,Wetland
5128,Forest,Forest,Water,NULL,NULL,NULL,Forest,Wetland
5129,Forest,Forest,Water,NULL,NULL,Grassland,Bareland,Grassland
5130,Forest,Forest,Water,NULL,NULL,Wetland,Wetland,Wetland
5131,Forest,Forest,Water,NULL,NULL,Wetland,Wetland,Water
5132,Forest,Forest,Water,NULL,NULL,Wetland,Water,Wetland
5133,Forest,Forest,Water,NULL,NULL,Wetland,Forest,Wetland
5134,Forest,Forest,Water,NULL,NULL,Wetland,Forest,Water
5135,Forest,Forest,Water,NULL,NULL,Bareland,Grassland,Wetland
5136,Forest,Forest,Water,NULL,NULL,Bareland,Bareland,Water
5137,Forest,Forest,Water,NULL,NULL,Bareland,Forest,Wetland
5138,Forest,Forest,Water,NULL,NULL,Water,Wetland,Wetland
5139,Forest,Forest,Water,NULL,NULL,Water,Wetland,Water
5140,Forest,Forest,Water,NULL,NULL,Water,Water,Wetland
5141,Forest,Forest,Water,NULL,NULL,Water,Water,Water
5142,Forest,Forest,Water,NULL,NULL,Forest,Wetland,Wetland
5143,Forest,Forest,Water,NULL,NULL,Forest,Wetland,Water
5144,Forest,Forest,Water,NULL,NULL,Forest,Water,Wetland
5145,Forest,Forest,Water,NULL,NULL,Forest,Water,Bareland
5146,Forest,Forest,Water,NULL,NULL,Forest,Water,Water
5147,Forest,Forest,Water,NULL,NULL,Forest,Forest,Wetland
5148,Forest,Forest,Water,NULL,Water,NULL,Grassland,Wetland
5149,Forest,Forest,Water,NULL,Water,NULL,Wetland,Wetland
5150,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
5151,Forest,Forest,Water,NULL,Water,NULL,Water,Wetland
5152,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Wetland
5153,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
5154,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
5155,Forest,Forest,Water,NULL,Water,Wetland,Water,Wetland
5156,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
5157,Forest,Forest,Water,NULL,Water,Wetland,Forest,Wetland
5158,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Wetland
5159,Forest,Forest,Water,NULL,Water,Water,Wetland,Wetland
5160,Forest,Forest,Water,NULL,Water,Water,Water,Wetland
5161,Forest,Forest,Water,NULL,Water,Water,Water,Water
5162,Forest,Forest,Water,NULL,Water,Forest,Grassland,Wetland
5163,Forest,Forest,Water,NULL,Water,Forest,Wetland,Wetland
5164,Forest,Forest,Water,NULL,Water,Forest,Water,Grassland
5165,Forest,Forest,Water,NULL,Water,Forest,Water,Wetland
5166,Forest,Forest,Water,NULL,Water,Forest,Forest,Wetland
5167,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5168,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
5169,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5170,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5171,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
5172,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
5173,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5174,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
5175,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5176,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5177,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5178,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5179,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5180,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5181,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5182,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5183,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
5184,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5185,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5186,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5187,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
