Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBD_M_R
9695,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
9696,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
9697,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
9698,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
9699,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
9700,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
9701,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
9702,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9703,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
9704,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
9705,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9706,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9707,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9708,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9709,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9710,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9711,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
9712,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9713,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9714,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9715,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9716,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
9717,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9718,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
9719,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
9720,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
9721,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9722,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
9723,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
9724,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
9725,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
9726,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
9727,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9728,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9729,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
9730,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9731,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
9732,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9733,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
9734,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
9735,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
9736,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
9737,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
9738,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
9739,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
9740,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
9741,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
9742,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
9743,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
9744,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
9745,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
9746,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
9747,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
9748,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
9749,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
9750,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
9751,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
9752,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
9753,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9754,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9755,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9756,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
9757,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9758,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
9759,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
9760,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
9761,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
9762,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9763,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
9764,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9765,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9766,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9767,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
9768,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9769,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
9770,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
9771,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
9772,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
9773,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
9774,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
9775,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
9776,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
9777,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
9778,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
9779,Forest,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
9780,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
9781,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
9782,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
9783,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
9784,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
9785,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
9786,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
9787,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
9788,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
9789,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
9790,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
9791,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
9792,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
9793,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
9794,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
9795,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
9796,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
9797,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
9798,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
9799,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
9800,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
9801,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
9802,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
9803,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
9804,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
9805,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
9806,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
9807,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9808,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
9809,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
9810,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
9811,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9812,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
9813,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9814,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9815,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9816,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9817,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9818,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
9819,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9820,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
9821,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
9822,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9823,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Bareland
9824,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
9825,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9826,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9827,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
9828,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9829,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
9830,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
9831,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
9832,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
9833,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
9834,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Bareland
9835,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
9836,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
9837,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
9838,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
9839,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9840,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
9841,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
9842,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
9843,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
9844,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
9845,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
9846,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
9847,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
9848,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
9849,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
9850,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
9851,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
9852,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
9853,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
9854,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9855,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9856,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
9857,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
9858,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
9859,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
9860,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
9861,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
9862,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
9863,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
9864,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
9865,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
9866,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
9867,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
9868,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
9869,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
9870,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
9871,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
9872,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
9873,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
9874,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
9875,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
9876,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
9877,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
9878,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
9879,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
9880,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
9881,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
9882,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
9883,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
9884,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
9885,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
9886,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
9887,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9888,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
9889,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
9890,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
9891,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
9892,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
9893,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
9894,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
9895,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
9896,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
9897,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
9898,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
9899,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
9900,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
9901,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
9902,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
9903,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
9904,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
9905,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9906,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Bareland
9907,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9908,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9909,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
9910,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
9911,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
9912,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
9913,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
9914,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
9915,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
9916,Forest,Water,Bareland,Water,Non_Wetland,NULL,Forest,Water
9917,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
9918,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
9919,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
9920,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
9921,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
9922,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
9923,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
9924,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
9925,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
9926,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
9927,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
9928,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
9929,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
9930,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
9931,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
9932,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
9933,Forest,Water,Water,NULL,Water,NULL,Wetland,Wetland
9934,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
9935,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
9936,Forest,Water,Water,NULL,Water,NULL,Water,Water
9937,Forest,Water,Water,NULL,Water,NULL,Water,Forest
9938,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
9939,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
9940,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
9941,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
9942,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
9943,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
9944,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
9945,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
9946,Forest,Water,Water,NULL,Water,Wetland,Water,Bareland
9947,Forest,Water,Water,NULL,Water,Wetland,Water,Water
9948,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
9949,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
9950,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
9951,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
9952,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
9953,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
9954,Forest,Water,Water,NULL,Water,Water,Water,Wetland
9955,Forest,Water,Water,NULL,Water,Water,Water,Water
9956,Forest,Water,Water,NULL,Water,Water,Water,Forest
9957,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
9958,Forest,Water,Water,NULL,Water,Forest,Water,Forest
9959,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
9960,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
9961,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
9962,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
9963,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
9964,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
9965,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
9966,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Bareland
9967,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
9968,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
9969,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
9970,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
9971,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
9972,Forest,Water,Water,Water,Water,NULL,Wetland,Water
9973,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
9974,Forest,Water,Water,Water,Water,NULL,Water,Wetland
9975,Forest,Water,Water,Water,Water,NULL,Water,Water
9976,Forest,Water,Water,Water,Water,NULL,Water,Forest
9977,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
9978,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
9979,Forest,Water,Water,Water,Water,Grassland,Water,Forest
9980,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
9981,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
9982,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
9983,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
9984,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
9985,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
9986,Forest,Water,Water,Water,Water,Wetland,Water,Bareland
9987,Forest,Water,Water,Water,Water,Wetland,Water,Water
9988,Forest,Water,Water,Water,Water,Wetland,Water,Forest
9989,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
9990,Forest,Water,Water,Water,Water,Bareland,Water,Forest
9991,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
9992,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
9993,Forest,Water,Water,Water,Water,Water,Wetland,Water
9994,Forest,Water,Water,Water,Water,Water,Wetland,Forest
9995,Forest,Water,Water,Water,Water,Water,Water,Grassland
9996,Forest,Water,Water,Water,Water,Water,Water,Wetland
9997,Forest,Water,Water,Water,Water,Water,Water,Bareland
9998,Forest,Water,Water,Water,Water,Water,Water,Water
9999,Forest,Water,Water,Water,Water,Water,Water,Forest
10000,Forest,Water,Water,Water,Water,Water,Forest,Forest
10001,Forest,Water,Water,Water,Water,Forest,Wetland,Wetland
10002,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
10003,Forest,Water,Water,Water,Water,Forest,Water,Water
10004,Forest,Water,Water,Water,Water,Forest,Water,Forest
10005,Forest,Water,Water,Water,Water,Forest,Forest,Water
10006,Forest,Water,Water,Water,Water,Forest,Forest,Forest
10007,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10008,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
10009,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10010,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
10011,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
10012,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10013,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10014,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10015,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
10016,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10017,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10018,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10019,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10020,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
10021,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10022,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
10023,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
10024,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
10025,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10026,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
10027,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
10028,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
10029,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
10030,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
10031,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
10032,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
10033,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
10034,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10035,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
10036,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10037,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
10038,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
10039,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10040,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
10041,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
10042,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
10043,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
10044,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
