Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKD_M_R
2791,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2792,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2793,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2794,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2795,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2796,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
2797,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2798,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
2799,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2800,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
2801,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2802,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2803,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2804,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2805,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2806,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2807,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
2808,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2809,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Wetland
2810,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2811,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2812,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2813,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2814,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2815,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2816,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2817,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2818,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2819,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2820,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2821,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2822,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2823,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2824,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2825,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2826,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2827,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2828,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
2829,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2830,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2831,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2832,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2833,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2834,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2835,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2836,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2837,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2838,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2839,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2840,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2841,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2842,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2843,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2844,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2845,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2846,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2847,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2848,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2849,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2850,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2851,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2852,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2853,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2854,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2855,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2856,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
2857,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2858,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
2859,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2860,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2861,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2862,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2863,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2864,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2865,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2866,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2867,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
2868,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2869,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2870,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
2871,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
2872,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2873,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
2874,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
2875,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2876,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2877,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
2878,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2879,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2880,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2881,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2882,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2883,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2884,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2885,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2886,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2887,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2888,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2889,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2890,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2891,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2892,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2893,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2894,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2895,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
2896,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2897,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2898,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2899,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2900,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Water
2901,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2902,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2903,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
2904,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2905,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2906,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2907,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2908,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2909,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2910,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2911,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2912,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
2913,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2914,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2915,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2916,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2917,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2918,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2919,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2920,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2921,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2922,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2923,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2924,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2925,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2926,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2927,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
2928,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2929,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2930,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2931,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2932,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
2933,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2934,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2935,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2936,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2937,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2938,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2939,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2940,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2941,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2942,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
2943,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2944,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2945,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
2946,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2947,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2948,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2949,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2950,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
2951,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
2952,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
2953,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2954,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2955,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2956,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2957,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2958,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
2959,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2960,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2961,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2962,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
2963,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
2964,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2965,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2966,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2967,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2968,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2969,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2970,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2971,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2972,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2973,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2974,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2975,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2976,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2977,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2978,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,NULL
2979,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2980,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2981,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
2982,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2983,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2984,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2985,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2986,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2987,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2988,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2989,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2990,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
2991,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2992,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2993,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2994,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2995,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2996,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2997,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
2998,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2999,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
3000,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
3001,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Grassland
3002,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
3003,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3004,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3005,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
3006,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
3007,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
3008,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
3009,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
3010,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
3011,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
3012,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
3013,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
3014,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
3015,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
3016,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
3017,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
3018,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
3019,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
3020,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
3021,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
3022,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
3023,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
3024,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
3025,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
3026,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
3027,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
3028,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Wetland,Forest
3029,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Grassland
3030,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
3031,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
3032,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3033,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3034,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3035,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3036,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3037,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3038,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3039,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3040,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
3041,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3042,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3043,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3044,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3045,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
3046,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3047,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
3048,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3049,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3050,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3051,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3052,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3053,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
3054,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
3055,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Water,Forest
3056,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3057,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3058,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Wetland
3059,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
3060,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
3061,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3062,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3063,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3064,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3065,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3066,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3067,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3068,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3069,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3070,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3071,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3072,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3073,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3074,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3075,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3076,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3077,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3078,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3079,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3080,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3081,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3082,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3083,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3084,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3085,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3086,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3087,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
3088,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
3089,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3090,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3091,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
3092,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3093,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
3094,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3095,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
3096,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
3097,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3098,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3099,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3100,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3101,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3102,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
3103,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
3104,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3105,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
3106,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
3107,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
3108,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
3109,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3110,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
3111,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3112,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
