Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYP_M_R
14379,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
14380,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
14381,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
14382,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
14383,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
14384,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
14385,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
14386,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
14387,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
14388,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
14389,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
14390,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
14391,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
14392,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
14393,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
14394,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
14395,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Water
14396,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
14397,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
14398,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
14399,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
14400,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
14401,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
14402,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
14403,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
14404,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
14405,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
14406,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
14407,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
14408,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
14409,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
14410,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
14411,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
14412,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
14413,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
14414,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
14415,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
14416,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
14417,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
14418,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
14419,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
14420,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
14421,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
14422,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
14423,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
14424,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
14425,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
14426,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
14427,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
14428,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
14429,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Water
14430,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
14431,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
14432,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14433,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
14434,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
14435,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
14436,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
14437,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
14438,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
14439,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
14440,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
14441,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
14442,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
14443,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
14444,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
14445,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
14446,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
14447,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
14448,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Cropland
14449,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
14450,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
14451,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Cropland
14452,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
14453,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
14454,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
14455,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
14456,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
14457,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
14458,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
14459,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
14460,Forest,Forest,NULL,Water,Non_Wetland,NULL,Bareland,Forest
14461,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
14462,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
14463,Forest,Forest,NULL,Water,Non_Wetland,Wetland,NULL,Forest
14464,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
14465,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
14466,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
14467,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
14468,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
14469,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
14470,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
14471,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Water
14472,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
14473,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
14474,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14475,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
14476,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
14477,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
14478,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
14479,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14480,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
14481,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
14482,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
14483,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
14484,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
14485,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
14486,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
14487,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
14488,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
14489,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
14490,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
14491,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
14492,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
14493,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
14494,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
14495,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
14496,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
14497,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
14498,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
14499,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
14500,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
14501,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
14502,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
14503,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14504,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14505,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14506,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
14507,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
14508,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
14509,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
14510,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14511,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14512,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
14513,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14514,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
14515,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14516,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
14517,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
14518,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
14519,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
14520,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
14521,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
14522,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
14523,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
14524,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
14525,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
14526,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
14527,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14528,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
14529,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14530,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
14531,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
14532,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14533,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
14534,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
14535,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
14536,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
14537,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
14538,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
14539,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
14540,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
14541,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
14542,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
14543,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
14544,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14545,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
14546,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
14547,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14548,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
14549,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
14550,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
14551,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
14552,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
14553,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
14554,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
14555,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
14556,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
14557,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
14558,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
14559,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
14560,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
14561,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14562,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
14563,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
14564,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
14565,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
14566,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
14567,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
14568,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
14569,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
14570,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
14571,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
14572,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
14573,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14574,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
14575,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
14576,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14577,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
14578,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
14579,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
14580,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
14581,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
14582,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
14583,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
14584,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14585,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14586,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
14587,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
14588,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
14589,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
14590,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
14591,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
14592,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
14593,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
14594,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
14595,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
14596,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
14597,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
14598,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
14599,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
14600,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14601,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
14602,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
14603,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
14604,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
14605,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
14606,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
14607,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
14608,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
14609,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
14610,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
14611,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
14612,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland,NULL,Forest
14613,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
14614,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Water
14615,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
14616,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
14617,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
14618,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
14619,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
14620,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14621,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
14622,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
14623,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
14624,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
14625,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
14626,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
14627,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
14628,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Built-up
14629,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
14630,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
14631,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
14632,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Water
14633,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
14634,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
14635,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
14636,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
14637,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14638,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14639,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
14640,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
14641,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
14642,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14643,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14644,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
14645,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14646,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
14647,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14648,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
14649,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
14650,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
14651,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
14652,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
14653,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
14654,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
14655,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
14656,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
14657,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
14658,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14659,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
14660,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
14661,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14662,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
14663,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
14664,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14665,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
14666,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
14667,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
14668,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
14669,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
14670,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
14671,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14672,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
14673,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
14674,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
14675,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
14676,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
14677,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
14678,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
14679,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
14680,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
14681,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
14682,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
14683,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
14684,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
14685,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
14686,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
14687,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
14688,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
14689,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
14690,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14691,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
