Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMF_M_R
6194,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6195,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6196,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
6197,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6198,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6199,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
6200,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6201,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6202,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
6203,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
6204,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
6205,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
6206,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
6207,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
6208,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6209,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6210,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6211,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6212,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6213,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6214,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6215,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6216,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
6217,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6218,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
6219,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6220,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
6221,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
6222,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6223,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
6224,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
6225,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
6226,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
6227,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6228,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
6229,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
6230,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6231,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6232,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6233,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6234,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6235,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
6236,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6237,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
6238,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6239,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6240,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6241,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6242,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6243,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6244,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
6245,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6246,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6247,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6248,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6249,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
6250,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6251,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
6252,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6253,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6254,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
6255,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
6256,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
6257,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
6258,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6259,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6260,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6261,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
6262,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6263,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6264,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
6265,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6266,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6267,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6268,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
6269,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
6270,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
6271,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
6272,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
6273,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6274,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
6275,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
6276,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
6277,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
6278,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
6279,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
6280,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
6281,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6282,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6283,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
6284,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6285,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6286,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
6287,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
6288,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
6289,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
6290,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
6291,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6292,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6293,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6294,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6295,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6296,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
6297,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
6298,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
6299,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
6300,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
6301,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6302,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
6303,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6304,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6305,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
6306,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6307,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
6308,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
6309,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6310,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
6311,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
6312,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
6313,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
6314,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
6315,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6316,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
6317,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Bareland
6318,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
6319,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
6320,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
6321,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
6322,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
6323,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
6324,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6325,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
6326,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
6327,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
6328,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
6329,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
6330,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
6331,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
6332,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
6333,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
6334,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
6335,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
6336,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6337,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6338,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
6339,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6340,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6341,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6342,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
6343,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
6344,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
6345,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
6346,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
6347,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
6348,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
6349,Forest,Forest,Wetland,NULL,Wetland,Cropland,NULL,Forest
6350,Forest,Forest,Wetland,NULL,Wetland,Cropland,Grassland,Forest
6351,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,NULL
6352,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Forest
6353,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Forest
6354,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
6355,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
6356,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
6357,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
6358,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6359,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6360,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6361,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
6362,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6363,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6364,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
6365,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
6366,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6367,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
6368,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
6369,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
6370,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
6371,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
6372,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
6373,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6374,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
6375,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6376,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6377,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
6378,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
6379,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
6380,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
6381,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
6382,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
6383,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
6384,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
6385,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
6386,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
6387,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
6388,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
6389,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
6390,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
6391,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
6392,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
6393,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
6394,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
6395,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
6396,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
6397,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
6398,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
6399,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
6400,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
6401,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
6402,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
6403,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
6404,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
6405,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
6406,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6407,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6408,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
6409,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6410,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
6411,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6412,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
6413,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6414,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6415,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6416,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Wetland,Forest
6417,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
6418,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6419,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6420,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6421,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6422,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6423,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6424,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,NULL
6425,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6426,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6427,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
6428,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6429,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
6430,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
6431,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
6432,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6433,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
6434,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
6435,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
6436,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6437,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
6438,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
6439,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
6440,Forest,Forest,Wetland,Water,Wetland,Cropland,Wetland,Forest
6441,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,NULL
6442,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6443,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6444,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
6445,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
6446,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
6447,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
6448,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
6449,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
6450,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
6451,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
6452,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
6453,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
6454,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
6455,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
6456,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
6457,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
6458,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
6459,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
6460,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
6461,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
6462,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
6463,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
6464,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
6465,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6466,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6467,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6468,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
6469,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
6470,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
6471,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
6472,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
6473,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
6474,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6475,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
6476,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
6477,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
6478,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
6479,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
6480,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6481,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
6482,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
6483,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
6484,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
6485,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
6486,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
6487,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
6488,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
6489,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
6490,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
6491,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
6492,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
6493,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
6494,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
6495,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
6496,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
6497,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
6498,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
6499,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
6500,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6501,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
6502,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
6503,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
6504,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Grassland
6505,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Forest
6506,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
6507,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
6508,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
6509,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
6510,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
6511,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
6512,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
6513,Forest,Forest,Water,NULL,Water,Wetland,Wetland,NULL
6514,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
6515,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
6516,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
6517,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
6518,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
6519,Forest,Forest,Water,NULL,Water,Water,Grassland,Grassland
6520,Forest,Forest,Water,NULL,Water,Water,Grassland,Bareland
6521,Forest,Forest,Water,NULL,Water,Water,Grassland,Water
6522,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
