Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNB_M_R
3572,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3573,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
3574,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3575,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3576,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3577,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3578,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3579,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
3580,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3581,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3582,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3583,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3584,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3585,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3586,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3587,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3588,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3589,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3590,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3591,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3592,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3593,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3594,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3595,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
3596,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3597,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3598,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3599,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3600,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3601,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3602,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
3603,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3604,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3605,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
3606,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3607,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3608,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
3609,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
3610,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
3611,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
3612,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3613,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Wetland
3614,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
3615,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
3616,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
3617,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
3618,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Grassland
3619,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
3620,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3621,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3622,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3623,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3624,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3625,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3626,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3627,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3628,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3629,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3630,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3631,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3632,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3633,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3634,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3635,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3636,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3637,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3638,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3639,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3640,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3641,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3642,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3643,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
3644,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3645,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3646,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3647,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3648,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3649,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3650,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3651,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3652,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3653,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
3654,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3655,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3656,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3657,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3658,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3659,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3660,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3661,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3662,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3663,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3664,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3665,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3666,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3667,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3668,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3669,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3670,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3671,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3672,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
3673,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3674,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3675,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3676,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3677,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3678,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
3679,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
3680,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
3681,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3682,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3683,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3684,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3685,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3686,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3687,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3688,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3689,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3690,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3691,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3692,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3693,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3694,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3695,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3696,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3697,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3698,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3699,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3700,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3701,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3702,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3703,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3704,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
3705,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3706,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3707,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
3708,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3709,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3710,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
3711,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3712,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3713,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3714,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3715,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3716,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3717,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3718,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3719,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3720,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3721,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3722,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
3723,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
3724,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
3725,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
3726,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3727,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
3728,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
3729,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3730,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3731,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
3732,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
3733,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3734,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
3735,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
3736,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
3737,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
3738,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3739,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3740,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3741,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3742,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
3743,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3744,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3745,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
3746,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3747,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3748,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
3749,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3750,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
3751,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
3752,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
3753,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
3754,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3755,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3756,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3757,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3758,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
3759,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3760,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3761,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3762,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3763,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3764,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3765,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3766,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
3767,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3768,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
3769,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
3770,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
3771,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3772,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3773,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3774,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
3775,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
3776,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3777,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3778,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
3779,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3780,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
3781,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
3782,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3783,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
3784,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
3785,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
3786,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3787,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
3788,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
3789,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
3790,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
3791,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
3792,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
3793,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
3794,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
3795,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3796,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3797,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
3798,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3799,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
3800,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3801,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3802,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3803,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3804,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3805,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3806,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3807,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3808,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3809,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3810,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3811,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3812,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3813,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
3814,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3815,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3816,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3817,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3818,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3819,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3820,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3821,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
3822,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3823,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
3824,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
3825,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
3826,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3827,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
3828,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
3829,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3830,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
3831,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
3832,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
3833,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
3834,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
3835,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
3836,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3837,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3838,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
3839,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
3840,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
3841,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3842,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3843,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
3844,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
3845,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
3846,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
3847,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
3848,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
3849,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
3850,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Wetland
3851,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
3852,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
3853,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
3854,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
3855,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
3856,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
3857,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
3858,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
3859,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
3860,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
3861,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
3862,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Wetland
3863,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
3864,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Wetland
3865,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
3866,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
3867,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
3868,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
3869,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
3870,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
3871,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
3872,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
3873,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
3874,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3875,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
3876,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3877,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3878,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
3879,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3880,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3881,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3882,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3883,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3884,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
3885,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3886,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
3887,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3888,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3889,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3890,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3891,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3892,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
