Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVP_M_R
5923,Forest,Water,Wetland,Water,Wetland,Forest,Bareland,Forest
5924,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
5925,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
5926,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
5927,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
5928,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
5929,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
5930,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Water
5931,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
5932,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5933,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
5934,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
5935,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5936,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Water
5937,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
5938,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
5939,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
5940,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
5941,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
5942,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5943,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
5944,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5945,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
5946,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
5947,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
5948,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
5949,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
5950,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5951,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
5952,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
5953,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
5954,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
5955,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5956,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5957,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
5958,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
5959,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
5960,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
5961,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
5962,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
5963,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
5964,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
5965,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
5966,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
5967,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
5968,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
5969,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5970,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
5971,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
5972,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
5973,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
5974,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
5975,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
5976,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
5977,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
5978,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
5979,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
5980,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,Water
5981,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
5982,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
5983,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
5984,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5985,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
5986,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
5987,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5988,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
5989,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
5990,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5991,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5992,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
5993,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5994,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5995,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5996,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5997,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5998,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
5999,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
6000,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
6001,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
6002,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
6003,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
6004,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
6005,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
6006,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
6007,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
6008,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
6009,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6010,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Bareland,Forest
6011,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
6012,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
6013,Forest,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Water
6014,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
6015,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
6016,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
6017,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
6018,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Forest
6019,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
6020,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
6021,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
6022,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
6023,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
6024,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
6025,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
6026,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
6027,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
6028,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
6029,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
6030,Forest,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
6031,Forest,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
6032,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
6033,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
6034,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
6035,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
6036,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6037,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
6038,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
6039,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6040,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6041,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6042,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
6043,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6044,Forest,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
6045,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6046,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6047,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6048,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6049,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
6050,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
6051,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
6052,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
6053,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
6054,Forest,Water,Built-up,Water,Non_Wetland,Water,Forest,Water
6055,Forest,Water,Water,NULL,Water,NULL,Grassland,Water
6056,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
6057,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
6058,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
6059,Forest,Water,Water,NULL,Water,NULL,Bareland,Water
6060,Forest,Water,Water,NULL,Water,NULL,Bareland,Forest
6061,Forest,Water,Water,NULL,Water,NULL,Water,Water
6062,Forest,Water,Water,NULL,Water,NULL,Water,Forest
6063,Forest,Water,Water,NULL,Water,NULL,Forest,Water
6064,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
6065,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
6066,Forest,Water,Water,NULL,Water,Grassland,Bareland,Forest
6067,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
6068,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
6069,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
6070,Forest,Water,Water,NULL,Water,Bareland,Wetland,Grassland
6071,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
6072,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
6073,Forest,Water,Water,NULL,Water,Bareland,Bareland,Grassland
6074,Forest,Water,Water,NULL,Water,Bareland,Bareland,Bareland
6075,Forest,Water,Water,NULL,Water,Bareland,Bareland,Water
6076,Forest,Water,Water,NULL,Water,Bareland,Bareland,Forest
6077,Forest,Water,Water,NULL,Water,Bareland,Water,Grassland
6078,Forest,Water,Water,NULL,Water,Bareland,Water,Water
6079,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
6080,Forest,Water,Water,NULL,Water,Bareland,Forest,Water
6081,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
6082,Forest,Water,Water,NULL,Water,Water,Wetland,Water
6083,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
6084,Forest,Water,Water,NULL,Water,Water,Bareland,Water
6085,Forest,Water,Water,NULL,Water,Water,Bareland,Forest
6086,Forest,Water,Water,NULL,Water,Water,Water,Grassland
6087,Forest,Water,Water,NULL,Water,Water,Water,Water
6088,Forest,Water,Water,NULL,Water,Water,Water,Forest
6089,Forest,Water,Water,NULL,Water,Water,Forest,Water
6090,Forest,Water,Water,NULL,Water,Water,Forest,Forest
6091,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
6092,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
6093,Forest,Water,Water,NULL,Water,Forest,Bareland,Forest
6094,Forest,Water,Water,NULL,Water,Forest,Water,Water
6095,Forest,Water,Water,NULL,Water,Forest,Water,Forest
6096,Forest,Water,Water,NULL,Water,Forest,Forest,Water
6097,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
6098,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
6099,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
6100,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
6101,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
6102,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
6103,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
6104,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
6105,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Water
6106,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
6107,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
6108,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
6109,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Water
6110,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Forest
6111,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
6112,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
6113,Forest,Water,Water,Non_Water,Water,Water,Bareland,Grassland
6114,Forest,Water,Water,Non_Water,Water,Water,Bareland,Water
6115,Forest,Water,Water,Non_Water,Water,Water,Bareland,Forest
6116,Forest,Water,Water,Non_Water,Water,Water,Water,Water
6117,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
6118,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
6119,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
6120,Forest,Water,Water,Non_Water,Water,Forest,Bareland,Forest
6121,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
6122,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
6123,Forest,Water,Water,Water,Water,NULL,Wetland,Water
6124,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
6125,Forest,Water,Water,Water,Water,NULL,Bareland,Water
6126,Forest,Water,Water,Water,Water,NULL,Bareland,Forest
6127,Forest,Water,Water,Water,Water,NULL,Water,Water
6128,Forest,Water,Water,Water,Water,NULL,Water,Forest
6129,Forest,Water,Water,Water,Water,NULL,Forest,Forest
6130,Forest,Water,Water,Water,Water,Shrubland,Water,Water
6131,Forest,Water,Water,Water,Water,Grassland,Bareland,Water
6132,Forest,Water,Water,Water,Water,Grassland,Water,Water
6133,Forest,Water,Water,Water,Water,Grassland,Water,Forest
6134,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
6135,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
6136,Forest,Water,Water,Water,Water,Wetland,Water,Water
6137,Forest,Water,Water,Water,Water,Wetland,Water,Forest
6138,Forest,Water,Water,Water,Water,Bareland,Grassland,Water
6139,Forest,Water,Water,Water,Water,Bareland,Grassland,Forest
6140,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
6141,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
6142,Forest,Water,Water,Water,Water,Bareland,Bareland,Grassland
6143,Forest,Water,Water,Water,Water,Bareland,Bareland,Bareland
6144,Forest,Water,Water,Water,Water,Bareland,Bareland,Water
6145,Forest,Water,Water,Water,Water,Bareland,Bareland,Forest
6146,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
6147,Forest,Water,Water,Water,Water,Bareland,Water,Water
6148,Forest,Water,Water,Water,Water,Bareland,Water,Forest
6149,Forest,Water,Water,Water,Water,Bareland,Forest,Water
6150,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
6151,Forest,Water,Water,Water,Water,Water,Grassland,Forest
6152,Forest,Water,Water,Water,Water,Water,Wetland,Water
6153,Forest,Water,Water,Water,Water,Water,Wetland,Forest
6154,Forest,Water,Water,Water,Water,Water,Bareland,Grassland
6155,Forest,Water,Water,Water,Water,Water,Bareland,Bareland
6156,Forest,Water,Water,Water,Water,Water,Bareland,Water
6157,Forest,Water,Water,Water,Water,Water,Bareland,Forest
6158,Forest,Water,Water,Water,Water,Water,Water,Grassland
6159,Forest,Water,Water,Water,Water,Water,Water,Water
6160,Forest,Water,Water,Water,Water,Water,Water,Forest
6161,Forest,Water,Water,Water,Water,Water,Forest,Grassland
6162,Forest,Water,Water,Water,Water,Water,Forest,Water
6163,Forest,Water,Water,Water,Water,Water,Forest,Forest
6164,Forest,Water,Water,Water,Water,Forest,Wetland,Water
6165,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
6166,Forest,Water,Water,Water,Water,Forest,Bareland,Water
6167,Forest,Water,Water,Water,Water,Forest,Bareland,Forest
6168,Forest,Water,Water,Water,Water,Forest,Water,Water
6169,Forest,Water,Water,Water,Water,Forest,Water,Forest
6170,Forest,Water,Water,Water,Water,Forest,Forest,Forest
6171,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
6172,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6173,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
6174,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6175,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6176,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
6177,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
6178,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
6179,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6180,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6181,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
6182,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6183,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6184,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6185,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
6186,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6187,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6188,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
6189,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6190,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
6191,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6192,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6193,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6194,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6195,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6196,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
6197,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6198,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6199,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6200,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6201,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
6202,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6203,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6204,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
6205,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6206,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6207,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6208,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
6209,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6210,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
6211,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
6212,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6213,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
6214,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
6215,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6216,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6217,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
6218,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6219,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
6220,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
6221,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
6222,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
6223,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
6224,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
6225,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
6226,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
6227,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6228,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
6229,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6230,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Water
6231,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6232,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
6233,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
6234,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
6235,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6236,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6237,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
6238,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
6239,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6240,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
6241,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
6242,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
6243,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6244,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
6245,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6246,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6247,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
6248,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6249,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6250,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6251,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
6252,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6253,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
6254,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
6255,Forest,Water,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Forest
6256,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
6257,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
6258,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
6259,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
